((((3*7)+8)+(2+(3*1)))/(4*(4*4)))	37*8+231*++444**/
(6/((1+(7+(1*5)))-(7+(5+(5/4)))))	61715*++7554/++-/
(((0/(3-0))+(2/3))+(6-(9+(4+5))))	030-/23/+6945++-+
((((6-(1*9))*1)*3)+(3*(6-(4/7))))	619*-1*3*3647/-*+
((8+(7+(7-4)))*(0+(9+(0-(2-0)))))	8774-++09020--++*
(((6/(3/1))-((9-3)-(6/2)))+(1+5))	631//93-62/--15++
((2-(3-(5*1)))/(0-(8-(2-(5-2)))))	2351*--08252----/
(((0+(4-2))*0)*(1/(2/(0-(8+3)))))	042-+0*12083+-//*
((((4+5)-(3+(5*1)))-(4-(6+5)))-7)	45+351*+-465+--7-
((((6-6)-2)*(8/(2-8)))*(6/(0/2)))	66-2-828-/*602//*
(((7-9)-(9+(9+(0-2))))/(0/(3-7)))	79-9902-++-037-//
(((0+(4+5))+(6/8))-(8-(8/(6/4))))	045++68/+8864//--
(6*((2*9)*((8*(5*(1*1)))*(4+6))))	629*8511***46+***
(((7-((0-9)+(7*6)))+8)+(3*(2/9)))	709-76*+-8+329/*+
(((7-3)/((8+(9-8))+(9*5)))-(0-6))	73-898-+95*+/06--
(((9-(7*(6*0)))*(0*8))+(9*(2/0)))	9760**-08**920/*+
(((3/3)*((2+0)*9))*(3*(0*(4-0))))	33/20+9**3040-***
((((3-(4/4))+0)*(7*(9*1)))/(4-7))	344/-0+791***47-/
((5/((5-8)-(2+(5*9))))-(4+(1-3)))	558-259*+-/413-+-
(((7*((4-5)/7))/(5-(2*(6/4))))+4)	745-7/*5264/*-/4+
((5/(3*(9/(6*(1+8)))))/(0*(4/5)))	539618+*/*/045/*/
((((7+0)+(9/1))+(4*7))-(7+(7-5)))	70+91/+47*+775-+-
(((7*9)/((5/(3-6))+(7-(0*5))))*4)	79*536-/705*-+/4*
(((7/(0*((6-2)+7)))*4)/(7/(3/5)))	7062-7+*/4*735///
(6+((0/((3+3)-(2+5)))/(5*(4/1))))	6033+25+-/541/*/+
(((0*((4/6)-(9*(3+9))))/4)+(5+0))	046/939+*-*4/50++
(((8-(9/5))/(4-4))-(7*((3+5)-6)))	895/-44-/735+6-*-
(((4/5)-(2/4))/((5/2)*(3/(3*0))))	45/24/-52/330*/*/
(((2-6)+1)-((4*(5/2))-(7*(9*7))))	26-1+452/*797**--
((2+(1-(8/1)))+(6/(8/(4/(5/6)))))	2181/-+68456////+
((9-(5/6))-(7-((3/8)/(8+(8+1)))))	956/-738/881++/--
(3*((9*(2/(7+5)))/(1+(1-(1-5)))))	39275+/*1115--+/*
((4/(((8-2)/(6-8))*(2*(0+6))))-6)	482-68-/206+**/6-
((4-(9*0))/(3/(8*(8+(2*(6-7))))))	490*-388267-*+*//
(((4+(6/4))-2)*(9/((3*8)/(2+7))))	464/+2-938*27+//*
((0*(0+4))*(5*(1+(3*(1-(2/0))))))	004+*513120/-*+**
((((7*(8-(0-9)))-0)+(0/5))*(8*6))	7809--*0-05/+86**
((7/(9/(9-((3/0)*(5-9)))))-(3*4))	79930/59-*-//34*-
((1/(3/(8-4)))+((0/(7-6))/(7/8)))	1384-//076-/78//+
(((5/(2+7))+(3/2))-(6-(9*(2-4))))	527+/32/+6924-*--
(((0-(9-(4/2)))-7)+(9/(0/(1+9))))	0942/--7-9019+//+
((2/0)-(9+(((2+3)*(3*5))/(1-6))))	20/923+35**16-/+-
((6-((4*(6/1))*(6-(5+(3*5)))))*1)	6461/*6535*+-*-1*
(((2+(4-(0*9)))/(4*3))*(3-(4/6)))	2409*-+43*/346/-*
(((9*2)/9)/((5-(3/6))+(8/(9-9))))	92*9/536/-899-/+/
(((4*7)-(9+5))+((9+0)+(1+(5-1))))	47*95+-90+151-+++
(((1-0)*(4+(1*1)))-(7*(2-(6/5))))	10-411*+*7265/-*-
(((1/(3/(3+6)))-(7*(1*1)))*(5+7))	1336+//711**-57+*
((8-9)*((6/1)*(3-(1/(6+(1-9))))))	89-61/31619-+/-**
((((5+(8-6))/(8*0))*(6*(2/4)))-6)	586-+80*/624/**6-
(7/(((6+(7/6))*3)*(8*(4*(7-7)))))	7676/+3*8477-***/
(((4*(4*(4-(1/4))))+5)-(8+(3+1)))	44414/-**5+831++-
((1/4)*(6-((9/(5/7))/(9/(0+2)))))	14/6957//902+//-*
((7-((8/(0-2))*(1*1)))*(8+(4-4)))	7802-/11**-844-+*
(((7+1)/1)/(2+((1-(4-8))+(6*2))))	71+1/2148--62*++/
(8/((7+((0*(3+9))-(7/(7+6))))-1))	87039+*776+/-+1-/
(((4-(3/6))+(2-(5-0)))+(3-(8*8)))	436/-250--+388*-+
((8+(0+(0/4)))+(6-(6*(6+(8*3)))))	8004/++66683*+*-+
((((2/7)/((2-9)*(9+8)))/6)-(9*4))	27/29-98+*/6/94*-
((3+9)*(9*(7-(1*(2+(2/(5*5)))))))	39+9712255*/+*-**
((((3+(7+7))/(5-(6-2)))-(6*3))+4)	377++562--/63*-4+
((8-(0+(9+2)))-((8+(0-6))*(4+1)))	8092++-806-+41+*-
((((4+(6+3))+(3-9))/(4/(7+7)))/8)	463++39-+477+//8/
((8-(4+1))+(6/((6*(9+0))*(3+9))))	841+-6690+*39+*/+
(((0/((3*2)/0))+(7+0))/(2+(8/1)))	032*0//70++281/+/
((((2/(7-0))-0)/(5-(1-(0-7))))+5)	270-/0-5107---/5+
(((4/2)+(2-5))*(6-(0*(3+(2-7)))))	42/25-+60327-+*-*
(((5+1)/6)/(5+(9/(0*(4/(5*6))))))	51+6/590456*/*/+/
(((7+(9/0))/((2+7)-5))/(5*(3/3)))	790/+27+5-/533/*/
(((8-(7+2))+(7*4))+(2+(5+(1/6))))	872+-74*+2516/+++
(9+(((4/5)-(8+3))+(6-(0/(9*6)))))	945/83+-6096*/-++
((1*7)-((3/(4+(4+(1-6))))+(3/9)))	17*34416-++/39/+-
((((0-7)/4)*(6-(5-5)))/(1/(5*0)))	07-4/655--*150*//
(((6/(6*0))/(9/(1+3)))*(5/(8-0)))	660*/913+//580-/*
(((4*(0+(3-5)))/5)+(1/(4/(4+7))))	4035-+*5/1447+//+
(((9+(9/(9*(3/9))))/(1/8))*(0+8))	99939/*/+18//08+*
((4-0)/(((8+7)+4)-(2/(8+(4+8)))))	40-87+4+2848++/-/
((((7+6)+(1*9))-(3+8))-(6-(3+2)))	76+19*+38+-632+--
((5/((6-0)-(4+1)))-(1-(1-(6*4))))	560-41+-/1164*---
(((0/(3*(6+2)))*(9/(2-7)))-(4+5))	0362+*/927-/*45+-
(((5-(1/(5*3)))/(1-(1+6)))+(8*2))	5153*/-116+-/82*+
((7/((2/(1-9))+(7-2)))+(1+(3+1)))	7219-/72-+/131+++
((((0/9)*3)/(3/(9*4)))*(0+(8*3)))	09/3*394*//083*+*
((3*(9/9))-(9-(0-((7+5)*(7*1)))))	399/*9075+71**---
(((0-(1-0))/(0-5))/(7-(4/(5-2))))	010--05-/7452-/-/
((((6*9)*8)-(5+3))/(2-(2/(2-9))))	69*8*53+-2229-/-/
(((7*9)+(4-(2/(3-0))))+(9/(9/0)))	79*4230-/-+990//+
(4-((0/(4*(3-3)))-(7*(0+(0*5)))))	40433-*/7005*+*--
(((4-(9+(8*8)))+(6/4))/(8-(0/0)))	4988*+-64/+800/-/
(((7/(3*2))+(7-3))*(4+(7/(3+0))))	732*/73-+4730+/+*
(((5-(5+(3+7)))+(2/6))*(6*(9+3)))	5537++-26/+693+**
((6*(3/(3+(7+0))))/(1*(5+(7+4))))	63370++/*1574++*/
((9+(2*5))-((2/(9/2))*(8+(6-0))))	925*+292//860-+*-
(((9/8)/(0+3))+(4/(8-(4/(4-7)))))	98/03+/48447-/-/+
(((3*(3*1))/(2/(0*7)))-(5+(8*7)))	331**207*//587*+-
(((4/1)/(7-(6/9)))/(7-(7+(3*3))))	41/769/-/7733*+-/
((((6*0)/(0/3))*(9+8))/(3*(7+5)))	60*03//98+*375+*/
((6-4)+((1-((9/3)-7))*(3-(5/8))))	64-193/7--358/-*+
((((3-4)+5)*(4-((8+5)+4)))*(3*2))	34-5+485+4+-*32**
((((8+6)*(9*(9+2)))+8)-(1+(2/7)))	86+992+**8+127/+-
((((1+3)/(6*(7+(2*6))))/(2+1))+0)	13+6726*+*/21+/0+
((((8/(1-8))/(7+3))/8)*(7-(4*9)))	818-/73+/8/749*-*
(((6-5)-(6-(1/(2-1))))+(4/(9*6)))	65-6121-/--496*/+
((3/((5/9)-(3/9)))+(6/(6-(4/0))))	359/39/-/6640/-/+
(((4/(6*(8/(3-2))))*(7/5))/(8*3))	46832-/*/75/*83*/
((8+((9*(3-8))+(2+8)))+(8+(9+6)))	8938-*28+++896+++
((7-(2*(1/5)))+((6*(5-1))/(2/1)))	7215/*-651-*21//+
(1*((7*0)-(3*(4*((9-4)*(8-8))))))	170*3494-88-***-*
((((5/7)*(4/(3+4)))*(0+5))-(0-0))	57/434+/*05+*00--
((8*((0-(3+7))+(0/(7*5))))-(6-6))	8037+-075*/+*66--
((2*(3*((1/2)+1)))/(2*(0/(9-1))))	2312/1+**2091-/*/
((((0/(8/2))*1)/(6/(7*2)))/(2-5))	082//1*672*//25-/
((((3*3)-(1-7))-(4+(4/0)))+(8-7))	33*17--440/+-87-+
(((4+8)-4)*(7*(6-(8*(6-(6+4))))))	48+4-768664+-*-**
(((9*4)-(5/2))+((5+(1*6))/(8+8)))	94*52/-516*+88+/+
(8-(((6+(2/0))*(9+(5/1)))*(3/9)))	8620/+951/+*39/*-
((((4/5)-((9/4)-1))-(6/6))*(9*0))	45/94/1--66/-90**
(((0*(4/4))-(1-(9-(9+6))))+(2-5))	044/*1996+---25-+
((0/3)*((8/(9*2))+(9-(6*(4/6)))))	03/892*/9646/*-+*
((2-((0*1)*(3-(1+9))))*(2*(7+9)))	201*319+-*-279+**
((1+2)-(0-(((0+4)*(8/2))/(6*8))))	12+004+82/*68*/--
(((9-6)*(9-(0/(1/(5*(0/5))))))-4)	96-901505/*//-*4-
(((4-(9-(6-8)))*(6*(2*2)))*(8+6))	4968---622***86+*
(((7-((5/2)*0))+(8*(8-(6-5))))-0)	752/0*-8865--*+0-
(5-(((9/(0+4))+(9/(1/5)))-(4-2)))	5904+/915//+42---
((((5*9)+(7-5))/(1*(8/5)))/(9+6))	59*75-+185/*/96+/
((6+((8*1)-(0*4)))-(9+(4/(5/5))))	681*04*-+9455//+-
(((0-5)/((3-(4/5))-(9/(1/6))))-3)	05-345/-916//-/3-
(((5-1)-(0*(0-8)))-(7*(7+(6*7))))	51-008-*-7767*+*-
(((9+6)+(8-(0+(4+5))))*(9*(8-9)))	96+8045++-+989-**
(((0*(3+(3-5)))-0)/(5*(8+(1+1))))	0335-+*0-5811++*/
(4*(((4*2)-(5*(1/8)))-(8+(2*5))))	442*518/*-825*+-*
(((8*(0/8))-(1-(9+(2/1))))+(4-1))	808/*1921/+--41-+
(((1-(7/(5/1)))+(5+6))+(6-(5/1)))	1751//-56++651/-+
((7*7)/((1+(2+9))/(7/((7-3)-6))))	77*129++773-6-///
((3-(6*4))+(1/(7*(5-((4-1)+6)))))	364*-17541-6+-*/+
((1/(1/1))/((6/(1*(3+(8-1))))-8))	111//61381-+*/8-/
(((6+(5/3))+(5-0))*(8/(5-(6/0))))	653/+50-+8560/-/*
((8*8)-((9*(9+(9*8)))+(3-(5/7))))	88*9998*+*357/-+-
(((9*4)-(4+3))*(8-(3*(3/(5+9)))))	94*43+-83359+/*-*
(((1-(9/1))-(7+3))+(0-(4-(0-2))))	191/-73+-0402---+
((9*(9*7))*(9/(8+(3/(0*(6/7))))))	997**983067/*/+/*
((4*(0/(5*(6/4))))*((3/9)-(4+2)))	40564/*/*39/42+-*
((8*3)*(((8-(1/9))-9)+(6*(7-2))))	83*819/-9-672-*+*
((3+8)*((7+(7+(1+8)))*(7*(5-9))))	38+7718+++759-***
((3/4)/(8-((1+(0*9))+(1-(0-5)))))	34/8109*+105--+-/
((((5-(9+7))+(2+8))*(9+(3-4)))/1)	597+-28++934-+*1/
((3-(7/(2*(6-5))))-(5/(2-(0+6))))	37265-*/-5206+-/-
(((5+(9-0))+(8+(0*(1/(2+2)))))/6)	590-+80122+/*++6/
(((4*9)+(4/2))+(4*(8-(5/(5+3)))))	49*42/+48553+/-*+
((4-(7/(0+0)))*(4/((6*8)/(6+7))))	4700+/-468*67+//*
(((5+4)+1)-((3/7)/(0+(7/(8/4)))))	54+1+37/0784//+/-
((((2*5)*2)-(4*7))/(6-(0*(5-5))))	25*2*47*-6055-*-/
(((0/3)/(5-(7*0)))/(8+(9/(6+4))))	03/570*-/8964+/+/
((((1/1)*6)*(3/(9+6)))*(0*(8-0)))	11/6*396+/*080-**
(((8/(9-5))*(8-(8/4)))*(7*(2*0)))	895-/884/-*720***
(((3/7)+(4-(2+(1+(3*5)))))/(7+2))	37/42135*++-+72+/
(((7+(1/4))/(6/(1-4)))/(3+(8+4)))	714/+614-//384++/
(((((2-3)-(8*4))-(8-8))*(1*7))/1)	23-84*-88--17**1/
(((1+(3*5))+(2/7))-(5+(1+(0*1))))	135*+27/+5101*++-
((7+(2*8))+(3+(7*(4/(0/(7+7))))))	728*+374077+//*++
(((((5/0)+(7/(2*8)))/2)+6)-(3+5))	50/728*/+2/6+35+-
(((0/8)/(2+(5-(3+4))))+(8+(4*0)))	08/2534+-+/840*++
(((2*0)/7)*((7/(4-(0*7)))/(7/5)))	20*7/7407*-/75//*
((3*(0-((8*2)/6)))/(7+(7-(2-3))))	3082*6/-*7723--+/
(((8/0)+(2+6))*((7+(5/8))/(0*8)))	80/26++758/+08*/*
(((8-(1*3))/((2*(6+0))+(3/6)))/4)	813*-260+*36/+/4/
(((0+5)/(6+(2/(3+(7*8)))))+(5+7))	05+62378*+/+/57++
(2-(4*((6+(9/4))-(7+(7-(1*9))))))	24694/+7719*-+-*-
((((0+1)-(0/(8-3)))/9)*(1+(8/7)))	01+083-/-9/187/+*
((((9*(9+2))*4)-(0-2))/(3+(5+6)))	992+*4*02--356++/
(((6/2)*((2*(5+(1/4)))*8))-(4-9))	62/2514/+*8**49--
((4-(1-(3-(7-3))))-(2+(2*(5*3))))	41373----2253**+-
((9+((6*0)+4))+(4-(9/(0+(3+8)))))	960*4++49038++/-+
(((((5+0)-5)+5)*(6/(9-4)))*(6+5))	50+5-5+694-/*65+*
((0-((7*(6/3))*(9+(3-5))))-(3+0))	0763/*935-+*-30+-
(((8-(3+(5+7)))/(0/8))/(8*(3*5)))	8357++-08//835**/
((0+(5/(0/(7+7))))+(0+(6/(3*8))))	05077+//+0638*/++
(((6-(5-(7/4)))/(7+3))*(7+(9/0)))	6574/--73+/790/+*
(((2/(8/(3+1)))/7)*(2/(3*(3*6))))	2831+//7/2336**/*
(((4-5)+8)/(4*(7/((1*4)+(6*0)))))	45-8+4714*60*+/*/
((((7/2)*(3/8))*(6*7))/(4+(1-8)))	72/38/*67**418-+/
(((0+(7-(7/(2/8))))*(3-4))+(8/2))	07728//-+34-*82/+
(((6-(5-(6/9)))/(0/(1*8)))*(8/3))	6569/--018*//83/*
((((8+8)+(1/3))/(6+2))-(8*(5/2)))	88+13/+62+/852/*-
((((5/(7+2))-7)-8)*(6*(3*(3/1))))	572+/7-8-6331/***
((0-(2/(4+((1/(5-1))+3))))+(4-8))	024151-/3++/-48-+
((((7*8)-(5-9))-(1/9))/(6+(4*2)))	78*59--19/-642*+/
(((9*(9*6))/(4-6))*(0+((4*9)+0)))	996**46-/049*0++*
(1/((7*(2*1))*(1-(5+(7-(2-3))))))	1721**15723--+-*/
(((7+(6*8))/(8*8))/(2+(7+(3/5))))	768*+88*/2735/++/
((5+(0-(2+(6-(9*3)))))*(8-(8-0)))	502693*-+-+880--*
(((8-5)-(7/((1/3)*(7*3))))*(0+4))	85-713/73**/-04+*
(((3*(4*2))-(6*3))-(7-(4+(4-6))))	342**63*-7446-+--
((1/(0-(4+(4+0))))/(6-(5/(9-1))))	10440++-/6591-/-/
((((8*4)/(5/(8-2)))/(8*(6*6)))*7)	84*582-//866**/7*
((8+(7-(1*3)))-(4*((7+1)+(1*6))))	8713*-+471+16*+*-
((5+(9-0))*(2+(3-(5/(7-(9*6))))))	590-+235796*-/-+*
((8+(3+(3/(7-9))))+(6-(6+(9-9))))	83379-/++6699-+-+
((((0*0)+(8/9))+(7/3))*(1-(7-8)))	00*89/+73/+178--*
(((2/6)/(5*(7*(6/9))))-(7/(2-2)))	26/5769/**/722-/-
(((1*4)-(8-6))/(5/(7*(5/(5-1)))))	14*86--57551-/*//
((0+(1/3))*((2-(3-9))*(9+(5/1))))	013/+239--951/+**
((((9/(4*(9-1)))*(1*4))*3)-(0*1))	9491-*/14**3*01*-
((((6*(5-5))+(2+3))*(9*(1-0)))*3)	655-*23++910-**3*
((0*(6/9))*((3/(5/(1/5)))-(4+8)))	069/*3515///48+-*
(5+((0*((7*(3+9))+(6+3)))/(9/1)))	50739+*63++*91//+
(3-(6*(3-(8/((4*(6/5))*(9-6))))))	3638465/*96-*/-*-
(((5*(3/9))/(6-(5/2)))+(7/(4/6)))	539/*652/-/746//+
((5-(8*4))+(1+((9-6)+(4*(8/1)))))	584*-196-481/*+++
((((5*(2+5))+5)*(5-(0+1)))*(2+1))	525+*5+501+-*21+*
(((((9/7)*(3/6))*(2/4))/3)-(1+6))	97/36/*24/*3/16+-
((9-(0+7))+(9+((5-(2-7))-(7/3))))	907+-9527--73/-++
(((1-3)-(3*(0/(8*0))))*(1+(5*9)))	13-3080*/*-159*+*
(((0-6)+(5/(4+(5+6))))*(8-(7*1)))	06-5456++/+871*-*
(((7+(8/(4/(4+9))))-5)/(3+(6+6)))	78449+//+5-366++/
((((2+6)/5)+(5-1))/(1/(5-(5/1))))	26+5/51-+1551/-//
(((0*6)*((7+(0/4))-(0*(7-8))))+3)	06*704/+078-*-*3+
(((1+6)*((3-2)-(5*8)))*(6+(7-0)))	16+32-58*-*670-+*
(((2*(6+3))+1)-(2-(7/(5*(1+7)))))	263+*1+27517+*/--
(5/(((6*2)/(0-8))+(9*(3-(4/6)))))	562*08-/9346/-*+/
((2+(9+(6*(9-9))))+(0+((4+1)-9)))	29699-*++041+9-++
((4*(((0/0)+(4+1))+(0+5)))+(4+9))	400/41++05++*49++
((8-(1*(1/(3+(5+(3/3))))))*(8-4))	8113533/++/*-84-*
(1+((5-((3*(0*1))+6))*(3/(8/5))))	15301**6+-385//*+
(((0-(1-(1-4)))*(8+3))+(8-(1*2)))	0114---83+*812*-+
((((4-(9-5))/(5-6))*(0/9))-(5/9))	495--56-/09/*59/-
((((0-(9-(1*8)))*(6*7))+2)-(0-3))	0918*--67**2+03--
(((0-(0-(1/7)))+(7+4))+(5/(1-8)))	0017/--74++518-/+
(((6*(7*4))*9)-((4/(5-8))-(3/9)))	674**9*458-/39/--
(((7+9)*(8+(8/1)))+((7*8)*(5-9)))	79+881/+*78*59-*+
((8+(((4*6)*(8*6))/(3+(3/9))))/9)	846*86**339/+/+9/
((3*(((6-8)+2)-(6/9)))+(4-(9+2)))	368-2+69/-*492+-+
(((2+7)*(3*(0/3)))-(4/(7/(7/6))))	27+303/**4776///-
((((0-(4-8))*(9+7))+7)*(6/(4/0)))	048--97+*7+640//*
((6/((9/(3-4))/2))-(2*(7-(4*8))))	6934-/2//2748*-*-
(((4-(3-6))*(4+(0*9)))/(8+(6/2)))	436--409*+*862/+/
(6+(4/((1-6)-(9*(8+((8/9)+2))))))	6416-9889/2++*-/+
((3*(2*8))/((7-(0*0))+(5+(7/2))))	328**700*-572/++/
(((3-5)-(2-2))-((5/8)-(3+(6/7))))	35-22--58/367/+--
(((9/(5*(2/(1-5))))+8)/(7+(7+5)))	95215-/*/8+775++/
(((9+(8-4))/(9/(6+6)))*(4/(5-2)))	984-+966+//452-/*
((3*(1*(1-(4+(6+2)))))/(8*(4*7)))	311462++-**847**/
(4+(((7/(2-3))/3)-(3+(2*(5-7)))))	4723-/3/3257-*+-+
((3*((9/4)+((9+4)/(8+(0/8)))))+0)	394/94+808/+/+*0+
(((3*2)-(1/(8*(3*(4*8)))))+(6+7))	32*18348***/-67++
(((9*(7-(1+0)))-(4/3))/(7+(0*3)))	9710+-*43/-703*+/
(2/(2+((4+(8*(1*(0/(3+0)))))/0)))	22481030+/**+0/+/
(((1+0)/((3*8)+(6-(8-(5-6)))))*5)	10+38*6856---+/5*
(((6/6)-(8*4))/(6-(7-(0*(1*1)))))	66/84*-67011**--/
(((8+(4+(1/(2*3))))/(4*(7*0)))-3)	84123*/++470**/3-
(((6/(1*(1*5)))-9)-(3+(7*(4*6))))	6115**/9-3746**+-
(((4+(9*4))*(7+((2-(5-5))-5)))/0)	494*+7255--5-+*0/
((((3+1)/(9/5))-(0/2))+(2-(0-0)))	31+95//02/-200--+
((8/1)-((2-(8-4))+(4/((7-3)/5))))	81/284--473-5//+-
((2*((1*(3-1))-(0*7)))*(1-(6/9)))	2131-*07*-*169/-*
((5/(7*(7*(7+9))))-(7/(5+(1+8))))	57779+**/7518++/-
((6*(3/(4/(1+3))))+(2-(4-(3/1))))	63413+//*2431/--+
(8-((1+((3-2)+(6/(1*6))))-(4/0)))	8132-616*/++40/--
(((4+(6*4))/(5+(5+2)))/(7*(0-4)))	464*+552++/704-*/
((4*(1/(4-(6/0))))+(3+(7/(2-6))))	41460/-/*3726-/++
(4*(0-(((2-2)/(3-(8/(9*4))))/5)))	4022-3894*/-/5/-*
(((2/(2*1))-(7/(1/1)))+(3-(2+8)))	221*/711//-328+-+
((((0*7)+(9+(4-5)))*(5-3))+(6-7))	07*945-++53-*67-+
(((9-5)*5)/(1*(6*(9-(1*(6-3))))))	95-5*169163-*-**/
(6*(9/(0-((2+(0-9))-(4*(4+5))))))	690209-+445+*--/*
(((9-(5*(6+9)))/(2*(8-4)))+(2-2))	9569+*-284-*/22-+
((9*(7*(8/(6-5))))*(1/(0/(4/8))))	97865-/**1048///*
(6*((6*((2-9)*(2-9)))*(8+(8-2))))	6629-29-**882-+**
(((((8+3)-1)/2)/(1*(8-0)))-(3-4))	83+1-2/180-*/34--
((6/(6+((1+2)-(7-(4-3)))))+(1/1))	6612+743---+/11/+
(((5/7)-(5+0))+(3/(0/(7/(0-0)))))	57/50+-30700-///+
((((6-(2*1))+0)-(6+(7+(6+4))))+5)	621*-0+6764+++-5+
(((1-7)-(1/(5*5)))-(1*(6+(5+0))))	17-155*/-1650++*-
(((8+(3*6))*(4*(2/2)))*(5-(0+8)))	836*+422/**508+-*
(((4/2)*(0*(3/(4*1))))-(5/(7+1)))	42/0341*/**571+/-
(((0+0)*3)/(1-(0+(3/(8*(4-2))))))	00+3*103842-*/+-/
((((3/2)*0)*(7-(4-1)))*(7+(3+5)))	32/0*741--*735++*
((9+(6*2))*((4/(8-4))+(0-(7-4))))	962*+484-/074--+*
((((4+5)/(3-0))-(8/(1+9)))*(8+3))	45+30-/819+/-83+*
(((3-(4*7))+(0+(6/0)))-(8*(0*9)))	347*-060/++809**-
((3+(4/(9/0)))-((7-(4/2))/(1-1)))	3490//+742/-11-/-
((((0/1)*(1*5))/(0+(9+8)))*(8/7))	01/15**098++/87/*
(((6/7)*(3+(9-(0+3))))/(9+(3+0)))	67/3903+-+*930++/
(((2+(2+4))/(1-1))-(4/(2+(0-6))))	224++11-/4206-+/-
((2*(5-(6-8)))/((5+(4-(0-4)))/2))	2568--*5404--+2//
(((8+(3+3))*(6/6))*((4-(1/6))+7))	833++66/*416/-7+*
((8-3)+((2-9)/(7-(2+(5/(4-0))))))	83-29-72540-/+-/+
(((5/(9/7))*3)-((9+4)-(4-(6-2))))	597//3*94+462----
((((5*7)+(8/2))/((8-(0/0))+1))+3)	57*82/+800/-1+/3+
(((6/(7+9))-3)/(2/((5-(1/9))/5)))	679+/3-2519/-5///
(((7*(5/3))-(8-0))+(4*(2*(9+1))))	753/*80--4291+**+
((((9-(0*6))/7)/(2+6))+(7-(1/3)))	906*-7/26+/713/-+
(((4-0)*8)/(2*(6*(1+(0*(0/0))))))	40-8*261000/*+**/
(((6-(6/4))/(8*1))+((4/9)*(8*7)))	664/-81*/49/87**+
(1-(((0/6)-(5/1))/(3/(0+(7-5)))))	106/51/-3075-+//-
((((3/4)/(2-1))-(2-(3-(9/5))))-1)	34/21-/2395/---1-
(0+((8+(5+(6+(3+6))))-(8-(1-7))))	085636++++817---+
(((6+5)-((6-(8*3))+(8*6)))+(9*3))	65+683*-86*+-93*+
((4/4)/(((7+(9/(7+(4+1))))/6)-9))	44/79741++/+6/9-/
(((9*8)+(0+0))-(2+((9*9)/(1-1))))	98*00++299*11-/+-
(((2/5)+(7/(7*7)))*(6/(1-(5*7))))	25/777*/+6157*-/*
((6+(4-(9+(9+6))))/(9-(1*(6+6))))	64996++-+9166+*-/
((((0/5)-(0+9))+(1+4))/(9/(7/0)))	05/09+-14++970///
((((7+3)*(7+5))/(1-(8+0)))/(1-2))	73+75+*180+-/12-/
(((7*(2*1))/(9-7))-(5/(0*(7/3))))	721**97-/5073/*/-
((((1*9)-(6+1))/(0*(7/3)))/(2*0))	19*61+-073/*/20*/
((1-((9+(3+(0/5)))*(7/0)))+(2*6))	19305/++70/*-26*+
((6/(2+6))*(1/((3+(1*(6-4)))-0)))	626+/13164-*+0-/*
((((5*3)/(2-(7-2)))+4)*(8-(7/4)))	53*272--/4+874/-*
(5*((2+(0-(7+7)))/(1/(4+(4-8)))))	52077+-+1448-+//*
((6+((1/6)-(5*1)))-(4*(9+(3/7))))	616/51*-+4937/+*-
((1*(5-(5-(7+(0+(1+6))))))*(7-9))	1557016+++--*79-*
(((0+0)+((3/1)*(2+(3/(0+0)))))+4)	00+31/2300+/+*+4+
(((1-(2*(3+1)))+(3*1))-(7/(7*4)))	1231+*-31*+774*/-
((((0+9)*(2/7))-(6/(8/4)))*(0*5))	09+27/*684//-05**
((((6*2)+((6*1)*3))/(7/(7/9)))-6)	62*61*3*+779///6-
(((1-(2*(7-6)))*(3/2))*(9-(7-5)))	1276-*-32/*975--*
(((9/(6+5))+(2+8))/(4/(4-(0/7))))	965+/28++4407/-//
(8+((0-((1*7)-(2-0)))/(3*(9/2))))	8017*20---392/*/+
((((7-(2*4))-2)*(2/(8-0)))+(0/1))	724*-2-280-/*01/+
((5+3)*((3+2)/(7-(2/(2+(5+1))))))	53+32+72251++/-/*
((2*(6*(8-7)))*(3/(1-(8/(4*3)))))	2687-**31843*/-/*
((4*((3-7)/(8-(5+2))))-(0-(1+7)))	437-852+-/*017+--
((9-7)/((8/4)-(8*(5+(1*(7-9))))))	97-84/85179-*+*-/
(((((8/4)+9)*(9/8))-(0+(0-3)))/7)	84/9+98/*003-+-7/
(((9-9)-(2*(9-9)))*(0+(1/(4+7))))	99-299-*-0147+/+*
(((2-(9*6))+((3-5)*7))*(2/(3+9)))	296*-35-7*+239+/*
(1-((0-(2*(1*(0*3))))*(6/(9*3))))	102103***-693*/*-
(((((3-8)-2)+0)/(0*8))-(0-(1-7)))	38-2-0+08*/017---
((6/(1+(7+(9+9))))-(1-(5/(7+0))))	61799+++/1570+/--
((2/7)+(9+(9*((8+3)+(3-(1-4))))))	27/9983+314--+*++
(((1+(8*(2-(7-5))))*(3+(0+0)))-0)	18275--*+300++*0-
((8*(4-(7/2)))*(9/((1-6)/(1+9))))	8472/-*916-19+//*
((0-((9*1)-(6-7)))/(6*(8*(3+0))))	091*67---6830+**/
(((4+7)+(4-(8/1)))-(8/(2*(8-8))))	47+481/-+8288-*/-
((9-(1+(0+(4/(3*0)))))/(2+(8-8)))	910430*/++-288-+/
(((9*6)/(4+6))-(8/((6/8)/(1/8))))	96*46+/868/18///-
(((0/0)*8)+((0-(5+4))+(9+(0-5))))	00/8*054+-905-+++
