(((8+0)-(6-(5*(5+6))))+8)	80+6556+*--8+
((5-6)+(8*(5-(0+(5/3)))))	56-85053/+-*+
((9/(8/(6/(0-9))))*(6/4))	98609-///64/*
((6*6)-(((8*4)/(1-5))+6))	66*84*15-/6+-
((3/9)*((7/0)+(4+((3*8)+1))))	39/70/438*1+++*
((2/((3-(8-5))-(7*4)))+(8+8))	2385--74*-/88++
((7*8)-((0-(6-1))+(9-(3/7))))	78*061--937/-+-
((6+(3+((8*7)-1)))/(9/(0/4)))	6387*1-++904///
((5*(8+1))-(9-(2/(5-(5*8)))))	581+*92558*-/--
(((1+0)+((3+0)*(5/(7+0))))+2)	10+30+570+/*+2+
((((0+7)+(6-3))/(4-2))/(8+2))	07+63-+42-/82+/
(7+(1/(2+(0*(3-(4-4))))))	7120344--*+/+
(9*((5+(5*3))*(6+(5/8))))	9553*+658/+**
((((9*(7-7))*(7/(7-8)))+4)+9)	977-*778-/*4+9+
(((4*9)*((3/3)+5))*(7/(7/6)))	49*33/5+*776//*
(9/(((7/6)-(5/4))*(7-5)))	976/54/-75-*/
(((8-2)+1)/((8/2)+(3-4)))	82-1+82/34-+/
((7+(8/0))*(0*(3-(2/6))))	780/+0326/-**
(8+((6*(0*3))+(3+(8/1))))	8603**381/+++
(((3-4)+((1*4)-7))/(8/(5+4)))	34-14*7-+854+//
((((3-0)+(9+9))/1)-(5+5))	30-99++1/55+-
(((1-(9/8))-(8/3))-(3*(0*4)))	198/-83/-304**-
(((6-7)-(3-((0*5)*8)))*(4/7))	67-305*8*--47/*
(((3+(9-0))-0)-(2*(3+(8-6))))	390-+0-2386-+*-
(((0-6)-(9-(3-3)))-(1+(6*8)))	06-933---168*+-
(3*(((0/3)*6)-(0/(8*4))))	303/6*084*/-*
(2/(9*(5+((5+(0*6))+3))))	295506*+3++*/
((1+2)/(8+(0-(3-(7-6)))))	12+80376---+/
((4+(2/8))/(6+(7*(1*5))))	428/+6715**+/
((((9/3)*4)/(1-(2*0)))/(3-9))	93/4*120*-/39-/
((6*8)-(3*((8+(9*4))*(0/8))))	68*3894*+08/**-
(((7-(9/5))+(9/0))/(8-(8/5)))	795/-90/+885/-/
(2-(5/((5-(8+(4/1)))+(6+5))))	255841/+-65++/-
((9-(5/(1+1)))/((6*9)/(7*7)))	9511+/-69*77*//
((8-((8+4)*8))*(4-(8/(9*1))))	884+8*-4891*/-*
((0-(5/(7/3)))*(7*(7-(0*0))))	0573//-7700*-**
(((9*((2+1)-3))/3)/(8-2))	921+3-*3/82-/
(0/((8-5)*(5/(0-(0+6)))))	085-5006+-/*/
((3*3)+((3/7)+(7+(3/(2/7)))))	33*37/7327//+++
((4*8)/(((2*2)-(6-5))*4))	48*22*65--4*/
(((2/(3*1))-8)+(7/(3*(4+4))))	231*/8-7344+*/+
(((7+(1+8))-(4/4))+(0/(1*1)))	718++44/-011*/+
((9/6)/((7*3)/(9/(7*(7*1)))))	96/73*9771**///
((((9+2)-(7-(7-3)))*7)+(9*0))	92+773---7*90*+
((1*(9*(1+1)))-(5*(3-9)))	1911+**539-*-
(((3/1)-((3/6)+(9*3)))-(9*6))	31/36/93*+-96*-
((2+5)*(4-(1+(6-(0*7)))))	25+41607*-+-*
(((6*9)+6)-(5/(3*(6*(1/8)))))	69*6+53618/**/-
(1*(((0*(9-7))*(6-(8*1)))+2))	1097-*681*-*2+*
((6/(5*(3/9)))-((6/(7-0))+1))	6539/*/670-/1+-
((8-((1/3)+4))-(2*(8/(5-4))))	813/4+-2854-/*-
((5+3)*((5+9)/(9+(2+0))))	53+59+920++/*
(((8-7)+(8*4))+(7+(2/0)))	87-84*+720/++
(((3-5)/(6*4))*(8+(8*8)))	35-64*/888*+*
(((6-5)-(0/4))+(7+(6+1)))	65-04/-761+++
((3*(2+(2+(1+0))))/(2-4))	32210+++*24-/
(2*(5-((8*(5-(7*5)))*(1-3))))	258575*-*13-*-*
((6*(6/7))-(((4/6)-5)*(1+6)))	667/*46/5-16+*-
(((2*(3/8))-(5*9))-(6/(4/5)))	238/*59*-645//-
((6*(6-8))+(4+((7*3)/(6-5))))	668-*473*65-/++
(((4*(4/(7*9)))/(4*4))/(4-8))	4479*/*44*/48-/
((7*9)/(5+(7+(0*(1*7)))))	79*57017**++/
(((5-(2/4))+0)+(2-(4-(8-4))))	524/-0+2484---+
((0-((6-7)+(0+0)))+(9/(8/0)))	067-00++-980//+
(9/((9*4)/(8-(1/(0-8)))))	994*8108-/-//
(((6-2)+(7-(0-3)))+(2/(2-4)))	62-703--+224-/+
((7/4)+((3*(4*(3+3)))/(4/9)))	74/3433+**49//+
((8/(2+4))-(9-(6-((0/6)/8))))	824+/9606/8/---
((6-(2/8))+((3-6)+(2-(9*8))))	628/-36-298*-++
((8+7)-((0-(4/8))-(1+(8*4))))	87+048/-184*+--
((8-4)*((2+8)-(9/((6/1)+5))))	84-28+961/5+/-*
(3/((9+4)/((4*(2-5))+(5+8))))	394+425-*58++//
((3/(6/7))+(3/(4/(3*(1-2)))))	367//34312-*//+
((7-(5+3))*(7-(4/(1-8))))	753+-7418-/-*
((((6*2)/3)-0)-(2+(6+2)))	62*3/0-262++-
((((7/6)+(2+(0-2)))+(2/3))*5)	76/202-++23/+5*
((9/3)/(9-(((1-6)/6)+4)))	93/916-6/4+-/
((((9*9)/(1/2))/(8*(4*4)))-4)	99*12//844**/4-
((7/6)*(3*(9+(4/(6/6)))))	76/39466//+**
(((4*(8*0))+6)/(2*(9-(6-2))))	480**6+2962--*/
((6*(6/(8+(1*0))))-(9/(8*5)))	66810*+/*985*/-
(((4/(7*9))/(4/3))+(4+(9/7)))	479*/43//497/++
((0/((2*4)-(5*0)))+(7-1))	024*50*-/71-+
(((9/0)*((5*3)+0))*(8*(4*9)))	90/53*0+*849***
(((2-6)/(7/(2+1)))+(3/1))	26-721+//31/+
((((0*5)-(2-(2+0)))*7)+(5*7))	05*220+--7*57*+
((6*(2-(3+2)))-(5*(8/(4/6))))	6232+-*5846//*-
(((5/((6+9)+5))-(0-2))+(2*4))	569+5+/02--24*+
(4*((3+(1+0))*(6*(5*1))))	4310++651****
(7-((6+7)+(8-((9-(0*1))/2))))	767+8901*-2/-+-
(((3*2)*(4*(5+2)))-(8*(7/0)))	32*452+**870/*-
((0-(2/7))*(2-(6*(3/6))))	027/-2636/*-*
(((5+(7-6))*(4/3))*(6/4))	576-+43/*64/*
(((3-1)*(3*5))*(6-(1+3)))	31-35**613+-*
(((1-(4/9))*(3*(5/(1-3))))*7)	149/-3513-/**7*
((3-(4+2))/((2*(4+9))*6))	342+-249+*6*/
(1*((4-2)*((9/5)*(5+0))))	142-95/50+***
((7-6)-(1+((4/(4-4))*(6-1))))	76-1444-/61-*+-
((5+(0-(7+(5+8))))*(1*(4*6)))	50758++-+146***
((5/(7-(5*(6-0))))/(6+(3-1)))	57560-*-/631-+/
((2+9)+((8+(4*(9*6)))+(0+1)))	29+8496**+01+++
((((4*(5+0))+0)+(3-4))+(2*5))	450+*0+34-+25*+
(((8*3)/(8*(4/(2/2))))/(2/2))	83*8422//*/22//
(((7-(1*0))+(8-(7+4)))*1)	710*-874+-+1*
(((((1+(5-6))+0)-2)/2)/0)	156-+0+2-2/0/
(((2-6)*(1-(8-6)))+(1/(6-3)))	26-186--*163-/+
((7-2)+(9/(6*(9*(0*5)))))	72-96905***/+
((1/2)+(4*((8-(4/8))+8)))	12/4848/-8+*+
((((3+(7-8))-9)/(9-0))-(3/4))	378-+9-90-/34/-
(((0*7)/(8+6))/(0/(3-2)))	07*86+/032-//
((0+(0-9))*(7/(6+(7-2))))	009-+7672-+/*
(((3-0)+((5+1)*3))+(6*4))	30-51+3*+64*+
(9+((9+(6*2))/(1+(1-0))))	9962*+110-+/+
((3+((6*4)-(6-(6+6))))+8)	364*666+--+8+
((9+(2+((0-2)-(4+3))))-(0-1))	9202-43+-++01--
((7*9)+(5/(1+(0/(0-0)))))	79*51000-/+/+
(((9-(6*6))+(0*(2/7)))-(4+8))	966*-027/*+48+-
(((2+7)+(8+1))-(7-(1-(3+1))))	27+81++7131+---
(9+(1*((9+(3/3))+(0*3))))	91933/+03*+*+
((((9/5)+(3-3))*(5-1))*4)	95/33-+51-*4*
(((0/(6+5))/(6/7))+(6*(8-9)))	065+/67//689-*+
((1*(6/4))+(2+((0-4)-2)))	164/*204-2-++
((((4-9)*4)-(4/1))*((5*8)/3))	49-4*41/-58*3/*
((4/(1/3))-((1+(5-9))*1))	413//159-+1*-
((0+8)+((2-(9*3))-(1-(2-6))))	08+293*-126---+
((((7/(9/4))*9)+(4+5))+(3-7))	794//9*45++37-+
(((9*(3*7))-(1-(8+(5-6))))/6)	937**1856-+--6/
((6/(3+(8+(6*7))))*(9-(0-5)))	63867*++/905--*
(9/((3/9)*(1/(4*(1/4)))))	939/1414/*/*/
((3*(4/(9/(0/2))))*(1+7))	34902///*17+*
((5-(3-(1/(3+(2/9)))))+(0*8))	531329/+/--08*+
(((2/6)/(0+2))+((8*(7-6))-1))	26/02+/876-*1-+
((2-7)*((1/4)-(6*(9/(3/0)))))	27-14/6930//*-*
((5+(0-(2-1)))-((8-6)/8))	5021--+86-8/-
((6*(3+(1/(3+0))))+(1+1))	63130+/+*11++
(7*(3-(7+(3*(3*(5+2))))))	7373352+**+-*
((5-7)+((7/(2+8))+(6-2)))	57-728+/62-++
(8+(((6+9)/(3+8))*(6/4)))	869+38+/64/*+
(((4-(3*(2*7)))+(0+6))/9)	4327**-06++9/
(((8+(5/5))+(5/6))-(0+(8/3)))	855/+56/+083/+-
(((1*(6*0))*9)-(5*(5*1)))	160**9*551**-
(1*((6*((4*4)/(9*7)))/(4*3)))	1644*97*/*43*/*
((9-(3/0))*(3+(9*(3-2))))	930/-3932-*+*
((7+(7+7))-((1-8)+(7+3)))	777++18-73++-
((9+(7-4))+(8-(8+(9+(9+3)))))	974-+88993+++-+
(((0+(3+5))/(8-8))*(6-7))	035++88-/67-*
(((4-8)+((6+7)/(1-(5-3))))+5)	48-67+153--/+5+
(((4*9)-(0-2))+(6/(1/(3*6))))	49*02--6136*//+
((6*(5/0))-(7+(4+(1/8))))	650/*7418/++-
(8*(((2+5)+(5+(4/(7+2))))+3))	825+5472+/++3+*
((((1/6)+3)-(6/(8*2)))/4)	16/3+682*/-4/
(2*((4/(6*(1/7)))-(6/(3-0))))	24617/*/630-/-*
(7-(1-((2/(0-3))*(2*(4/4)))))	71203-/244/**--
((2*(5+(3*3)))-((4/6)/(9-3)))	2533*+*46/93-/-
(6/(1+(0-(3/(5+(1-9))))))	6103519-+/-+/
(((5*(9*3))+(7-(0/2)))+(3-7))	593**702/-+37-+
((5/((5*(6*(9+4)))-2))/0)	55694+**2-/0/
((((6*7)/(7-6))/7)+(9-(3+7)))	67*76-/7/937+-+
((7+(9*(1+5)))/(0*(1-1)))	7915+*+011-*/
((1-(7+8))*(6-(8-(3+0))))	178+-6830+--*
(6*((7*(8+4))/(0*(2/7))))	6784+*027/*/*
(3-(7*(((1*6)/(8/7))*(4+8))))	3716*87//48+**-
(((((5-6)+(0/1))+1)-(8-3))-5)	56-01/+1+83--5-
(((5-(9+4))*(1*(9*2)))-(8*9))	594+-192***89*-
(5/(((0/8)/(9+(1-0)))/7))	508/910-+/7//
(0-(0-((2-5)-(7-(2-(9+1))))))	0025-7291+-----
((2-(5+9))-(8*(6-(4*4))))	259+-8644*-*-
(((3-0)+(4-(1-2)))/(8-(9-6)))	30-412--+896--/
(1-((4*6)-(0/(1/(0-3)))))	146*0103-//--
(2/((5-9)+(2/(5+(7*3)))))	259-2573*+/+/
(((7-1)*(5-(0/4)))/(0/8))	71-504/-*08//
((3*1)/((5+3)+(9*(1/0))))	31*53+910/*+/
((5*8)/(6+(2+(3+(3*(9/1))))))	58*623391/*+++/
(((8*9)-(7+9))/(9-(7*(6-0))))	89*79+-9760-*-/
(3*(0-(9*(3*(3*(0+(4*8)))))))	30933048*+***-*
((1+(3+(2*8)))/(2/(0*7)))	1328*++207*//
((8+((8-7)*9))+(0/(9/(5-5))))	887-9*+0955-//+
(((3*3)-5)-((2*(1-(1/1)))+8))	33*5-2111/-*8+-
(((3*8)*2)/(6-(8/(2*8))))	38*2*6828*/-/
(8+(6-(8*((0*5)+(8/3)))))	86805*83/+*-+
(((2-(9+2))*(8*9))+(6/2))	292+-89**62/+
((3*3)*(8+(1*(0-(5-4)))))	33*81054--*+*
((4-(1*1))*(7*(5+(9+(5+8)))))	411*-75958+++**
((8+(1/4))/((9/9)-(0*(3+7))))	814/+99/037+*-/
(4/(4*(5+(3-(6*(6-0))))))	4453660-*-+*/
(6+(((3+9)-(2+4))*(7+8)))	639+24+-78+*+
((5*(8+(1+1)))*(8+(9*(5-9))))	5811++*8959-*+*
(6*(4+(1-((9*(5-5))/7))))	641955-*7/-+*
((8-8)*(7-(6-((5+8)*5))))	88-7658+5*--*
(((3-(6-(9/2)))*(5*2))-(2/8))	3692/--52**28/-
((2+(8*(2-8)))*(0*(7-(7+2))))	2828-*+0772+-**
(0+(((9/(5-9))*(6-4))/(0-5)))	0959-/64-*05-/+
((((6/7)+(9/(5-4)))/5)*(1+7))	67/954-/+5/17+*
((9*6)+(1-(8+(2/(5+4)))))	96*18254+/+-+
((9-(8-6))*(9+((9-6)/(8+1))))	986--996-81+/+*
((8+4)+(5+(9*(2-(1+2)))))	84+59212+-*++
(((6+(7/7))*(1+5))-(9+6))	677/+15+*96+-
((0-(1/((2-(7*(7/9)))-5)))-0)	012779/*-5-/-0-
(1/(6/(((8/(5*7))/5)-5)))	16857*/5/5-//
((2*(4+(6/(6-5))))+(5/3))	24665-/+*53/+
((((6/(0-8))*8)-0)+(9+(5/3)))	608-/8*0-953/++
((5/(9/(2/0)))/(1/(8+8)))	5920///188+//
((3-3)-(((8+3)-(5/2))-3))	33-83+52/-3--
((5+3)/((7-(7+8))-(7/(1*8))))	53+778+-718*/-/
(((2*8)/(1+(6+9)))+(1*(1-0)))	28*169++/110-*+
(((((9/9)*5)+(0/0))+(6*7))/0)	99/5*00/+67*+0/
((3-(1+1))+(6/(4/(6*1))))	311+-6461*//+
(((0+1)-(9*8))/((0-(1*1))*9))	01+98*-011*-9*/
(((1-8)+(7-(1-6)))*(9-(7-9)))	18-716--+979--*
((3-(9+(8/3)))+(7*(8+(0-7))))	3983/+-7807-+*+
(4*(0/(1-(2/(3+(2/7))))))	4012327/+/-/*
((6+7)*(((3-8)-(4*1))/5))	67+38-41*-5/*
((0*(0/((6*5)*(3/7))))-1)	0065*37/*/*1-
((2+(7-8))*(7*(2*(8+5))))	278-+7285+***
((7-(0-(7+(1-4))))/(8-4))	70714-+--84-/
(((5/3)*(7/8))-(1*(7*1)))	53/78/*171**-
((9/(9/(0*6)))*(9/(6-(0+9))))	9906*//9609+-/*
(((7-0)*6)/((6-6)*(1-7)))	70-6*66-17-*/
(((4*(8*1))+(0+4))/(3-4))	481**04++34-/
(5/(8+(3*((2-7)*(2*3)))))	58327-23***+/
(((1/(0/(5-3)))*(4/2))*7)	1053-//42/*7*
(9/(3*((8+((6-4)+0))*(9+3))))	93864-0++93+**/
((((5+2)+(6/(9-6)))+(5+2))-3)	52+696-/+52++3-
((6+((2/(9+6))-(5+3)))/(9-2))	6296+/53+-+92-/
((6/(4/(2-4)))+(8-(3*3)))	6424-//833*-+
((((1*9)+9)/4)+(1-(1+0)))	19*9+4/110+-+
((0*(1+8))/(2/(1*(8*(4/1)))))	018+*21841/**//
((((3*3)/(0+8))-(7*3))+(2/6))	33*08+/73*-26/+
(9*((3+(7*5))+(1/(7-6))))	9375*+176-/+*
(((3+(5-7))/(5-3))/(4-(6*3)))	357-+53-/463*-/
(((4*(6/(1+8)))/(9/6))/(6/2))	4618+/*96//62//
((7/2)*(0/(2+(4*(2*5)))))	72/02425**+/*
(((7/(0/(9*(7-0))))*7)/(0*2))	70970-*//7*02*/
(((6/(1+4))*(3/(7/9)))+(9/5))	614+/379//*95/+
(((1+((3*(8-7))/7))-8)-7)	1387-*7/+8-7-
(((4-7)*(2/(4/5)))-(8+0))	47-245//*80+-
(5-((5-(5*1))*(0+(4+0))))	5551*-040++*-
(6/(1*(8/((0-3)-(9*5)))))	61803-95*-/*/
(((1*(0*5))+(8-1))/(6/5))	105**81-+65//
((6+(2*8))/(8*(8+(1-(2-3)))))	628*+88123--+*/
((((3-8)*(6-2))/8)-(9*7))	38-62-*8/97*-
((2/(1+6))/((8/(4/6))/(9+7)))	216+/846//97+//
(((0+9)*9)*((5+0)/(8-(2*9))))	09+9*50+829*-/*
(((5/9)/(5*6))+(0-(6/9)))	59/56*/069/-+
((0-(3/(2-0)))*(1/(6+(2-5))))	0320-/-1625-+/*
((((9/9)/(9*2))/2)*(4+5))	99/92*/2/45+*
((2-(1-((8*4)/1)))-(4-(8-1)))	2184*1/--481---
((((3+0)-(2+5))/7)/(4+6))	30+25+-7/46+/
(((6-(7-(4-(6*2))))/(9+5))*0)	67462*---95+/0*
((3+(4/2))/(1-(8/(1/6))))	342/+1816//-/
(((1+9)/(2-5))+(2-(8-(0-2))))	19+25-/2802---+
((8/(7-(4/(9*5))))-(8/3))	87495*/-/83/-
((8-0)*((8/(3*(8*9)))-(7*4)))	80-8389**/74*-*
((0/2)+((1/(5-9))*(0+(3*9))))	02/159-/039*+*+
(((3/5)-(9+5))*(0+(0-(4/7))))	35/95+-0047/-+*
(((3+6)/2)*(7*(6-(2-(0-6)))))	36+2/76206---**
(((1+2)*(7*1))+(4*(5+(7/1))))	12+71**4571/+*+
(((5+7)+4)-(9+(9-(5-7))))	57+4+9957--+-
(((7*(7-9))+8)+((7/6)-(8+8)))	779-*8+76/88+-+
((4+(5*(3*2)))-(2*(8-(6*6))))	4532**+2866*-*-
((3+(7*7))/(9*((2*5)-(8*9))))	377*+925*89*-*/
((9+(3*(8+7)))/(1/(6-8)))	9387+*+168-//
((1+(2/(3*0)))-(9/((7+1)+2)))	1230*/+971+2+/-
(((8*5)+8)-((7*(9+5))+(8+4)))	85*8+795+*84++-
((3/(3*7))/(0*((8+7)+(0+7))))	337*/087+07++*/
((2+(3-8))+(8-(4*(2*5))))	238-+8425**-+
((5*(9*5))/(3/(6*(3-0))))	595**3630-*//
(((1/(3+5))/(((4+0)-2)-3))-4)	135+/40+2-3-/4-
((((9*6)-3)*(5*(2*4)))-(8/9))	96*3-524***89/-
((8*(8-1))+((9+4)-(7-1)))	881-*94+71--+
((((6+5)-2)-(7-4))*(2+5))	65+2-74--25+*
((0+9)-((9+3)-(5/(7*6))))	09+93+576*/--
((9/(9-1))*(2-(9+(5*7))))	991-/2957*+-*
(9-((6-(6+(0/9)))-(9/(4/8))))	96609/+-948//--
(((5-(0-2))-(0*4))/(4/5))	502--04*-45//
(((4+((7*7)*1))/3)+(4/8))	477*1*+3/48/+
(9+(3*(7/(6+(3+(9*5))))))	9376395*++/*+
(((7/1)-((4/(3*(0-5)))/8))*1)	71/4305-*/8/-1*
((8+(2+((2*8)*(0/4))))-8)	8228*04/*++8-
((((9*0)+8)*(9*(9*1)))+2)	90*8+991***2+
(3/(9+(4/(0-(4+(5/6))))))	3940456/+-/+/
((6+9)/(9/(7-(9*(4*7)))))	69+97947**-//
(2/(((5/0)*0)*(1-(2*(2-6)))))	250/0*1226-*-*/
(((5/8)+(4-(7*(4/4))))-1)	58/4744/*-+1-
((7/6)+((7*(7*6))+(0-(2-6))))	76/776**026--++
((((8+1)/5)-(6/(4/9)))*7)	81+5/649//-7*
(((6/(3-(9*7)))*(2*3))-(3-6))	6397*-/23**36--
((3/(2*5))-(6/(3-(4-7))))	325*/6347--/-
(8+((0/(0*4))/(3/(2-7))))	8004*/327-//+
(((8+6)*(1+(0/0)))-(2*(6-7)))	86+100/+*267-*-
(((1/(0*5))*(9/5))+(8/(0+7)))	105*/95/*807+/+
((1-(3+(9-(2*2))))*(0*1))	13922*-+-01**
(((6*(6*(5+3)))+7)*(8/(5+5)))	6653+**7+855+/*
((8*(0*(3-(6*1))))*(6*(1-7)))	80361*-**617-**
(((4-1)*(7*2))-(9*(3*4)))	41-72**934**-
((9+(0-(8*4)))*(5-(4*(9-1))))	9084*-+5491-*-*
((3-(0/(6+5)))-(7-(0/0)))	3065+/-700/--
(((6/9)*(4*0))*(7+(5*(3/4))))	69/40**7534/*+*
(((9/(6*3))/(5*(2+6)))-(8-1))	963*/526+*/81--
(((0*9)-(3/2))-(0+(7/3)))	09*32/-073/+-
((8+(3+0))+(5*(0/(8/1))))	830++5081//*+
((7*(1*3))+(0-(7+(1*7))))	713**0717*+-+
((3+(8+((1/(5+3))-6)))-(2*3))	38153+/6-++23*-
((4*((9/(2+4))*(8+1)))-(5/2))	4924+/81+**52/-
((6/((8*5)-0))*(8+(8-(3/1))))	685*0-/8831/-+*
((7/(8*(3-(4*9))))+((8+0)/8))	78349*-*/80+8/+
(((4/7)/(6+(2-(3-2))))*(5+8))	47/6232--+/58+*
((((8+4)-(4-1))+(0+9))+2)	84+41--09++2+
((5-3)+((3/2)*(0/(4/5))))	53-32/045//*+
(((1/(2*4))+(1*(0*5)))+(5/1))	124*/105**+51/+
((8+5)-((4*(5/0))/(1+7)))	85+450/*17+/-
(((1+5)-(8-2))*((5+2)/(3+1)))	15+82--52+31+/*
(((4+4)-((0/4)/0))/(6-(4-3)))	44+04/0/-643--/
((1+(2/0))+((2-1)+(2+5)))	120/+21-25+++
((0+9)*((2*8)/(9/(7*(6*1)))))	09+28*9761**//*
((9+2)*(3/(3-(1-(2-5)))))	92+33125---/*
(((6/6)*(6*4))-(8*(7*(6/1))))	66/64**8761/**-
(8/(8+(8-((3+(2*(8*6)))*2))))	8883286**+2*-+/
(((9*6)*(9*(5-5)))-(2*7))	96*955-**27*-
((9-(4+(9*(4*1))))*(2-(7*9)))	94941**+-279*-*
(3/((0-(5-7))+(5/(9-9))))	3057--599-/+/
(((2*8)/7)+((2-(1-6))*(9-6)))	28*7/216--96-*+
((2+9)/((4*4)+(4+(5/(2*5)))))	29+44*4525*/++/
(((5+(1-3))-(7*(6/9)))+6)	513-+769/*-6+
((1+(7*(3*(6+1))))-(7*7))	17361+**+77*-
((((4-(9*3))/9)/5)+(8-6))	493*-9/5/86-+
((((1*(5+3))/4)/(2/(2-7)))-0)	153+*4/227-//0-
(9+((4-(5/(3/7)))/(0+(2+0))))	94537//-020++/+
(((2+(2/9))-(2-2))-(3/(7+3)))	229/+22--373+/-
(((9/0)/4)-(6*(6+(2+(3+1)))))	90/4/66231+++*-
((4-1)-(7*(4/(8+(4-0)))))	41-74840-+/*-
(((2/(6-9))/(6/(0*6)))/0)	269-/606*//0/
(4+((5*(1+3))+(4-(6/(2/4)))))	4513+*4624//-++
((((1+5)+(2/(9-0)))*6)-(3+0))	15+290-/+6*30+-
((8+(3+(8+8)))*(9+(4*1)))	8388+++941*+*
(9-(7-(7*(4-((4/4)+(9+6))))))	977444/96++-*--
((4*(2+0))-(1/((4+2)-(1/7))))	420+*142+17/-/-
((((6+6)/(8-5))+2)*(7/(2*3)))	66+85-/2+723*/*
((5*(5+(1-0)))+(4*(3*(4/0))))	5510-+*4340/**+
(4-((2*((3/(8+7))*3))+(3*1)))	42387+/3**31*+-
((3-4)+(1/((0/7)-(5-(6+0)))))	34-107/560+--/+
((2+7)+(5+(7*(1/(6-(3*8))))))	27+571638*-/*++
((0*5)/((9/9)+(7*(1*6))))	05*99/716**+/
(4*(2*((3-7)*(1*(1+(6*2))))))	4237-1162*+****
((4+(9/9))-((7*8)/(2+(4+2))))	499/+78*242++/-
(8-(((6+(4-1))+(9/1))*0))	8641-+91/+0*-
(((1*(9/9))-7)*(8*(0*(6-0))))	199/*7-8060-***
((0/(2*(5*(4/2))))-(6-9))	02542/**/69--
((3-3)*(9+((7-0)*(7+(8/5)))))	33-970-785/+*+*
(((6*(3+2))+(5/2))-(0*(5/8)))	632+*52/+058/*-
(((8/6)*3)*(6*(1+(3-(6-0)))))	86/3*61360--+**
(((1+(5/(5-8)))+(4/5))*(0*7))	1558-/+45/+07**
((9*1)-((4+6)+(9*(5/(6-5)))))	91*46+9565-/*+-
((1-(7/1))+(4-(9-(6*5))))	171/-4965*--+
((8*(6*(6-(3*2))))/(8-(9+2)))	86632*-**892+-/
((0*6)+(4-(1/(7*(8+9)))))	06*41789+*/-+
(6+((4/4)*(5/(7/(2/8)))))	644/5728///*+
((7*(9-(7*0)))*(5-(5/(5-1))))	7970*-*5551-/-*
((((1*7)/9)/(0+5))*(8*(3/9)))	17*9/05+/839/**
((2-9)/(2-((7/2)+(7-0))))	29-272/70-+-/
((8-(8-1))-((7+(1+1))/(2/4)))	881--711++24//-
(((9*(7/0))-5)/((7-1)/(0-6)))	970/*5-71-06-//
((6-(1/8))+(4*(2*(2-2))))	618/-4222-**+
((9*3)-((9*(6/(8+0)))*5))	93*9680+/*5*-
(9/(((1+(2*6))-(6*6))-(3+6)))	9126*+66*-36+-/
(((0/(8/6))/(0*3))-(5*0))	086//03*/50*-
(((6*(9/3))/(7+2))/(1*3))	693/*72+/13*/
(((1*(1-6))*(5*0))+(5-3))	116-*50**53-+
(((4/4)-(1/(4/6)))-((3+3)+0))	44/146//-33+0+-
((3-((6-(9/4))-(4-8)))-(1+5))	3694/-48---15+-
((9*(((4*2)/6)*4))-(9+9))	942*6/4**99+-
(5-((6+4)*((2-5)/(1*(7-7)))))	564+25-177-*/*-
((7*((7/(0*(8-(0-0))))+1))/6)	770800--*/1+*6/
((9-((6-4)-(4*(5-5))))-(9*3))	964-455-*--93*-
((3*(6-3))/((2*(3-0))/(5-9)))	363-*230-*59-//
((3-1)+((0*(0*4))-(2*5)))	31-004**25*-+
((8+(0+(9/(8/5))))*(0*3))	80985//++03**
((1/((1-1)-5))*(6*(7+6)))	111-5-/676+**
((9/(1*(7*9)))/(9+(2*(0+9))))	9179**/9209+*+/
(2/(3*((2+(9/4))/(6/(7*0)))))	23294/+670*//*/
((((1-(1+3))*9)-(5+(7+3)))*8)	113+-9*573++-8*
((0-(1-4))-(7*(4-(2/(5/0)))))	014--74250//-*-
((4/(4-7))*(2*(1*(9/7))))	447-/2197/***
((8+((9*8)-6))/(5/(4-0)))	898*6-+540-//
(((5*(7+5))*3)/((6-7)/(1/2)))	575+*3*67-12///
((5*(7+4))+(7+(1*(2-6))))	574+*7126-*++
(((9+5)-(8/2))+(1-(6+(7*1))))	95+82/-1671*+-+
((4-(7-(2-7)))/(3+(4+4)))	4727---344++/
(((5+2)*(3*3))-(0/(9+8)))	52+33**098+/-
(7+(5*((9-7)-(5+(6-9)))))	7597-569-+-*+
(((4-(6/(5*4)))-(7+4))+(7-3))	4654*/-74+-73-+
(6+(3+(((3-(6*0))-(9-5))*0)))	63360*-95--0*++
(((3-(3*0))*1)-(8-(6+(1/7))))	330*-1*8617/+--
((((5-9)+3)-(6+(4*7)))+(9+0))	59-3+647*+-90++
(((7-9)-(8+(6*5)))-(7*2))	79-865*+-72*-
((9+5)*(6+((1*(3/5))-(5+6))))	95+6135/*56+-+*
((4+(6/7))*(0+(9-(9+(5-1)))))	467/+09951-+-+*
((6/(7-((2+(5-6))/1)))+(6-3))	67256-+1/-/63-+
(((8/(4+1))-(3-7))+(3+7))	841+/37--37++
((6+(9/(7+8)))/(2-(1*(2+7))))	6978+/+2127+*-/
((0+(4+(2/(6+2))))*(7*(6-2)))	04262+/++762-**
((6-(3/6))*((6-(9*(2/3)))/7))	636/-6923/*-7/*
((9*(5/4))/((2-8)-(3+6)))	954/*28-36+-/
(4/((0*(0/(2*(1+9))))*(7-1)))	400219+*/*71-*/
((4*((1*4)+((8+0)/(1-2))))+5)	414*80+12-/+*5+
(3+((5-(8+(3/2)))/(2*(1-9))))	35832/+-219-*/+
