(((6+4)+6)/(2*2))	64+6+22*/
((9/(3+6))*(1*9))	936+/19**
(7/((9-3)+(4*0)))	793-40*+/
((4-6)-(1-(5*4)))	46-154*--
((((7/1)*7)-0)+8)	71/7*0-8+
(((3/6)*3)+(4/0))	36/3*40/+
((6+3)+(3/(1*2)))	63+312*/+
((1*0)-(2*(0/6)))	10*206/*-
(0+((4-7)/(6*3)))	047-63*/+
((1+(6-(7/5)))*1)	1675/-+1*
((9+3)+(0+(0+4)))	93+004+++
(9-(9-(7-(8+3))))	99783+---
(7+(7+(2+(4/7))))	77247/+++
((6/4)*(3+(1-8)))	64/318-+*
((0*(0+3))+(1/1))	003+*11/+
((4-1)*(8*(0/7)))	41-807/**
((3+4)/((2*7)+5))	34+27*5+/
(5*(1*((7*9)-3)))	5179*3-**
(5/((3+(2*4))/3))	5324*+3//
(((1+3)-8)-(3-5))	13+8-35--
(5+((3*5)/(5/9)))	535*59//+
(((8/0)/3)/(0/4))	80/3/04//
(((8-7)-0)/(7+1))	87-0-71+/
((4*6)-(6-(6/5)))	46*665/--
(5*(1+(1/(4-5))))	51145-/+*
((1*6)+(2+(2-4)))	16*224-++
((0-4)*(4/(8-2)))	04-482-/*
(((0/(7-8))*3)*8)	078-/3*8*
((2*2)/(2/(3+9)))	22*239+//
(4*(0*(7-(2/0))))	40720/-**
(((8-9)/7)*(6*0))	89-7/60**
((2*(2+2))-(0/0))	222+*00/-
(0-(3-((6-0)*7)))	0360-7*--
((9/6)+(9+(1+7)))	96/917+++
(5/(5+((9+1)+2)))	5591+2++/
((1/0)-(4*(0+7)))	10/407+*-
((3+(7+7))+(2-9))	377++29-+
(7+(7+(3-(2-2))))	77322--++
(9/((3+0)*(2/2)))	930+22/*/
((5/(8*4))-(2*5))	584*/25*-
((4*8)/(7-(8/9)))	48*789/-/
(8*(9+(0-(2*4))))	89024*-+*
(((7/0)-2)*(3/2))	70/2-32/*
((7+(3/8))-(7+1))	738/+71+-
((5*(0-(8-9)))-7)	5089--*7-
(((9-2)*6)-(0*6))	92-6*06*-
((0/(6-2))-(0*3))	062-/03*-
(5*(0-(5/(5/2))))	50552//-*
((9*0)+(2-(8/5)))	90*285/-+
((1-(5/1))-(6*6))	151/-66*-
(1-((8-9)-(6*2)))	189-62*--
((9*6)*(1+(8*2)))	96*182*+*
(9+((9+9)-(3-3)))	999+33--+
((9-(8*2))/(3*5))	982*-35*/
(((4-1)-9)/(2-5))	41-9-25-/
((0-(9/1))-(0+0))	091/-00+-
(3/(2+((2+2)*6)))	3222+6*+/
(2*((4/7)-(8/8)))	247/88/-*
(1-(2/(3/(8+9))))	12389+//-
(((8+4)-8)/(8-5))	84+8-85-/
((7/3)-(5+(8*6)))	73/586*+-
(5*((4/(2+1))/3))	5421+/3/*
((5-(4/3))-(8*6))	543/-86*-
(3*((6+(3/3))-6))	3633/+6-*
(((4*8)*6)/(3*9))	48*6*39*/
(((9*5)-4)/(2/7))	95*4-27//
((7/8)/(2/(1+2)))	78/212+//
((2/0)*(0*(2+9)))	20/029+**
((7/(3-6))/(6/1))	736-/61//
((0-2)-(6*(7-6)))	02-676-*-
(8/(8*(5+(6+5))))	88565++*/
(4+(1-(4+(5-7))))	41457-+-+
(3*(2+(0/(3/6))))	32036//+*
(3*(6-(4/(5*8))))	36458*/-*
(2+(6-(4*(4+4))))	26444+*-+
((4-(3/3))+(6/9))	433/-69/+
((8+(5/1))/(9*0))	851/+90*/
(1+(5+((9-6)/1)))	1596-1/++
(((9+0)/(6-6))*2)	90+66-/2*
(7+((4*0)+(6+4)))	740*64+++
((2+8)+(1/(0/5)))	28+105//+
((8*(8+6))/(1+8))	886+*18+/
((6*(3/(7+4)))-9)	6374+/*9-
((0+2)*(9*(5-5)))	02+955-**
(9/(8/(0+(9-9))))	98099-+//
((6-(5+1))-(5*0))	651+-50*-
(3/(4+(6/(9-8))))	34698-/+/
(4/((3/(7+7))/9))	4377+/9//
((2*2)/(1/(0*2)))	22*102*//
((5-(2*(8*4)))/2)	5284**-2/
(3/(4-(7-(3-8))))	34738---/
((3-8)+(5-(7-9)))	38-579--+
(9-(0/(4*(8*7))))	90487**/-
((6*(7/8))/(9+7))	678/*97+/
((6-((7/7)+0))*4)	677/0+-4*
((2*(9*8))/(6*6))	298**66*/
((6*7)/(0/(0/7)))	67*007///
(2/(0-(8-(9+3))))	20893+--/
(6*(3*(8/(7*5))))	63875*/**
((4-(4-(4/8)))*4)	4448/--4*
(((1/7)/1)-(0/3))	17/1/03/-
(((2/7)-3)*(8/7))	27/3-87/*
(((0*7)+1)/(3+7))	07*1+37+/
(1*((6/5)-(5-8)))	165/58--*
(((1-0)+(4*5))-2)	10-45*+2-
((6+2)+(0+(8-7)))	62+087-++
(4/(8*(6-(4/9))))	48649/-*/
((4/(2-(3/2)))*0)	4232/-/0*
(((0-5)/(1-6))/6)	05-16-/6/
((9*7)/(5-(1/6)))	97*516/-/
(((7/3)/7)-(2*0))	73/7/20*-
(((9+5)/(7/1))-3)	95+71//3-
((((5*5)-1)*1)*3)	55*1-1*3*
(8+((3+8)-(0*7)))	838+07*-+
((9*(0/(9/1)))/8)	9091//*8/
(2/(9+(9-(9/8))))	29998/-+/
((7+0)/(3+(7-5)))	70+375-+/
((2+(2*3))*(7*0))	223*+70**
((7/(9+(9/0)))/4)	7990/+/4/
(((2*5)/6)+(7*0))	25*6/70*+
((5-(0+4))*(5+0))	504+-50+*
((9/(6+5))+(2*4))	965+/24*+
((6*4)/(5*(0/9)))	64*509/*/
(((6/3)/8)/(1-8))	63/8/18-/
((8+(7+(4+3)))-1)	8743+++1-
(6/((9+9)+(7+0)))	699+70++/
(4/(2-(8-(5/4))))	42854/--/
(4+((0+(4*1))+9))	4041*+9++
((1*(2*7))+(3+3))	127**33++
(((6*(7+8))+2)*8)	678+*2+8*
((5-4)*(2+(3/3)))	54-233/+*
((1/5)/(2-(3+1)))	15/231+-/
((7/(3+(6/6)))+2)	7366/+/2+
((6/(3/2))+(8+6))	632//86++
((3*((9+6)-0))*1)	396+0-*1*
((0*(2-8))+(0-8))	028-*08-+
(9-(9-(4*(6+8))))	99468+*--
(5+((7-4)-(2+4)))	574-24+-+
((7/2)-(0+(7-8)))	72/078-+-
((2/0)*(0*(4*5)))	20/045***
(((3/8)-6)-(6+0))	38/6-60+-
(((0+6)-9)*(8-8))	06+9-88-*
((7*6)/(5-(8/0)))	76*580/-/
((3+4)/(6-(9-2)))	34+692--/
(((8*0)/6)+(6/2))	80*6/62/+
((0/2)+(4*(0+0)))	02/400+*+
((9*(2-4))-(9+4))	924-*94+-
((0*(1-3))-(9+8))	013-*98+-
(((4*4)*(6-5))+0)	44*65-*0+
(((1/8)/(8*9))-9)	18/89*/9-
((4+4)-(8*(1-5)))	44+815-*-
(((8/5)-2)+(9+3))	85/2-93++
(((5*7)+(6*0))-3)	57*60*+3-
(4*(8-(0-(6*1))))	48061*--*
((((5*8)-8)/5)+1)	58*8-5/1+
((1/7)/(8-(6+7)))	17/867+-/
((6/(9/(2*2)))*1)	6922*//1*
(7/((2/(2*9))-5))	7229*/5-/
((8/(9-2))*(3*6))	892-/36**
(3/(3/(8*(6+8))))	33868+*//
((0/7)/(4*(2+6)))	07/426+*/
((0-(6*0))*(4-9))	060*-49-*
((6/(4+4))+(9-1))	644+/91-+
((0/(4+(7/4)))/7)	0474/+/7/
(2+(8/(4/(5*1))))	28451*//+
(((6+6)+5)/(2/0))	66+5+20//
((5+(1-2))+(3-5))	512-+35-+
((8/9)*(0/(2*4)))	89/024*/*
((9+(4/2))/(2*0))	942/+20*/
(((4+(1-8))+6)/6)	418-+6+6/
(((9-5)-6)+(0+5))	95-6-05++
((4-8)+(7-(3-5)))	48-735--+
((8*3)+(0/(9*7)))	83*097*/+
(((0*8)-(2*5))-2)	08*25*-2-
((5*3)-(3+(4-2)))	53*342-+-
(9+(9/(7/(3-2))))	99732-//+
(8*((3+(1-5))+0))	8315-+0+*
((4*6)+(8/(5/2)))	46*852//+
(6+((2+(2+8))*7))	6228++7*+
((4+(5*5))+(4/7))	455*+47/+
(6*(7/((1+9)/7)))	6719+7//*
((1*(0-9))/(2+0))	109-*20+/
(((8*9)-(9/0))-0)	89*90/-0-
((9+9)/(4+(8/7)))	99+487/+/
((9+4)-(3+(9/1)))	94+391/+-
((0/0)+(8*(5+2)))	00/852+*+
(1+((3/3)*(2+6)))	133/26+*+
((1+2)*(1+(6/4)))	12+164/+*
((6-5)-(2*(6*5)))	65-265**-
((1+((2*5)*0))-8)	125*0*+8-
(3/(9+(5*(4-1))))	39541-*+/
(((5*4)/1)/(0+4))	54*1/04+/
(3/((0-1)-(1*6)))	301-16*-/
((8-(7-7))-(6/4))	877--64/-
((8+((5*9)+7))/0)	859*7++0/
(1/((5/5)*(0-0)))	155/00-*/
(((9-3)*(7/0))*7)	93-70/*7*
((3-7)-(2+(6+4)))	37-264++-
(3*(8+(6+(6+0))))	38660+++*
(2-(6/(4*(5-0))))	26450-*/-
((4+(3*1))-(3+5))	431*+35+-
(((5*3)*5)/(2*3))	53*5*23*/
((6*(6/(2/7)))/2)	6627//*2/
(7*((6+1)/(4*1)))	761+41*/*
((3/(8*6))*(3-1))	386*/31-*
((5*0)+(4-(5/5)))	50*455/-+
(4*(7/(5/(4*0))))	47540*//*
(3*(0+(6+(2+9))))	30629+++*
(7+(6/(0+(6+9))))	76069++/+
((9*3)+(7-(0+8)))	93*708+-+
((9+9)+((9*8)/4))	99+98*4/+
(3/(5+(4-(6-8))))	35468--+/
((2+(7*2))+(6/2))	272*+62/+
((((8*0)*4)*2)-6)	80*4*2*6-
((4+(4+4))+(7-5))	444++75-+
((4+5)+(2-(1+3)))	45+213+-+
((8*(7-7))+(9-2))	877-*92-+
((7*(7/(5+9)))/5)	7759+/*5/
((2+(0*5))*(7-9))	205*+79-*
((6/(7-5))*(9+0))	675-/90+*
(9*(1-((3+4)/2)))	9134+2/-*
((((2+2)-4)+3)-2)	22+4-3+2-
((9+(4*8))/(5-0))	948*+50-/
(((5-4)*2)*(4/5))	54-2*45/*
(6+((3/(0*3))*8))	6303*/8*+
((8*(7*0))/(4+3))	870**43+/
(8-((4/(7+5))+6))	8475+/6+-
(((6*(4-2))+6)-5)	642-*6+5-
((1*3)-(2+(4*5)))	13*245*+-
((7*((4+6)/1))*6)	746+1/*6*
((4*(1-1))*(8+6))	411-*86+*
((0+2)+(6*(7*3)))	02+673**+
(3-(5-(6/(3-9))))	35639-/--
((9*9)*(6+(0*4)))	99*604*+*
(3*((2-3)+(6/1)))	323-61/+*
((6+9)-(7*(2+5)))	69+725+*-
((7/(9+9))/(8*4))	799+/84*/
(((7/4)*5)*(0-0))	74/5*00-*
((7+(4/(1-6)))*4)	7416-/+4*
(4*(4-(5*(7*4))))	44574**-*
(((0/(1*1))+4)+1)	011*/4+1+
((7-8)-(5*(4+0)))	78-540+*-
((1/(4-4))+(1/8))	144-/18/+
((7-(5-3))*(1/7))	753--17/*
(9*(2+(2/(9/7))))	92297//+*
(5-((7*0)-(5-9)))	570*59---
((0*(0+(0*9)))*9)	0009*+*9*
(2+(9-(4/(2*9))))	29429*/-+
((9-8)+(5-(3-6)))	98-536--+
(2-(6-(7/(8*7))))	26787*/--
((3+(3-3))/(1/6))	333-+16//
((0/(1*(9-2)))*0)	0192-*/0*
(((8/3)*(5+3))+0)	83/53+*0+
(((0*5)-(9*1))*5)	05*91*-5*
(5*(((5+5)+8)/5))	555+8+5/*
(1-(2/(4+(1*7))))	12417*+/-
(((1*8)-8)-(1/4))	18*8-14/-
(2/(0+(6-(6-8))))	20668--+/
((5*4)*(9*(1+9)))	54*919+**
(3*(2*(7+(0*9))))	32709*+**
(((2/2)*2)-(5/6))	22/2*56/-
(((6+9)-1)-(6+9))	69+1-69+-
(7/(4*(8/(6/1))))	74861//*/
(((1*1)-9)-(4+8))	11*9-48+-
(9*((3*(9+4))-9))	9394+*9-*
((1*((7/9)/2))*7)	179/2/*7*
((0*4)*(9*(2-3)))	04*923-**
((7/(7*(3-8)))-2)	7738-*/2-
(2/(2-(4+(9*5))))	22495*+-/
(3/(4-(1-(1-2))))	34112---/
(8+(2/(3/(4*3))))	82343*//+
((7*0)*(1*(2*3)))	70*123***
(((5-9)/(7*4))-7)	59-74*/7-
((1/8)/(1/(2+7)))	18/127+//
(3+((8-5)-(9-5)))	385-95--+
((6*(6*(6-5)))-5)	6665-**5-
(((5/5)*3)/(0-6))	55/3*06-/
((6+7)+(8*(5-1)))	67+851-*+
((6-4)*(8*(7+2)))	64-872+**
((4/7)-(3/(6-1)))	47/361-/-
((7-(8*2))+(4/5))	782*-45/+
(2/(4-(4*(1*8))))	24418**-/
((4+6)*(4*(6*0)))	46+460***
((1/2)*(2*(2-6)))	12/226-**
(4-(2+(8/(4-9))))	42849-/+-
(((8*(9*5))+9)*2)	895**9+2*
(((0+2)-(0-1))+5)	02+01--5+
(5*(8/(7*(6/8))))	58768/*/*
((0-2)+(3+(4-6)))	02-346-++
((1-(3-5))/(6+2))	135--62+/
(7-((0/6)*(3/4)))	706/34/*-
((5+(5/9))*(1+0))	559/+10+*
(4/(8/(6*(2-2))))	48622-*//
(3/(3*(1+(4*9))))	33149*+*/
((6/1)-(5-(9-6)))	61/596---
((6-(3/(3-0)))*4)	6330-/-4*
((7-(5*2))*(3/0))	752*-30/*
((6-0)/(1/(4*0)))	60-140*//
(9+(9/(8/(1+9))))	99819+//+
(8/(3/((7-7)+3)))	8377-3+//
((((9*8)/0)*4)-3)	98*0/4*3-
((0/2)/(8+(3+1)))	02/831++/
((0-2)*(1+(1+3)))	02-113++*
(2*((4+1)+(2/1)))	241+21/+*
(0+((7*(7*2))-9))	0772**9-+
(((7/6)/0)+(4+0))	76/0/40++
((4+(5/(6+2)))*3)	4562+/+3*
((9-(5/0))+(8*3))	950/-83*+
(((7*2)+5)/(2+2))	72*5+22+/
((2-6)+(8/(1-9)))	26-819-/+
(3/((8/9)/(3+1)))	389/31+//
(7/((9/3)/(7/9)))	793/79///
(((9-7)+(1+6))+1)	97-16++1+
(5-(7/(6+(5+8))))	57658++/-
(1*(7+((1-5)+4)))	1715-4++*
(((8-5)/(6*5))+0)	85-65*/0+
(5/(3-(7-(6*6))))	53766*--/
(((7*9)+(8+6))-6)	79*86++6-
((4*4)/(5-(7+9)))	44*579+-/
(1+(4+(8*(7*5))))	14875**++
(5/(0/(7/(6+5))))	50765+///
(3-((9+9)+(6-1)))	399+61-+-
((0*9)-(3-(8+0)))	09*380+--
(9+(0+((3+0)/9)))	9030+9/++
((0*3)-(6-(7*7)))	03*677*--
(((8/7)*(0*4))-0)	87/04**0-
(4-(3*(5-(3+8))))	43538+-*-
(((4*4)-1)-(4+7))	44*1-47+-
(8*(4/(8+(6/9))))	84869/+/*
(((4-7)*3)+(1+6))	47-3*16++
((0*(4*(5/8)))*5)	0458/**5*
((8*9)-(3+(6+5)))	89*365++-
((1-(0+(4-1)))-7)	1041-+-7-
(((5/0)-(8*3))+6)	50/83*-6+
(((9-9)-(3/9))+0)	99-39/-0+
(4+(5/(9/(0-5))))	45905-//+
((5-(0/5))/(4*9))	505/-49*/
((3/6)*(1-(6*3)))	36/163*-*
((9*(2/8))+(0*5))	928/*05*+
((5/9)/(2*(9*6)))	59/296**/
(1*(6+((0*8)-9)))	1608*9-+*
(((5*3)+(6/1))-9)	53*61/+9-
((1-9)*(5-(5-0)))	19-550--*
(8-((5/7)+(5-5)))	857/55-+-
((((6+7)*1)*5)*3)	67+1*5*3*
(2-((9+4)*(8*1)))	294+81**-
(((1+5)-(3*5))/4)	15+35*-4/
(5+(1+(8/(5+1))))	51851+/++
(((9+1)-4)-(2-4))	91+4-24--
((4*6)+((8+9)*6))	46*89+6*+
(((9*9)*3)-(3-1))	99*3*31--
((0+9)+(4-(8+2)))	09+482+-+
((0/1)*(7*(4+8)))	01/748+**
((7+0)*(9-(3+8)))	70+938+-*
((3+(4+4))+(2-4))	344++24-+
(2-(3-(3*(8*9))))	23389**--
(6-((9+(5*3))*0))	6953*+0*-
((8/(5-0))*(0-6))	850-/06-*
(1-(7-(5+(2+1))))	17521++--
((1/1)-(0/(4*8)))	11/048*/-
(6-(6/(3/(0+8))))	66308+//-
((6/((7*5)-7))+8)	675*7-/8+
(6/(8/((0-0)*9)))	6800-9*//
((7/3)+(9-(9+1)))	73/991+-+
((4+8)*(4/(1*3)))	48+413*/*
(6+(1*(6*(2-2))))	61622-**+
((8-(8+4))/(3+4))	884+-34+/
(4*(7*(6-(8*2))))	47682*-**
((8*1)-(7+(8/3)))	81*783/+-
(1/(7-(1-(9/9))))	17199/--/
(2-((2*0)+(6/6)))	220*66/+-
(((2*6)-9)+(2-8))	26*9-28-+
((9+(7/6))-(8-8))	976/+88--
((7-3)*(3+(4-7)))	73-347-+*
(3+(9*(0*(0+3))))	39003+**+
(8*((2+2)+(9*0)))	822+90*+*
((0+9)*((3/4)+5))	09+34/5+*
(((4*2)/4)/(4*7))	42*4/47*/
(0/((3*(3+6))/7))	0336+*7//
(((6-3)*(5/3))+6)	63-53/*6+
((9*((0-0)-3))*2)	900-3-*2*
((7+8)-(5-(9*1)))	78+591*--
(6/(8+(3-(8/8))))	68388/-+/
((6*0)+(0-(2/0)))	60*020/-+
(((2/9)-9)-(3*2))	29/9-32*-
(((5*1)+(0/1))*5)	51*01/+5*
((7/(0/6))+(6/4))	706//64/+
((3/3)-(8*(5-0)))	33/850-*-
((6/7)/((3/7)/5))	67/37/5//
(9-((8/0)/(4/5)))	980/45//-
(((8*8)*9)/(1/9))	88*9*19//
((3*9)-((8*8)+2))	39*88*2+-
((4-3)/(2/(5/9)))	43-259///
((0/(8+4))-(8+3))	084+/83+-
((2-(4-9))/(3*7))	249--37*/
(((8+(7*0))+1)-4)	870*+1+4-
(9/((2-8)/(0/6)))	928-06///
((4-5)/(1+(3*7)))	45-137*+/
((((9/5)-8)+6)*8)	95/8-6+8*
(9-(1+(9*(2/6))))	91926/*+-
((2-7)*(1/(5-9)))	27-159-/*
((9+2)+(3-(4+8)))	92+348+-+
(((4+(0*9))/1)*4)	409*+1/4*
((3/(2/9))+(3-5))	329//35-+
((((0/4)/6)/6)/4)	04/6/6/4/
((2+(5/3))+(6/8))	253/+68/+
(((0+1)+(8+1))-3)	01+81++3-
(9*(9+(7+(0*1))))	99701*++*
(6+(9-(1+(9+4))))	69194++-+
(9/((7*2)+(0/7)))	972*07/+/
((7/(6+9))+(7*7))	769+/77*+
(9*((1/6)+(6/3)))	916/63/+*
((2+(3-9))/(0-7))	239-+07-/
(6/(4*(1-(2/9))))	64129/-*/
(6*((3-6)*(4+1)))	636-41+**
((6-6)+(8/(7-3)))	66-873-/+
(6*((9/1)*(8-2)))	691/82-**
((8-3)+(6*(7+8)))	83-678+*+
((1*7)*(0+(9/3)))	17*093/+*
(((7+4)/2)/(5/2))	74+2/52//
(1/((7-(0+0))+8))	1700+-8+/
((8+6)-(0-(7-7)))	86+077---
(((2-7)*5)*(2*8))	27-5*28**
(2+((0+(7+7))+0))	2077++0++
((3-2)/(0-(4+6)))	32-046+-/
(((2-7)-0)/(4-2))	27-0-42-/
(7+(3*(0*(0*9))))	73009***+
((0/8)+(9/(7+4)))	08/974+/+
((9+8)*(1-(5*4)))	98+154*-*
((5-3)+(8*(5+3)))	53-853+*+
(((9*4)/0)*(5/7))	94*0/57/*
(2/(0/(7*(6-7))))	20767-*//
(0-(4*(5-(1-8))))	04518--*-
((3*((0/0)-4))/6)	300/4-*6/
((0/2)+(6*(6-5)))	02/665-*+
((4/(0-0))*(8-0))	400-/80-*
(5/(1/(2/(4-9))))	51249-///
(5*(5/(7+(1-7))))	55717-+/*
((5-1)*(6-(7+3)))	51-673+-*
(((3-8)/(7-6))*3)	38-76-/3*
((4*((2/3)*8))/6)	423/8**6/
((6/(8-(3*2)))*6)	6832*-/6*
((8/4)*(0+(4*9)))	84/049*+*
((1+(0+6))*(6/6))	106++66/*
(((6/4)-5)+(9-7))	64/5-97-+
(((7*6)*(2*4))/9)	76*24**9/
((((8/7)+6)*0)/6)	87/6+0*6/
(4-((0-2)*(8-9)))	402-89-*-
(((8/(7/3))-5)/0)	873//5-0/
((9*(1-8))/(3/9))	918-*39//
(9+((8*(3/6))-4))	9836/*4-+
((8+2)*(3-(0*7)))	82+307*-*
(6+((6*4)-(9*7)))	664*97*-+
((4*2)+(2+(6/9)))	42*269/++
((1/(6/2))/(0*4))	162//04*/
(0/(0+(8-(7+6))))	00876+-+/
((3-(6+7))-(4+1))	367+-41+-
(((9/0)*(4-0))/8)	90/40-*8/
((1/(8*(7+7)))-1)	1877+*/1-
((((2/1)+2)/0)/1)	21/2+0/1/
((2*7)+(2-(9+0)))	27*290+-+
(((7+3)/(1-2))*2)	73+12-/2*
(0/(3+(2*(5/5))))	03255/*+/
(((9*0)-(8-1))+0)	90*81--0+
(5-(3/(4-(3-1))))	53431--/-
(2/((0*4)/(2+4)))	204*24+//
((8/(2/5))+(5+4))	825//54++
((7*((4*6)+9))+3)	746*9+*3+
((2/0)-(7-(2+5)))	20/725+--
((0/7)/(1*(7-3)))	07/173-*/
(1-(6-(1/(0-3))))	16103-/--
(((4*1)+5)-(1+3))	41*5+13+-
((4/(6/(9+4)))-8)	4694+//8-
((8*(0/5))+(1-8))	805/*18-+
(1-(8*(6+(3-1))))	18631-+*-
((5/(0/3))-(3*4))	503//34*-
(((4+5)/1)/(4*2))	45+1/42*/
((7+0)+((0+0)*4))	70+00+4*+
(((0*3)+7)/(8*2))	03*7+82*/
((3-6)*(8+(8+6)))	36-886++*
(1+((1/2)-(1/1)))	112/11/-+
(6*(0/(8/(1+4))))	60814+//*
((0+(6*0))+(1+3))	060*+13++
((2*6)*((7+5)/7))	26*75+7/*
((6/(7/(8*3)))-3)	6783*//3-
(((8/8)-6)+(5+1))	88/6-51++
((3/1)+(0/(1-8)))	31/018-/+
((8/0)+(8+(6*3)))	80/863*++
(((1*0)-(1*8))/5)	10*18*-5/
(3+(2+((7+2)*3)))	3272+3*++
(((1*4)+(1*9))+0)	14*19*+0+
((3+((2*2)*8))-6)	322*8*+6-
((4*(0-4))*(4/2))	404-*42/*
((2-1)-(4+(9/6)))	21-496/+-
(7/((4*0)+(9/8)))	740*98/+/
((2-(1+6))-(1+9))	216+-19+-
((3-4)/(9-(5+2)))	34-952+-/
((3-2)*(2-(5*6)))	32-256*-*
((6-(7-(9*1)))-3)	6791*--3-
((((6/3)/9)-8)*9)	63/9/8-9*
(9+((5*4)-(4+5)))	954*45+-+
((7/(2+2))-(3*0))	722+/30*-
((2-0)*(1+(1+4)))	20-114++*
((8/8)*(9-(2+5)))	88/925+-*
(0-((9+5)-(4-3)))	095+43---
(9+(7+(0+(8+5))))	97085++++
((6+((4*9)*5))*2)	649*5*+2*
(((6-5)+3)+(6*3))	65-3+63*+
((((6+9)*2)/4)*4)	69+2*4/4*
(3-((3/3)/(8-7)))	333/87-/-
((7+(2/9))+(3/0))	729/+30/+
(1/(7+(2/(3/4))))	17234//+/
((4+((7/6)+2))+1)	476/2++1+
(3+(1-(0-(5/8))))	31058/--+
(4+(9/(1*(4/7))))	49147/*/+
((7*6)*(9+(9-2)))	76*992-+*
(0/(4+(0*(8-1))))	04081-*+/
(((8*0)+2)*(3+3))	80*2+33+*
((2+(4-(5+3)))+4)	2453+-+4+
(((9-(5*2))*1)-0)	952*-1*0-
(9/(8*(9/(9-4))))	98994-/*/
(((5-3)+(0/1))/1)	53-01/+1/
((4+(6+7))*(2/7))	467++27/*
(0+((4-9)+(0/3)))	049-03/++
(1*(1*(6-(9*3))))	11693*-**
((2*(8+7))*(7+2))	287+*72+*
(4-(3/(5+(9*0))))	43590*+/-
((0-(8/7))+(2*7))	087/-27*+
((3/3)*(9-(7+4)))	33/974+-*
(((2+0)/2)-(5+0))	20+2/50+-
((3-(4+8))-(1+9))	348+-19+-
((9/(8/(8*9)))/3)	9889*//3/
((1*(2-6))/(3+2))	126-*32+/
((3-(2+8))/(9/9))	328+-99//
(2+((8-6)-(5/9)))	286-59/-+
(4-(8+(4-(8/1))))	48481/-+-
(((2*2)/(9/1))-6)	22*91//6-
(((7/2)+(1+0))/3)	72/10++3/
((1-(0-(5-1)))+7)	1051---7+
((3-(5*0))+(5/8))	350*-58/+
(4*((9+(5*7))/5))	4957*+5/*
((3-6)*(3-(7+7)))	36-377+-*
((3/(8*5))-(4-9))	385*/49--
((5-2)/(9+(3-4)))	52-934-+/
(((6-(2*9))+7)+9)	629*-7+9+
((2-0)+(4-(3-1)))	20-431--+
(((6*5)-0)+(0+2))	65*0-02++
((7+(5+(1-3)))+6)	7513-++6+
((5-3)/(5*(1+2)))	53-512+*/
((0-(2+4))/(6/9))	024+-69//
((5-6)/(5+(6*1)))	56-561*+/
(((9+3)/3)*(0-4))	93+3/04-*
((0+(5/5))*(6-6))	055/+66-*
((3*(6+7))+(7*7))	367+*77*+
((8/0)+(2-(0-0)))	80/200--+
((7/2)*(9+(4/2)))	72/942/+*
((5+(1*(1-0)))-8)	5110-*+8-
(((8-7)*9)-(9/5))	87-9*95/-
(((7*1)+(3+0))/5)	71*30++5/
((6-2)-(7-(0-3)))	62-703---
((7-((8+8)*1))/0)	788+1*-0/
((2+2)+(1*(8-4)))	22+184-*+
((8+9)/(4+(7*4)))	89+474*+/
((((8/3)*7)-6)-4)	83/7*6-4-
((1+1)/(7-(2*1)))	11+721*-/
((6-6)+(1+(2/9)))	66-129/++
(2/(((0/8)+8)-1))	208/8+1-/
((7-6)/((9*6)-2))	76-96*2-/
(5-(9*(5-(8*0))))	59580*-*-
(2-(9*(1/(6-3))))	29163-/*-
((7+(0-5))/(6*0))	705-+60*/
(5+(9-(9*(2-2))))	59922-*-+
((8/0)/(4+(6/8)))	80/468/+/
((0*8)*(1-(2-5)))	08*125--*
((3*7)-(8*(9/4)))	37*894/*-
(8/((8-3)-(2+5)))	883-25+-/
(((8+8)+9)-(2/2))	88+9+22/-
((5+2)/(9-(3-0)))	52+930--/
((0*(9*0))/(6+4))	090**64+/
(((6/7)+(9/6))*3)	67/96/+3*
(((9*1)/0)/(2-0))	91*0/20-/
((4*9)+(9/(1-7)))	49*917-/+
((6-9)+(4/(9*1)))	69-491*/+
((0*8)-(1*(6-3)))	08*163-*-
(7+((2/3)+(2-4)))	723/24-++
((1+8)/(7+(0/1)))	18+701/+/
((1-5)/(0+(0*3)))	15-003*+/
((1-(5-8))-(1+8))	158--18+-
((4+6)+(0-(9/0)))	46+090/-+
(((3-(6*8))-3)-8)	368*-3-8-
((5+(6*9))+(9+4))	569*+94++
((1*8)*((2-3)-8))	18*23-8-*
(9/((6+7)+(1-3)))	967+13-+/
(7-(6*(7*(4/9))))	76749/**-
((9*(4*7))-(7*8))	947**78*-
(((1/7)+1)+(8+4))	17/1+84++
((4-5)+(1-(1/9)))	45-119/-+
((8-6)-(2-(4*6)))	86-246*--
(4*((3*(7+4))+4))	4374+*4+*
((2+(6/3))+(5/4))	263/+54/+
((3*3)+(5-(5-5)))	33*555--+
(2-(9-(4/(5+3))))	29453+/--
((1+(7+7))*(9/3))	177++93/*
(((6-(3*5))*0)-1)	635*-0*1-
(((4/4)+6)-(9-3))	44/6+93--
(((5-3)/7)/(1/8))	53-7/18//
(((2/7)+(4-4))-7)	27/44-+7-
(((4/3)*6)/(1*2))	43/6*12*/
((5*5)+(3*(3/5)))	55*335/*+
((8+(6+6))+(7/6))	866++76/+
(((2/2)-5)/(8-4))	22/5-84-/
((5-5)+(4*(3*7)))	55-437**+
((6-9)*(0-(3-9)))	69-039--*
(0*((3+9)/(4*7)))	039+47*/*
(4*((3*(8*4))+2))	4384**2+*
(((7/5)-(5/9))*1)	75/59/-1*
