((((5*1)*(1/3))+6)/(0-(3/(3/(9/2)))))	51*13/*6+03392///-/
((((6/3)*5)/(4+(5*(1/1))))/(1-(0*9)))	63/5*4511/*+/109*-/
((4*9)*(4-((8*(2*5))*(9-(9/(7-3))))))	49*4825**9973-/-*-*
((5+((4+1)-(3+(0*6))))*(9-((7-3)-5)))	541+306*+-+973-5--*
(((8*5)+(9-(4-8)))-(1-((8/5)*(9-8))))	85*948--+185/98-*--
(((((7/0)/8)+(4*(2/8)))/9)/(3+(8-1)))	70/8/428/*+9/381-+/
(((8*(8-(6*5)))*5)+(1+((2/5)+(7/8))))	8865*-*5*125/78/+++
(((0*(7/(5-3)))+(1*3))/(9*(6/(5/2))))	0753-/*13*+9652//*/
(2+(1*((6-(3+(6*4)))*(8+(3/(8*0))))))	216364*+-8380*/+**+
((3-(1*(2+(3*8))))*(8-(9/(1-(5+5)))))	31238*+*-89155+-/-*
((2*(3+(0/(2*(8+0)))))-(4*(9-(8*3))))	230280+*/+*4983*-*-
(((3/(1+(3*4)))/(1-(3+5)))/(3-(2/7)))	3134*+/135+-/327/-/
(((5+(6-(1-5)))/9)-(1/((2-(4*5))+8)))	5615--+9/1245*-8+/-
(((4*5)+((5*9)/(0/(2/(1/(8-1))))))-0)	45*59*02181-////+0-
((7*7)*(2*(3-(7*(3+(4/(5/(4*6))))))))	77*23734546*//+*-**
((8-((4-(0-(4-(8+8))))*(0/4)))/(8-6))	840488+---04/*-86-/
((4-(8-9))*((1-((1-2)/9))-(6/(4*0))))	489--112-9/-640*/-*
(((2*(0+6))/(0-(2-8)))-(4*(6*(1/1))))	206+*028--/4611/**-
((((2-0)/(9/(3+(5*1))))/(0*(2*8)))+4)	20-9351*+//028**/4+
((3+8)-(((3-1)*0)+(0-(5+(3+(7/9))))))	38+31-0*05379/++-+-
((8*((2*5)+((3+(6+4))+(9+(6-5)))))+5)	825*364++965-+++*5+
(((((7*(8*6))+(3/2))*1)/(6+6))-(9*0))	786**32/+1*66+/90*-
(9/((1*1)-(5-(0-(2-(0+(9*(5/2))))))))	911*5020952/*+----/
(((0/8)-(8+(7*(2*(1/0)))))/(5/(1*9)))	08/87210/**+-519*//
(((6/(9*2))/(2-5))+(7+(6*(3-(6-1)))))	692*/25-/76361--*++
(((6/6)/(9/(2-(5*9))))/(4+(0-(0+7))))	66/9259*-//4007+-+/
((6-(((0-(3/9))+3)+(6*(0+4))))-(8+9))	6039/-3+604+*+-89+-
(((1+(2/((3-(2*1))/7)))-8)/(8+(2-2)))	12321*-7//+8-822-+/
((4+3)/((3-(((6+8)-(7*2))/9))*(2+9)))	43+368+72*-9/-29+*/
(((3-7)/(5*(0/7)))/(2*((5*(2/5))+5)))	37-507/*/2525/*5+*/
((((9*(1*7))/(0-7))+(4+3))-(6*(4-8)))	917**07-/43++648-*-
(((((3*6)/3)*(0+(3*(1+6))))+(4/8))+1)	36*3/0316+*+*48/+1+
((1*4)-(6*((0+(1+1))/(9*(8/(6*6))))))	14*6011++9866*/*/*-
(6-(((4*(7*(5/(4*6))))-6)/(6-(4-4))))	647546*/**6-644--/-
(((0-(3-4))-((0/9)-(7-(7-(7-3)))))-9)	034--09/7773-----9-
((9-((9/(3/(9+4)))*(2-(7/(7-7)))))*5)	99394+//2777-/-*-5*
((((3/(4*8))-9)-(9/(6/4)))-(2-(5+7)))	348*/9-964//-257+--
(4/((4*3)+(3/(9*(((9*(1+2))-3)-8)))))	443*39912+*3-8-*/+/
((((1/(3-(2*7)))/7)+(6*(4-(4/6))))+4)	1327*-/7/6446/-*+4+
(((5*(9/2))+2)/(3+((5/3)/(7*(6+9)))))	592/*2+353/769+*/+/
((5-(0*(6+(0-(3-(9/2))))))+(4-(6-6)))	5060392/--+*-466--+
((((8/2)/(4*(1/1)))+2)*(1+(3-(1+0))))	82/411/*/2+1310+-+*
(((0-2)/(1+(0+(5/1))))/(1/(3-(8/8))))	02-1051/++/1388/-//
(((6/(3-8))*((3*(8-(8-1)))*5))*(3*7))	638-/3881--*5**37**
((((1-(6-3))*(9*8))+(2-(6*(3+1))))+9)	163--98**2631+*-+9+
((((9*0)/(2*1))/(3-(2-(1*6))))*(5+2))	90*21*/3216*--/52+*
(((0+(8+(9*7)))/((1+0)*(7*6)))+(5*1))	0897*++10+76**/51*+
((((3*3)/(8/6))-(0*(9-6)))-(2/(2/2)))	33*86//096-*-222//-
((9-(0/2))*(4/(((3*1)*(4*7))*(4*9))))	902/-431*47**49**/*
((((7*5)-(2/(0*(9+7))))-(8/(6-5)))*5)	75*2097+*/-865-/-5*
(((3-(8*7))-(5/(7-((3-3)*4))))+(9/3))	387*-5733-4*-/-93/+
((1+(4/(0-5)))/(2-(3*(3-(9-(8*9))))))	1405-/+233989*--*-/
((0/((0+8)-(5+(0-(8-9)))))+(2*(9*9)))	008+5089--+-/299**+
((((6-9)-(7/8))+(7+(4-(5-(7*7)))))+0)	69-78/-74577*--++0+
((4/4)/((9*(2+5))-(9+(2*(0+(7+6))))))	44/925+*92076++*+-/
((8+(0-1))*(0+(3*(8-((1*(3/8))/2)))))	801-+038138/*2/-*+*
((((6-4)+9)-(2/(6+5)))-(8+(8*(1+9))))	64-9+265+/-8819+*+-
((8*(((0+(0-0))+4)+1))*(2-(7+(7*9))))	8000-+4+1+*2779*+-*
(4-((8*(3-((2/8)*(7-(8-9)))))/(6/1)))	48328/789--*-*61//-
(6-(((6-5)+(1/(4/(8/6))))/(6/(1-9))))	665-1486///+619-//-
((((9*3)+(1*6))+6)/(6-(6/(4/(2/3)))))	93*16*+6+66423///-/
(((6*(((8+3)-(1*(7-(5-6))))/2))+7)/4)	683+1756--*-2/*7+4/
((1-(8-6))*(8/(((8*(7-2))+(4*3))/9)))	186--8872-*43*+9//*
((((2*(1/(6+0)))+(0+(1+5)))*(6/2))-8)	2160+/*015+++62/*8-
((((0*8)*2)*4)/(1*(((8+7)+7)-(2/9))))	08*2*4*187+7+29/-*/
(((8*(6+9))/(5-(9+(3+4))))-(7/(8*6)))	869+*5934++-/786*/-
((((7-4)+(9+5))*(4/4))-(5/(8/(9+7))))	74-95++44/*5897+//-
(((8*(5+(2+0)))/(3*(6/(4*7))))+(0*1))	8520++*3647*/*/01*+
((7/9)/((1/(1*(4-(0*(6+2)))))+(1*7)))	79/114062+*-*/17*+/
((((5*(3/(9-1)))-8)/(5-4))/(4-(3*8)))	5391-/*8-54-/438*-/
((((0/(8+(7-7)))-(7+2))/(0/(2-7)))*3)	0877-+/72+-027-//3*
((5+(4/(4*9)))/(7-(1+(5*(2-(1+0))))))	5449*/+715210+-*+-/
(((2-8)+(8/((8-1)-(1+1))))*(7-(8/3)))	28-881-11+-/+783/-*
(2/((2+((4*(3*0))*(3*2)))+(6*(3-0))))	22430**32**+630-*+/
(((5-2)/(2/(1/(2+0))))-(1/(2-(5+0))))	52-2120+///1250+-/-
((8*(4*4))-((6+(8/6))+(1-(2+(9/4)))))	844**686/+1294/+-+-
((5-(3*((8*(9*7))+(8*(7/6)))))/(1*2))	53897**876/*+*-12*/
((9/((8*(9*(4*9)))+(7/5)))+(1-(0*9)))	98949***75/+/109*-+
((0-(6/(0*6)))-(8+(1*(8+(5*(6*7))))))	0606*/-818567**+*+-
((((3+(6*7))+(8/(1/8)))*(0*(4*8)))/8)	367*+818//+048***8/
((((5*9)-6)-((9*0)/(6*(7*0))))-(3*0))	59*6-90*670**/-30*-
((((1/(2-0))/(9-4))/9)*(2*(9-(7/1))))	120-/94-/9/2971/-**
(((9+((9/9)*4))-(6*8))+(7*(8/(0+8))))	999/4*+68*-7808+/*+
(((3*(3*(9/(7*9))))+((7+9)+(7*9)))*2)	33979*/**79+79*++2*
((7+((6+8)/(7*(5-5))))/(0+(3*(5+7))))	768+755-*/+0357+*+/
(((6+((9+6)*(6-(8/6))))*(5+3))*(5-1))	696+686/-*+53+*51-*
(((9*8)+((3*(2*(0+5)))/(3/(2-4))))+4)	98*3205+**324-//+4+
((4*(5+(9+(6*(5-5)))))+(6-(8*(2-5))))	459655-*++*6825-*-+
((3/9)+(0+(9/(5-(2*(4/(1/(2*4))))))))	39/09524124*//*-/++
(((0*6)+(8*(3/((9/(7-4))+(3+7)))))/9)	06*83974-/37++/*+9/
(((8-(7-(8+0)))+7)+(5*(8+(2+(2-3)))))	8780+--7+58223-++*+
(((((2*(4+2))*(5-3))*6)+1)/(7-(2/4)))	242+*53-*6*1+724/-/
(0+((2/(1/((6*7)/4)))*(2-(9+(1-3)))))	02167*4///2913-+-*+
(((2-7)/(3-(8-(5-9))))/(3-((5*4)-2)))	27-3859---/354*2--/
((1+3)/((1/(4/4))+(9*((5/0)+(3/4)))))	13+144//950/34/+*+/
(3*(((2*2)*(3*(0-(7*0))))/(0*(5-9))))	322*3070*-**059-*/*
(5+((1/((5+(7-9))-2))*(5+(5+(5/1)))))	51579-+2-/5551/++*+
((((9-1)/2)+(4/(1*(4+1))))/(8+(9+5)))	91-2/4141+*/+895++/
((((5-5)-(1*8))-(7-(2-(2/1))))-(4*4))	55-18*-7221/---44*-
((4/(((7-(1*(6-1)))-(5/7))*2))*(2+9))	47161-*-57/-2*/29+*
(((1/((0+4)-(9/4)))+(2-5))-(8+(5+1)))	104+94/-/25-+851++-
(((6+(9-(3+7)))+(9/(6-(2/7))))-(8*2))	6937+-+9627/-/+82*-
((((4*7)-(1*3))*(7-(5-(1*1))))*(6/0))	47*13*-7511*--*60/*
((3+(6*7))/((6-8)+(9-(8-(2+(5*0))))))	367*+68-98250*+--+/
((0/9)+((1/(1/7))-(9*(8-(1+(0*1))))))	09/117//98101*+-*-+
((((5+(5-9))*(4-(8*3)))+(8+(3+4)))-5)	559-+483*-*834+++5-
((1/((1-(5/6))*8))*(6-(3/(0/(3-9)))))	1156/-8*/63039-//-*
((3/3)-(((3/(1*1))/(1+6))/(7+(2-9))))	33/311*/16+/729-+/-
((5*(6*(2*(2-2))))*(0-(5/(9/(8-9)))))	56222-***05989-//-*
((((8*4)/(5/(5+7)))+(6+(9+(4*2))))+6)	84*557+//6942*+++6+
((((0/(4*(2-0)))/(7/0))/(5/(5-5)))*1)	0420-*/70//555-//1*
((5+(6+(6/3)))-(0-(2*(8/(5-(9/1))))))	5663/++028591/-/*--
(((1*9)-(5-(3*(0-7))))*(9/(5*(6-8))))	19*5307-*--9568-*/*
(((8*((8+1)+5))*(1+(5+9)))+(1+(5+3)))	881+5+*159++*153+++
((3/((8/8)+8))*(8+(9/(7+(6*(4*5))))))	388/8+/897645**+/+*
((5+(3-0))/(1*(8+(1/(4*(1/(5/2)))))))	530-+1814152//*/+*/
(8*((4-((7-5)/(2/(1*5))))+(3+(1+2))))	8475-215*//-312+++*
((((5*(0+(4+3)))*9)/(8*7))-(7*(5+4)))	5043++*9*87*/754+*-
(((0+(9+(7-5)))/(2+(7-9)))+(4-(5+1)))	0975-++279-+/451+-+
(0+(((4+8)*(4*(4+(3+8))))*(3*(7/2))))	048+4438++**372/**+
((((7*(0+1))-(5+(4-7)))-8)/(8/(7+5)))	701+*547-+-8-875+//
(((((7*7)-4)/7)/(8+(8/(4+8))))/(6+3))	77*4-7/8848+/+/63+/
((4*(7+(6*(1*4))))/(5+((8*9)+(0*5))))	47614**+*589*05*++/
((6+(2*(3/(4/0))))*(6*(6/(2-(3-3)))))	62340//*+66233--/**
(((0*(7*4))+9)-(4/(1/(1-(3-(1/8))))))	074**9+411318/--//-
(((((3*9)*3)/(5/8))-(9-7))*(9*(3/4)))	39*3*58//97--934/**
((4+(5+(0-(6/1))))-(3-(4/(9/(1*7)))))	45061/-++34917*//--
(9/(((6+(6-(0/(5*3))))+(3/2))+(0/0)))	966053*/-+32/+00/+/
((((9*2)*5)*(8/(7-6)))/(9-(8/(2*3))))	92*5*876-/*9823*/-/
(((9/(5/(1-(6*(5*(0+5))))))+6)*(1*8))	9516505+**-//6+18**
(4*(7/((7/(7/(1-(6/1))))*(6/(0/5)))))	4777161/-//605//*/*
((((7-8)*((9*1)+(7+9)))-(7-(3+0)))+5)	78-91*79++*730+--5+
((2/((0-8)*(7*(4/4))))+(6+(5*(5-0))))	208-744/**/6550-*++
(((7+(7-1))/(3*(5/(8*(0-6)))))*(5+1))	771-+35806-*/*/51+*
(((5+(5/3))/(6*(6/(3/(6*(5-1))))))-3)	553/+663651-*//*/3-
(((6/(5/7))+(7-(3*(6*8))))-(8/(4/0)))	657//7368**-+840//-
((((0/9)+(1+(9/(7*4))))-(9-(3+8)))/0)	09/1974*/++938+--0/
((((7+(3-1))+(8*9))/((6-(8*3))/6))-2)	731-+89*+683*-6//2-
(((1+(9-7))-(5/(2/(0+(2*9)))))+(8*0))	197-+52029*+//-80*+
(((8/(7*0))*(9/(5-(6/(1+9)))))-(3+4))	870*/95619+/-/*34+-
(5+(((9-(3+8))-(9-(6+6)))/(0+(4-9))))	5938+-966+--049-+/+
((9*(0/9))+((0-1)/(7*(8*((7/1)/9)))))	909/*01-7871/9/**/+
((0-2)/((1+((0*3)+(5*4)))/(8/(3/0))))	02-103*54*++830////
(((2/5)/(1/5))+(7-((8/(7/(0+3)))*8)))	25/15//78703+//8*-+
(((9-(6+2))/(2/(9+8)))/(3/(3/(1+5))))	962+-298+//3315+///
(6-((6+7)*(4-((1/2)*(6/(8-(5+4)))))))	667+412/6854+-/*-*-
(((((0+(6/1))-2)-(4-1))*8)-(5*(9*5)))	061/+2-41--8*595**-
((9*((6+(8/7))*(6-7)))*(3/(0-(7/2))))	9687/+67-**3072/-/*
(((2+((0/5)+(9+(9*8))))/0)-(6*(5/4)))	205/998*+++0/654/*-
(3/(((7+(2+(8-(4-6))))*8)+(9-(3*2))))	372846--++8*932*-+/
(((2*2)-(5*(4/8)))+(3/(7-(7-(1-8)))))	22*548/*-37718---/+
(((9*(2/(6/8)))*(9*(9-1)))+(9*(9+7)))	9268//*991-**997+*+
(((0+(5/(3+1)))-(5/2))+(8+(4+(8/0))))	0531+/+52/-8480/+++
((((6*9)*(9+(2/6)))*((7/2)+(9/1)))/2)	69*926/+*72/91/+*2/
((8+0)*((5-1)/(9*(0/(0-(0*(9*9)))))))	80+51-900099**-/*/*
((((8/((3+7)+(7+3)))/3)+(2*(8/2)))+7)	837+73++/3/282/*+7+
(((((8*7)/2)/(8-(0*5)))+(5*1))-(9+2))	87*2/805*-/51*+92+-
(((((7+1)*4)-(2/(0/9)))-(1/(9*4)))/0)	71+4*209//-194*/-0/
((8/(9-(7+6)))+(9*(9*((2-6)+(3+5)))))	8976+-/9926-35++**+
(((7-(7+(1+1)))*(5/7))/(2-((5*9)-3)))	7711++-57/*259*3--/
(((1+(0/(0+5)))*(8+(7/(0+5))))*(2+0))	1005+/+8705+/+*20+*
(((3+(9+(6-5)))*9)*(1-((0*6)+(8/4))))	3965-++9*106*84/+-*
(((4*6)-(8+((4-6)*(7*2))))+(1-(3/8)))	46*846-72**+-138/-+
((((8*2)/((1-9)*(9+1)))*(1*(3-6)))+8)	82*19-91+*/136-**8+
((2/0)/(2-((7/(8-(1-6)))*(1*(6*9)))))	20/27816--/169***-/
((6*(8*(4/1)))*(1*((4+4)*(2+(9*2)))))	6841/**144+292*+***
(((((6-8)/3)/(3-4))*(6+(9/(5/0))))+5)	68-3/34-/6950//+*5+
(((((7/(5/7))-(7-(5*5)))*7)-3)*(4-1))	757//755*--7*3-41-*
(((1*2)/(0*(3*8)))-(9*((4*(5-9))/3)))	12*038**/9459-*3/*-
(((3+0)*(0-(0/(8+8))))-(3*(0*(9/7))))	30+0088+/-*3097/**-
(((2+(1*0))/9)/(7-((4/(0/4))-(7/9))))	210*+9/7404//79/--/
(((3/(8-1))*((6*5)*(5*(7*9))))+(1+6))	381-/65*579****16++
((4+((7*((1/3)-2))-(5*0)))*(9-(8+9)))	4713/2-*50*-+989+-*
(((8-(0/(5+(6/6))))*(2-(8-2)))+(9/3))	80566/+/-282--*93/+
((1-9)*(5*(3-((8/1)-(1-(6*(0+2)))))))	19-5381/1602+*---**
(((7/(4-(5+(9+5))))*(4-5))/(4/(5+1)))	74595++-/45-*451+//
(((((2/2)+9)/(7+(4/6)))/(4-(9*1)))-8)	22/9+746/+/491*-/8-
(((2-((3+7)/5))*(3*((3-3)/4)))-(2/6))	237+5/-333-4/**26/-
(((3+(6+0))+(2+(5*((2/5)+(1/5)))))*0)	360++2525/15/+*++0*
(7*((6/((2*1)/(3+3)))*(6-(8+(3-4)))))	7621*33+//6834-+-**
((((((0-5)+7)/8)/(5+0))/(7/(1+5)))*3)	05-7+8/50+/715+//3*
((1/(3*(((4+6)/(3*1))*(0*(7-0)))))*5)	1346+31*/070-***/5*
(((2+7)+(9-(5+9)))+(8-(0-(7/(9*3)))))	27+959+-+80793*/--+
(((((4-0)/(9+3))/2)+(2+3))/(8-(2+2)))	40-93+/2/23++822+-/
(((9-3)*(1*0))/(5+((2*(9*8))+(4*4))))	93-10**5298**44*++/
((7/((4*6)/(0-(7*8))))/(5-(2-(6/8))))	746*078*-//5268/--/
(4/((9+(2/(3-(7/8))))+(8/(4+(4*4)))))	492378/-/+8444*+/+/
(9/((((2*2)+(7*9))/(3-(6-7)))-(1/4)))	922*79*+367--/14/-/
(((2-(4-0))-(6+(6*(0-5))))/(6*(3/9)))	240--6605-*+-639/*/
(((((4-2)-(6/2))+3)-(9/0))*(9*(9-1)))	42-62/-3+90/-991-**
((((5-(3+1))/(1/4))-(5/(3-9)))*(3+4))	531+-14//539-/-34+*
((2-8)/(((1/8)*(8/4))+(0+(9*(6-7)))))	28-18/84/*0967-*++/
((8+(8/(1*(6*4))))*(5+(8-(9/(6+8)))))	88164**/+58968+/-+*
(((4-((5+7)-(5/8)))+(5-(3+(2/8))))/1)	457+58/--5328/+-+1/
(((2/(7+(0+6)))/(5*(0*2)))/(2+(2+7)))	2706++/502**/227++/
(((0-3)+(5/(4-(3-(5*0)))))+(2-(6/2)))	03-54350*--/+262/-+
(((7-2)/(7+2))+(8+(9+(4-(1-(8/6))))))	72-72+/894186/--+++
((((2/(3+4))/(3/(2-3)))/(4*(2-8)))+9)	234+/323-//428-*/9+
((((2/0)+(9*(4+6)))/(3*(7*4)))+(6+1))	20/946+*+374**/61++
(((4*7)/(4*0))*(6+((3*(4/(9-9)))+8)))	47*40*/63499-/*8++*
(((1*(4+6))/(0+(3*5)))/(4+(9*(2*5))))	146+*035*+/4925**+/
(((4*((2+7)+(8+(9+8))))*(8*(3*2)))/6)	427+898+++*832***6/
(((8+((7-(2*5))-(7+8)))-(2/(2/9)))*0)	8725*-78+-+229//-0*
(((1+((((6+9)/9)+8)+1))+(6-1))-(2/7))	169+9/8+1++61-+27/-
((((4-7)*((6*(1+7))/3))+(6-(3-2)))*1)	47-617+*3/*632--+1*
(((7*4)*(4/4))-(0/(3+(1-(1*(5/2))))))	74*44/*031152/*-+/-
(((7+((2/2)/(0*4)))-(3+(9+0)))-(9-8))	722/04*/+390++-98--
((3/(4*(8+2)))/(8-(1-((9-3)*(0*3)))))	3482+*/8193-03**--/
((((1+3)/(1-1))+((3*9)/(3-(2+7))))/2)	13+11-/39*327+-/+2/
((0/(4+(5*9)))/(8*(1+(0*(4-(1/9))))))	0459*+/810419/-*+*/
(((5*(7/(7-3)))+(6+(3*5)))+(3+(7*8)))	5773-/*635*++378*++
(((6+(6-7))-(9-(8/(1-6))))+(3/(9-9)))	667-+9816-/--399-/+
(((8+(0*(1/7)))/(2-9))*(5+(3-(7-0))))	8017/*+29-/5370--+*
((0-(9*(0-(5+7))))+(0*(8+(1/(2-6)))))	09057+-*-08126-/+*+
((9-(5-3))*((5/(5/(2-2)))+(4+(8*4))))	953--5522-//484*++*
((((4*9)/(7+8))/(3/(0+8)))/(7*(0+4)))	49*78+/308+//704+*/
((((7/(1*2))-(1-2))+(5-(1+7)))/(1*0))	712*/12--517+-+10*/
(((((0-7)/0)/(9-7))-(5-(0-0)))*(3-8))	07-0/97-/500---38-*
((5/((7/(1+(5/0)))-(4/(3*(6/0)))))/4)	57150/+/4360/*/-/4/
((((7/8)*(1*(6*9)))+(8+6))*(6*(0+7)))	78/169***86++607+**
(((2*(9-4))/(5+0))+(3*(1+(4+(0*3)))))	294-*50+/31403*++*+
(((4-(1*(2*6)))*(9*(4/9)))*(2+(2/8)))	4126**-949/**228/+*
(((3+2)+(0+6))+(2/(5-((7*2)*(4*1)))))	32+06++2572*41**-/+
(((1/5)+(6+(0+(7-8))))+(5*(6+(5+9))))	15/6078-+++5659++*+
(9+((0/1)/(3/((1/1)/(7-(0*(9*9)))))))	901/311/7099**-///+
(((7-0)*(9+(3-(4+(9/0)))))*(1-(3+1)))	70-93490/+-+*131+-*
(((6+(7+6))*(5-(6*((9-(9+3))+8))))*5)	676++56993+-8+*-*5*
(4/((7+3)*(5-(8/(1+(6*(4/(5+0))))))))	473+5816450+/*+/-*/
((3-3)+(6-(((2-4)+(8-(6+9)))/(5*0))))	33-624-869+-+50*/-+
((3-(4*(5*1)))/(6/(8+(4/(9+(3*0))))))	3451**-684930*+/+//
((0*9)-((8-(7*(7/(4+7))))*(1+(6-1))))	09*87747+/*-161-+*-
(((((2*4)*(3*(2-(3/1))))-7)/2)+(2+8))	24*3231/-**7-2/28++
((((5/9)/(8/4))+(4/(1/5)))/(6+(2+1)))	59/84//415//+621++/
((1-(((6+8)*(5/(3+0)))*(0*3)))/(2/9))	168+530+/*03**-29//
(((9/(8+6))/(3*4))+(5/(3/(8-(1/2)))))	986+/34*/53812/-//+
(((9/6)/(4/(1-(2+0))))/(8+(9/(6+1))))	96/4120+-//8961+/+/
((4*((0/(6-2))+(4*(5/(6-8)))))-(9+3))	4062-/4568-/*+*93+-
((0*(5*(0-((6/3)-(7/3)))))+(2/(3-7)))	05063/73/--**237-/+
(9/(((9-(4-5))+(9*(4/3)))+(4+(7-1))))	9945--943/*+471-++/
(((4+(9/9))*((8+((4/1)-(1+3)))+7))+2)	499/+841/13+-+7+*2+
((((5-(8-5))+(3-6))+(0-(4*(8*1))))+3)	585--36-+0481**-+3+
((0+9)+((6/(9-9))*(3-(1+(8*(3/4))))))	09+699-/31834/*+-*+
((((4+(4/6))/(2/7))/(3-7))+(1+(8*8)))	446/+27//37-/188*++
((2*((0*1)*(9-(0*5))))/(3-(3+(3/0))))	201*905*-**3330/+-/
((((7/1)/(2-0))*0)/(4*(6+(5+(8-1)))))	71/20-/0*46581-++*/
(((4/8)-(9/7))*((6/(9/(0-1)))*(5+1)))	48/97/-6901-//51+**
((((9*7)-4)-(6/(0+4)))+(4*((8*2)/5)))	97*4-604+/-482*5/*+
(((0+4)*(((9-9)/(2-(4*(1*3))))/1))-1)	04+99-2413**-/1/*1-
((0-(7*(9+8)))-(5*(6/(9+(9-(8+7))))))	0798+*-569987+-+/*-
((((2*0)/1)/(9/(8-4)))+(2/(0*(8*6))))	20*1/984-//2086**/+
((((9-5)+(6/9))+(5-(9/0)))+(8*(9*6)))	95-69/+590/-+896**+
(((8/(9-6))+(2+(9*6)))+(6*(1*(4+6))))	896-/296*++6146+**+
((6-((6/(8/3))*(5*(5-4))))+(8+(6/6)))	6683//554-**-866/++
(((2-4)*(9*(2/(0*8))))-(9*((7*3)*8)))	24-9208*/**973*8**-
((6+((1/(5/(8-(9+5))))*(8+(2*3))))*3)	615895+-//823*+*+3*
(((((0*(3*4))-4)*4)+(5*(4-(2-0))))/8)	034**4-4*5420--*+8/
(((0/4)-(6+(2/(0/8))))/(2/(1-(5/6))))	04/6208//+-2156/-//
((((8/8)*(6*8))+(5+(6+(5+3))))+(7/2))	88/68**5653++++72/+
(((9/6)-(1+(9*(7-6))))/(3*((8+4)/2)))	96/1976-*+-384+2/*/
(((5*7)-(2-(0-(9-5))))-(9+(4+(6/8))))	57*2095----9468/++-
(((4*2)-(4/(8*(3+(8-(6/1))))))-(6-5))	42*483861/-+*/-65--
((3/(2*0))/((1-(9+9))+(1/(2+(9-7)))))	320*/199+-1297-+/+/
(9-(1/(0-(((0/(0-(8/3)))-(5*3))/3))))	9100083/-/53*-3/-/-
(((((7+3)/(8-6))-(6+9))+(3/2))-(1*2))	73+86-/69+-32/+12*-
(((0/(9-8))-(7/(5/7)))+(8+(8/(4-7))))	098-/757//-8847-/++
((0-4)-(3+((0-(2-(4-(3-9))))-(1*0))))	04-302439----10*-+-
(((8/5)*(3*3))*(5+((3-6)/(3*(2*9)))))	85/33**536-329**/+*
((2*((4-1)/((0*(2+3))/(5/(9+8)))))+5)	241-023+*598+///*5+
((8/((8-(6/(8/8)))+(7+(7-4))))-(7*4))	88688//-774-++/74*-
(((1*7)-((6/(4+(1/6)))*(0*3)))-(4-9))	17*6416/+/03**-49--
((((2*8)*(0-(3-9)))+(4*(9*1)))-(8*2))	28*039--*491**+82*-
(((5/1)*(4/(7+8)))+(9+(8*(9-(5/1)))))	51/478+/*98951/-*++
((((6/3)-1)*(7-(8-1)))/(1-(3+(9+8))))	63/1-781--*1398++-/
(((0/1)+(6/(3*(8-(1*(7+4))))))*(1*5))	01/638174+*-*/+15**
(((8+(0/(5+1)))*(3+(4/6)))+(7/(5-0)))	8051+/+346/+*750-/+
((8*(((1-(8-8))+(4*8))/(0*5)))*(2-9))	8188--48*+05*/*29-*
((9/3)-(0/((4+(6*1))-(5*(2*(8+1))))))	93/0461*+5281+**-/-
(((5+((5-2)+(6+(8+2))))/(2-(7*0)))*0)	552-682++++270*-/0*
((1/(6/(4+3)))/(4+((6+(3-(9*5)))-3)))	1643+//46395*-+3-+/
((((2/(4/7))-2)-(1*3))/(4-((1*9)*9)))	247//2-13*-419*9*-/
((((8-(2+0))+(1-6))*(8+2))/(8-(7+8)))	820+-16-+82+*878+-/
((((6*8)-(8/(4-(0*3))))+(4+(5+3)))+1)	68*8403*-/-453+++1+
(7+((5+(8*3))+(4/(3*(6*(7-(3*2)))))))	7583*+436732*-**/++
(0-((2*(3*((3*2)*(9*2))))-(5+(4+6))))	02332*92****546++--
(((7+(9/5))+((7-2)*(2+6)))+(4*(9-4)))	795/+72-26+*+494-*+
(((((2+5)/7)+7)+(3+2))-(0/(3/(1-5))))	25+7/7+32++0315-//-
(((((1*1)+3)/(0*3))+(5/(2+(0/2))))/6)	11*3+03*/5202/+/+6/
(((((2+8)*(5*1))+(3+9))/(7-(8/1)))*9)	28+51**39++781/-/9*
((((6/5)-1)/(1*((2*4)*(8-5))))/(2/9))	65/1-124*85-**/29//
(((1-(3*7))-(3/(2*(7-(2/(3-4))))))*0)	137*-327234-/-*/-0*
(((3-6)*9)+(2*((5+(4/6))-(4-(2-3)))))	36-9*2546/+423---*+
(((0+(1-(1/4)))*(8/(3-3)))-(2/(6+4)))	0114/-+833-/*264+/-
(((6-(0+4))/(5-(0/(6/5))))+(5*(5+0)))	604+-5065//-/550+*+
(((6*4)/8)/(3*(((7/1)*(4*7))+(5-6))))	64*8/371/47**56-+*/
((((6/1)+(8/(7+(1*(5*3)))))-5)*(3*5))	61/87153**+/+5-35**
(8-(((1-(1*7))+(8*(8/2)))/(8+(9*3))))	8117*-882/*+893*+/-
(((9/(6+(2*(2/5))))*(1/4))/(0/(7/7)))	96225/*+/14/*077///
(((7-((2-(8+9))-(2+(3+9))))/4)/(3/2))	7289+-239++--4/32//
((6+9)-((3+0)+(0/((6-(3-(6/0)))+3))))	69+30+06360/--3+/+-
(((2+(3-(4/0)))*(7/(7/(8*7))))*(8/4))	2340/-+7787*//*84/*
(((((7+3)*(1*4))/5)/((1-1)+(2+8)))+1)	73+14**5/11-28++/1+
((5*(5-0))-((4*((6/2)/(3*3)))+(7/0)))	550-*462/33*/*70/+-
((((3-(3+(6/6)))/(5-3))-(6*(6/5)))+1)	3366/+-53-/665/*-1+
(((7+(7*(8-7)))/(6+(5+0)))*(6+(6*4)))	7787-*+650++/664*+*
