(7-(4*(4*3)))	7443**-
(3+(0*(8+7)))	3087+*+
(0-(7*(2+4)))	0724+*-
(4+(7*(7+6)))	4776+*+
(1-((3*6)*5))	136*5*-
((3/9)*(2/9))	39/29/*
(7+((6-5)/9))	765-9/+
(3/(4/(0+5)))	3405+//
(9+((5*2)*1))	952*1*+
(9+(8*(5*9)))	9859**+
(6/(9/(5-8)))	6958-//
((6-(2-9))/1)	629--1/
(1+(2+(1+3)))	1213+++
((0+3)-(0+9))	03+09+-
(1-(6/(3-5)))	1635-/-
(1+(6-(2+0)))	1620+-+
(7/(5+(4/1)))	7541/+/
(5/(7/(8/5)))	5785///
(2*(7*(5+0)))	2750+**
(3-(1-(5+4)))	3154+--
(8+(8*(2*5)))	8825**+
(2-(6*(8/7)))	2687/*-
(1*(1/(6/9)))	1169//*
(0-(2/(9-2)))	0292-/-
(0/((5*2)/4))	052*4//
(0*(1+(0*3)))	0103*+*
(3+(5+(1/6)))	3516/++
(5*(6/(8+3)))	5683+/*
(4/(7/(4/6)))	4746///
(1-(5/(7/0)))	1570//-
((7*9)*(4/5))	79*45/*
(5*(3*(3+7)))	5337+**
((2*8)-(3+5))	28*35+-
(9/(3/(1*5)))	9315*//
(7*(8*(0/7)))	7807/**
(7-(8*(7+3)))	7873+*-
(9/((5-6)/4))	956-4//
(6*(2+(5/1)))	6251/+*
(5/((4*0)/3))	540*3//
(5*(0-(9-5)))	5095--*
(5*(1*(4/2)))	5142/**
(0-(6+(8-5)))	0685-+-
(8*(4*(7/8)))	8478/**
(1/(6+(4-3)))	1643-+/
((5-6)+(5-2))	56-52-+
(7+(9-(4*8)))	7948*-+
((0*1)+(7+2))	01*72++
((7-4)*(7+4))	74-74+*
(5+(6*(5/0)))	5650/*+
(7*(7+(8*0)))	7780*+*
((1-1)-(8+5))	11-85+-
(2*(0/(2*5)))	2025*/*
(9+(6*(3*1)))	9631**+
(1/(4/(5+7)))	1457+//
(7/(1*(9/8)))	7198/*/
((3-6)*(3/9))	36-39/*
(8+(0-(4-0)))	8040--+
((7/9)*(3+1))	79/31+*
((1*1)+(1*2))	11*12*+
(6+(2*(4+5)))	6245+*+
(7+(1-(1+1)))	7111+-+
(8+(7/(0-0)))	8700-/+
(5+(9+(1/5)))	5915/++
(5-(8/(3+5)))	5835+/-
(9-(7/(1/0)))	9710//-
(7+(6+(8+5)))	7685+++
(8*(5/(7-6)))	8576-/*
(2*(0+(0+6)))	2006++*
(9/(2*(2+0)))	9220+*/
(0+(3*(1-9)))	0319-*+
(2*((7/2)/6))	272/6/*
(4+((3*1)+4))	431*4++
(3/(5/(7*4)))	3574*//
((6/5)/(7+1))	65/71+/
(4/(2/(2-1)))	4221-//
(6*(3/(7/9)))	6379//*
(4/(9-(4*8)))	4948*-/
(1*(2+(5+4)))	1254++*
(3+(2-(9+6)))	3296+-+
(8+(6+(8/2)))	8682/++
((4+6)/(6-9))	46+69-/
(9-(8+(8*7)))	9887*+-
(8+(5*(0-7)))	8507-*+
(4/(1/(0+4)))	4104+//
((3*(7*9))*4)	379**4*
((1-5)*(8+7))	15-87+*
((4*4)*(4*0))	44*40**
(9-(9+(6*5)))	9965*+-
((3*7)+(9/6))	37*96/+
(9/(2-(2*3)))	9223*-/
((2-7)+(5/2))	27-52/+
(7*((6-8)*2))	768-2**
(1+(1*(0+4)))	1104+*+
(2+(1/(7-7)))	2177-/+
(8-(4/(5/1)))	8451//-
(2-(9/(4+6)))	2946+/-
(2/(1+(4-2)))	2142-+/
(4+(1/(6/2)))	4162//+
((9+4)-(1+0))	94+10+-
(3+(6/(3+5)))	3635+/+
((3*0)/(9*7))	30*97*/
(7/(8/(6-1)))	7861-//
(4/(0+(3+6)))	4036++/
(2+(9*(7+1)))	2971+*+
(1+(1+(2/5)))	1125/++
(3/(5/(4-1)))	3541-//
(4+(0+(1-3)))	4013-++
((9*7)/(6+2))	97*62+/
(7-((0*8)+0))	708*0+-
(9/((6-0)*4))	960-4*/
(4+(5/(2+9)))	4529+/+
(3+(8-(4+5)))	3845+-+
(6+((3+6)+9))	636+9++
(5*(6-(2+6)))	5626+-*
(7*(7/(4-5)))	7745-/*
(0+(0+(3+6)))	0036+++
((1+5)+(5*3))	15+53*+
(0-(9-(1+0)))	0910+--
(8/(8*(7*4)))	8874**/
(5-((4*4)-2))	544*2--
(0-(2-(5/9)))	0259/--
(9-((6-0)*2))	960-2*-
(5/(8+(3*7)))	5837*+/
(8-(8+(0/8)))	8808/+-
(9/((0/5)+1))	905/1+/
((0-(5+3))-0)	053+-0-
((8+1)/(6+8))	81+68+/
(7/(0*(8-4)))	7084-*/
(2+(6/(7*4)))	2674*/+
(7+(6/(6*8)))	7668*/+
((8-5)-(5*3))	85-53*-
(5+(3-(0-9)))	5309--+
(2+(7-(9/2)))	2792/-+
(1*(0/(7+7)))	1077+/*
(7*(5-(2*6)))	7526*-*
((7/8)*(8+7))	78/87+*
(9-(8+(5+9)))	9859++-
(2*(3-(7-8)))	2378--*
(0/((3+9)-3))	039+3-/
(1*(9-(1/9)))	1919/-*
(9/(2*(6*6)))	9266**/
(3+(3-(9-5)))	3395--+
(7*(5-(1-3)))	7513--*
(0-(9/(9-6)))	0996-/-
((2/4)-(2-2))	24/22--
(6/(4-(3/0)))	6430/-/
((1*8)-(0-5))	18*05--
(0-(3+(7+3)))	0373++-
(5/((7*4)*7))	574*7*/
(3*(1*(3+2)))	3132+**
(8*(3-(5*7)))	8357*-*
(0/(2*(3+1)))	0231+*/
(0-(1/(2-2)))	0122-/-
(5-(7/(5+1)))	5751+/-
(7+(6/(2-8)))	7628-/+
(3+(1/(1-7)))	3117-/+
((1*5)+(5-2))	15*52-+
(7/(9*(1*2)))	7912**/
((9-9)*(7-2))	99-72-*
(6*((5-5)*5))	655-5**
(9+(9/(8+6)))	9986+/+
(5+(2-(8*6)))	5286*-+
(3/(5/(3+7)))	3537+//
(6-(6/(4-2)))	6642-/-
((4-9)+(2/5))	49-25/+
(4+((5/7)-9))	457/9-+
(7/(4-(1-6)))	7416--/
((3+(8+3))/2)	383++2/
(5*(6*(2/0)))	5620/**
(4+(4-(0-1)))	4401--+
((1+1)*(4+0))	11+40+*
((5-0)*(6/0))	50-60/*
(2-((3/8)+0))	238/0+-
(5+(8/(4/3)))	5843//+
(6/(1/(8*3)))	6183*//
((3+2)-(8/7))	32+87/-
(0+(6*(2+6)))	0626+*+
(5*(7*(1-5)))	5715-**
((4-2)*(3+0))	42-30+*
((1+6)*(7/4))	16+74/*
(7*(2/(0-5)))	7205-/*
(6*((8-6)+7))	686-7+*
(6*(0*(6+2)))	6062+**
(0+(2+(3-8)))	0238-++
(1/(9/(2/4)))	1924///
(1+(7*(5-7)))	1757-*+
((3-4)/(3-3))	34-33-/
(5-((2-1)/9))	521-9/-
((8*3)/(8/4))	83*84//
((3*3)-(2/9))	33*29/-
(6+(1+(8/4)))	6184/++
(0-(8+(7*8)))	0878*+-
((9+1)+(2/9))	91+29/+
((4+5)/(0/0))	45+00//
(7+((5*5)/1))	755*1/+
((4/9)-(7-6))	49/76--
(4+(7/(4-9)))	4749-/+
(8+(5/(5*4)))	8554*/+
(4+(6*(0+4)))	4604+*+
(0-(1+(3-8)))	0138-+-
(7*(0*(4/5)))	7045/**
(5+(5/(6/9)))	5569//+
((5+8)*(7*9))	58+79**
(4/(7-(5-8)))	4758--/
(7+(4-(3/8)))	7438/-+
(6+(9*(6*2)))	6962**+
(2/(4*(5-8)))	2458-*/
(7*(6-(4-2)))	7642--*
(0/(2+(4/5)))	0245/+/
(3*(4/(7/5)))	3475//*
(0/(0+(2+9)))	0029++/
(1+(6-(3+2)))	1632+-+
(9/(2-(2+8)))	9228+-/
(5/(5*(9-2)))	5592-*/
(2+(2/(2/4)))	2224//+
(1+(2/(1*0)))	1210*/+
(7/(2+(0*5)))	7205*+/
(3+(3*(0-1)))	3301-*+
(1+(1+(8*5)))	1185*++
(5+(2-(4*9)))	5249*-+
(0/(9-(5-4)))	0954--/
(7+(7*(5-8)))	7758-*+
(2/(6+(6*9)))	2669*+/
(7+(8*(4/6)))	7846/*+
(5-(5*(6-7)))	5567-*-
(0*(2/(0*9)))	0209*/*
((8/5)-(7*6))	85/76*-
(6+(4/(9*7)))	6497*/+
(0-(6+(0-0)))	0600-+-
(9+(4*(6*6)))	9466**+
(2+((6-7)-9))	267-9-+
(4*((8+0)+5))	480+5+*
(6*((5-3)-9))	653-9-*
((9-(6+6))/8)	966+-8/
(5/((6*0)/3))	560*3//
(3/(4*(6+5)))	3465+*/
(7*((2*5)+0))	725*0+*
(5*(0-(0-4)))	5004--*
(3+(8*(6*3)))	3863**+
(5-((8-8)/4))	588-4/-
(2/(2+(6*0)))	2260*+/
((6*2)/(4*5))	62*45*/
(3+(3/(2+7)))	3327+/+
((9+1)*(3*7))	91+37**
(5*(2*(8+2)))	5282+**
(6*(5+(8-4)))	6584-+*
(8*(1+(5/0)))	8150/+*
(4-(2-(4/1)))	4241/--
((4*3)/(0+1))	43*01+/
(3/(7/(0-2)))	3702-//
(3/(0-(1+5)))	3015+-/
(4*((2+8)-2))	428+2-*
(9+((6-8)-9))	968-9-+
(7-(9+(9/2)))	7992/+-
(0*((7+3)/6))	073+6/*
(8+(1+(4+3)))	8143+++
(0+(8+(2+0)))	0820+++
(7*(5*(3/7)))	7537/**
(6-(3*(8+4)))	6384+*-
(0+(8+(2/4)))	0824/++
(3+(7-(7*7)))	3777*-+
(1-(0/(1+2)))	1012+/-
(0-(2*(5+8)))	0258+*-
(4-(4*(8/5)))	4485/*-
(0*(7/(0-9)))	0709-/*
(3*(3+(4-2)))	3342-+*
(6*(1+(2*1)))	6121*+*
(8/(0/(4*1)))	8041*//
(4-(4*(5-3)))	4453-*-
(1/(0*(1*9)))	1019**/
(9-((9/7)+8))	997/8+-
(7*(5+(2*0)))	7520*+*
((6/9)+(3/6))	69/36/+
((5-4)/(7*1))	54-71*/
(1+(5*(7-1)))	1571-*+
((0*9)+(8+1))	09*81++
(9*(7+(7*0)))	9770*+*
((3+4)-(6/3))	34+63/-
(0+(8+(6*3)))	0863*++
(1-(9-(4+4)))	1944+--
((3*3)*(0+4))	33*04+*
((0-3)+(3/7))	03-37/+
((8-(5+8))/6)	858+-6/
(9+(8*(9+0)))	9890+*+
(1-(3/(6*0)))	1360*/-
(8/(5-(9-3)))	8593--/
(9-(6*(8*8)))	9688**-
(5*(8/(6-6)))	5866-/*
(4*(1-(1-9)))	4119--*
(5-((2/2)-5))	522/5--
(3+(4+(3-2)))	3432-++
(5/(9+(5*1)))	5951*+/
(1*(5*(1/8)))	1518/**
(6*(0/(8-7)))	6087-/*
((0+1)*(0-0))	01+00-*
(7*((5+6)/0))	756+0/*
(8*(9/(0+3)))	8903+/*
(1+(3*(8+7)))	1387+*+
((0-8)/(3+7))	08-37+/
(4*(1+(7-9)))	4179-+*
(4/(6+(6*7)))	4667*+/
(7-(6/(6/3)))	7663//-
(8-((0-2)-8))	802-8--
(9/(5/(3+5)))	9535+//
((2-7)-(9/4))	27-94/-
(6-(6*(6*2)))	6662**-
((5-6)+(1-5))	56-15-+
(3-(5/(0/2)))	3502//-
(0*(6+(5*4)))	0654*+*
(0+(3/(8*3)))	0383*/+
((2-(6/7))/5)	267/-5/
(3-(7*(2+4)))	3724+*-
(5-(7+(2-6)))	5726-+-
((7-0)-(7+7))	70-77+-
(1+((9/7)*1))	197/1*+
(4+(8/(6+2)))	4862+/+
((7/4)/(5+9))	74/59+/
((1/2)+(4-4))	12/44-+
(0-((4-3)+2))	043-2+-
(9/((9-5)-4))	995-4-/
(0/(6*(5-3)))	0653-*/
(7*(6*(1/1)))	7611/**
(4-(5-(4+7)))	4547+--
((3+(5*3))/5)	353*+5/
(3+(5-(1/8)))	3518/-+
(7/(1/(0+7)))	7107+//
(5+(8*(4+1)))	5841+*+
(8/(1-(8/5)))	8185/-/
(8*(7*(4/5)))	8745/**
((0*7)-(3-5))	07*35--
(5*(2-(8/9)))	5289/-*
(8-(2/(5-4)))	8254-/-
(8*((0*5)+3))	805*3+*
(9/(2-(4+5)))	9245+-/
((7+7)-(0-6))	77+06--
((1*3)-(7+2))	13*72+-
(4+(8*(8+0)))	4880+*+
(6*(8/(7*5)))	6875*/*
((5+6)/(9*4))	56+94*/
(8/(6+(9+8)))	8698++/
(6*(0/(1*9)))	6019*/*
(6*(6*(7+1)))	6671+**
(2*(7+(6*3)))	2763*+*
((3-(1+5))*8)	315+-8*
(5-((7+8)-5))	578+5--
(4-(1+(5+8)))	4158++-
((9/(4*1))*5)	941*/5*
(1-(9-(5+0)))	1950+--
(2/(9*(9/2)))	2992/*/
((0/0)*(4/6))	00/46/*
(4/(3-(1-7)))	4317--/
(6*(5-(4/5)))	6545/-*
(9-(4/(1/4)))	9414//-
(3/(3*(5/9)))	3359/*/
(8*(8-(1+0)))	8810+-*
((1/7)*(8+9))	17/89+*
(1+(1-(9*1)))	1191*-+
((6*1)/(2/3))	61*23//
((0/8)+(1*7))	08/17*+
((1*7)+(8+5))	17*85++
(3-((3/4)/6))	334/6/-
(4/(5-(7*3)))	4573*-/
(3/(1*(5/1)))	3151/*/
(9*(5/(7*4)))	9574*/*
(3+((9+8)+5))	398+5++
(8-(1*(5*4)))	8154**-
(9*(1*(0-1)))	9101-**
(9*(0/(2*7)))	9027*/*
(8/(6*(1-4)))	8614-*/
((8+8)+(0+8))	88+08++
(0-(5*(6/3)))	0563/*-
(5/(6+(8+8)))	5688++/
(3*(5-(4*8)))	3548*-*
(5/(0-(6+2)))	5062+-/
(8-(6+(4*5)))	8645*+-
(0+(8-(0-3)))	0803--+
(5+(6-(4*8)))	5648*-+
((3*1)*(4/1))	31*41/*
(2-(9/(3/1)))	2931//-
((6*0)/(4*0))	60*40*/
((2-2)/(3*8))	22-38*/
(4*(8*(5*9)))	4859***
(2+(2/(7-5)))	2275-/+
(0*(1*(1/1)))	0111/**
(7/(1/(7-1)))	7171-//
(6/(7*(6+8)))	6768+*/
(3*(3*(2-0)))	3320-**
(5*(4+(7-8)))	5478-+*
(5/(6/(1*7)))	5617*//
(9+(7-(8/1)))	9781/-+
(6/(2*(9/2)))	6292/*/
(6+(8+(9-7)))	6897-++
((1*(3-9))-3)	139-*3-
(3/(7+(9/0)))	3790/+/
(6/((3*6)-7))	636*7-/
(3+(7-(1*3)))	3713*-+
(9*((1*2)*5))	912*5**
((4/4)/(0+6))	44/06+/
(1/(3-(2+8)))	1328+-/
((0/1)/(7-4))	01/74-/
(2+(7-(8/3)))	2783/-+
(5*(0/(8/9)))	5089//*
(2+(3/(3-2)))	2332-/+
(3-((7/6)+5))	376/5+-
(5+((4*9)-2))	549*2-+
(0/(7-(5/3)))	0753/-/
(8*(8/(7/6)))	8876//*
((8*(2/7))+9)	827/*9+
(2/(1+(1-2)))	2112-+/
(9+(7-(8*2)))	9782*-+
(9-(5-(9*9)))	9599*--
(7*(9+(1-7)))	7917-+*
(9+(9+(6/3)))	9963/++
(3*(9+(6/5)))	3965/+*
(3-(9-(6*2)))	3962*--
((1/0)-(0-6))	10/06--
(8/((2-6)/1))	826-1//
(1*((7/7)-7))	177/7-*
(4-(2*(0*7)))	4207**-
(0-(3*(9*9)))	0399**-
(9-(0-(2-7)))	9027---
(3+(1-(1/6)))	3116/-+
(4+(5-(6+9)))	4569+-+
(2-(8/(6-1)))	2861-/-
((6-(6*5))+9)	665*-9+
((4/(9/9))-8)	499//8-
(9/(7/(0/4)))	9704///
(0-(1-(6*1)))	0161*--
(4+((1*8)*6))	418*6*+
(3+(3*(1/5)))	3315/*+
(2/((4-6)/9))	246-9//
(0/(4*(8/9)))	0489/*/
((0/2)+(4+2))	02/42++
((5/2)/(7*9))	52/79*/
(1+(6*(6*9)))	1669**+
(7-(0/(3*4)))	7034*/-
(7*(6+(8*6)))	7686*+*
(9-(7*(2*8)))	9728**-
((7*3)-(2/0))	73*20/-
(5+(6/(6/0)))	5660//+
(5+(4+(1-3)))	5413-++
(7-(5/(2+4)))	7524+/-
((6*6)+(6+4))	66*64++
(1*(8/(4+2)))	1842+/*
(7-(4*(5+1)))	7451+*-
(5+(0/(6/3)))	5063//+
(2*(6+(5*8)))	2658*+*
(2*(6-(5/9)))	2659/-*
(2*(3/(5-9)))	2359-/*
(2-(0/(1*4)))	2014*/-
(0*(3+(2-9)))	0329-+*
(1*(9-(8*7)))	1987*-*
(8*(1/(8+6)))	8186+/*
(7*(8*(9+8)))	7898+**
(5-(5/(9+2)))	5592+/-
(2/(9/(0/4)))	2904///
(9+(4-(9+4)))	9494+-+
(4/(9/(1/0)))	4910///
(2-(2*(0-2)))	2202-*-
((8/(0*6))+9)	806*/9+
(2+(9+(9/1)))	2991/++
(3*(3-(3-1)))	3331--*
(9-(8*(3+2)))	9832+*-
(5*(7+(8-1)))	5781-+*
(8+(8*(9+0)))	8890+*+
(1+(5/(6*0)))	1560*/+
(2-(4-(7*5)))	2475*--
(3+(8*(6+0)))	3860+*+
(1-(3-(2/7)))	1327/--
(2+((3*9)/7))	239*7/+
(8+(9*(0*9)))	8909**+
((4+2)-(8/1))	42+81/-
(1+(8-(4*3)))	1843*-+
(9/(6/(8*2)))	9682*//
(6+(4/(6/3)))	6463//+
(3/(5/(0-2)))	3502-//
(9/(1+(7+3)))	9173++/
((2/9)-(0*8))	29/08*-
(7-(6*(8-2)))	7682-*-
(6-((3-7)-6))	637-6--
(4-(3/(3+5)))	4335+/-
((6*7)+(3/1))	67*31/+
((1-9)+(9+0))	19-90++
(6+(3*(8+2)))	6382+*+
(9*(6+(9/1)))	9691/+*
(1-(1*(3*1)))	1131**-
(2+(8+(1+0)))	2810+++
(3*(9*(2-5)))	3925-**
(5-(4*(4+4)))	5444+*-
(9+(2+(6*2)))	9262*++
(7/(4/(4/1)))	7441///
((6/2)+(0*9))	62/09*+
(5/(2-(2/6)))	5226/-/
(0+((6*8)*0))	068*0*+
(4/(7*(5+8)))	4758+*/
((7/(0+7))/2)	707+/2/
(6/(8-(9+9)))	6899+-/
(5+(3-(3+8)))	5338+-+
(7-(4-(4*4)))	7444*--
(6*(8*(5-4)))	6854-**
((5*3)+(4-6))	53*46-+
(9+(5/(3+4)))	9534+/+
((3*3)*(2/0))	33*20/*
((6+(3/5))-1)	635/+1-
((1*3)-(1+7))	13*17+-
(2/(9*(5+1)))	2951+*/
(2/(4*(8*7)))	2487**/
(8+(0+(4*9)))	8049*++
(9-(3*(3/6)))	9336/*-
(7*((0*4)/3))	704*3/*
(2/(4+(8+4)))	2484++/
(0-(5*(3/0)))	0530/*-
(1-(8/(7/1)))	1871//-
(5/(8/(8/4)))	5884///
((9*(2*2))*1)	922**1*
(9+(3/(7-9)))	9379-/+
(2/(1-(3/9)))	2139/-/
(3+(3/(5/0)))	3350//+
(2*(6+(1-0)))	2610-+*
(8-(3+(5/0)))	8350/+-
((3*6)+(2+1))	36*21++
(1*(2+(4/5)))	1245/+*
(9-(1*(9/6)))	9196/*-
(6*(4*(6+6)))	6466+**
(1+(9+(8+9)))	1989+++
(1*(5-(4/9)))	1549/-*
(2+((5/4)+7))	254/7++
(1/((7/6)-6))	176/6-/
(4+((5+2)/4))	452+4/+
(6/(6*(4*7)))	6647**/
(2/(1-(9*2)))	2192*-/
(8*(6-(6-1)))	8661--*
(2/(5*(9+1)))	2591+*/
(2-(9-(0*4)))	2904*--
((7/3)+(1+6))	73/16++
(7*(8*(5+5)))	7855+**
(8*((8/1)/7))	881/7/*
(9-(9*(9*8)))	9998**-
(6*(5/(1-7)))	6517-/*
(5/((4/8)*8))	548/8*/
(5*((1-6)/7))	516-7/*
(2+(4*(9+5)))	2495+*+
(0+(8+(6+6)))	0866+++
((0/4)+(6/7))	04/67/+
(8*(8*(2-9)))	8829-**
(0-(2*(2*5)))	0225**-
(0/(9/(6+1)))	0961+//
(3+(4-(5+7)))	3457+-+
(6-(8/(6-2)))	6862-/-
(2-((1/9)+7))	219/7+-
(0-(0-(7+9)))	0079+--
(6-(3+(5-6)))	6356-+-
(6*(1-(3/7)))	6137/-*
(3/(9+(0-5)))	3905-+/
(3/(0-(8*6)))	3086*-/
(8*(3*(5/0)))	8350/**
(3-(1/(0+2)))	3102+/-
(8*(5/(4/0)))	8540//*
(9-(5-(5-0)))	9550---
(2-((0/0)-0))	200/0--
(6-(0+(1*1)))	6011*+-
((3*5)/(4/1))	35*41//
(1/(7*(2+5)))	1725+*/
(8+(0*(4-6)))	8046-*+
(6+(5+(0-4)))	6504-++
(9/(7/(2-0)))	9720-//
(7-(0*(0/8)))	7008/*-
(8*(8+(8-6)))	8886-+*
((8+6)+(5-3))	86+53-+
(2+(7/(7*0)))	2770*/+
(8-(2*(6-0)))	8260-*-
((5*0)+(1/0))	50*10/+
(1*(0*(3*6)))	1036***
(5*(3+(1+3)))	5313++*
((8+9)/(8/8))	89+88//
((0+9)-(2-8))	09+28--
(2-(8-(2+3)))	2823+--
(9/(4/(9*9)))	9499*//
((7-9)*(4+8))	79-48+*
(2+(7*(4-5)))	2745-*+
(5/((9+6)*2))	596+2*/
((2+4)+(1*7))	24+17*+
(4*(1+(2*4)))	4124*+*
(0*(6*(8+4)))	0684+**
(9+((9-7)*0))	997-0*+
(3*(0*(9-5)))	3095-**
(5+(6-(5*2)))	5652*-+
(9*(5-(6*7)))	9567*-*
(7-(7*(3/4)))	7734/*-
(0-(1/(8*3)))	0183*/-
(7-((9/8)+8))	798/8+-
(0-(2+(5/2)))	0252/+-
(2/((2-9)-5))	229-5-/
(2-(0*(4-8)))	2048-*-
(9-(6/(3+8)))	9638+/-
(2+(8+(2/0)))	2820/++
((5-3)-(4*7))	53-47*-
(7-(9+(9*9)))	7999*+-
((8*9)+(3+2))	89*32++
(9*((3-4)*8))	934-8**
(8*(0/(7-4)))	8074-/*
(5*(6-(7/3)))	5673/-*
((4-6)-(7*0))	46-70*-
(3*((8*2)*6))	382*6**
((3+6)*(4-2))	36+42-*
(7/(7+(7-0)))	7770-+/
(8/(4*(7-7)))	8477-*/
(2*(8*(2+5)))	2825+**
(7-(4-(3/4)))	7434/--
(5-(4-(8*6)))	5486*--
(8+(1+(4-2)))	8142-++
((3+4)*(9/9))	34+99/*
(0-(2+(9*3)))	0293*+-
(2*(6+(3*5)))	2635*+*
(8/(3/(8*5)))	8385*//
(2/(2*(3+7)))	2237+*/
(1/(6-(2*9)))	1629*-/
((9*2)/(4-3))	92*43-/
((5-5)-(6*2))	55-62*-
(9*(4*(5-4)))	9454-**
(2*(6-(3*3)))	2633*-*
(7+(8+(3*1)))	7831*++
(5-(4-(3/5)))	5435/--
(0+(2*(4*7)))	0247**+
(4*(2/(0-6)))	4206-/*
((1*0)/(2+9))	10*29+/
(0/(4/(7*5)))	0475*//
(4/((5-9)/5))	459-5//
((0-5)*(7-6))	05-76-*
(9+(8/(7+8)))	9878+/+
(9+((5/2)-6))	952/6-+
(2/(0*(7-4)))	2074-*/
(9-(0-(5-4)))	9054---
(8-(7/(3/0)))	8730//-
(7/(6-(6+8)))	7668+-/
(3+(5-(0+9)))	3509+-+
(7/(7+(3/5)))	7735/+/
(3+(4/(9/4)))	3494//+
(5+(6-(2*5)))	5625*-+
(9*(2/(6+2)))	9262+/*
(0*((0+2)-0))	002+0-*
(8+(8*(4/2)))	8842/*+
(8+(1+(0-0)))	8100-++
(3*(2*(0/6)))	3206/**
(4+(2+(8*7)))	4287*++
((3*2)*(2-4))	32*24-*
((0-1)+(4-8))	01-48-+
(8+(9-(5*4)))	8954*-+
(1/(2*(7+9)))	1279+*/
(1/(5/(6/9)))	1569///
(7/(3-(1-6)))	7316--/
((3*3)+(2-7))	33*27-+
(8*(8/(8*3)))	8883*/*
(0-(4/(8/2)))	0482//-
(3*(8+(4+4)))	3844++*
(5+(4-(1+7)))	5417+-+
(1*(6/(4-8)))	1648-/*
((1+1)+(7+6))	11+76++
(0*(2+(8+2)))	0282++*
(7/(9*(3-4)))	7934-*/
(3*(8-(9-8)))	3898--*
(4+(6/(8+9)))	4689+/+
(7-((2/2)+4))	722/4+-
(3-(3+(4*0)))	3340*+-
(4-(9/(8+2)))	4982+/-
(7-(1/(8*0)))	7180*/-
(9*(5/(8*4)))	9584*/*
(8*(7*(0+1)))	8701+**
(6-(4*(5-1)))	6451-*-
(0/(1/(4+7)))	0147+//
(9-(7*(3*3)))	9733**-
(7*(6-(7*8)))	7678*-*
((2-(5+1))/1)	251+-1/
((5-(5-1))+2)	551--2+
(1/(2/(0*6)))	1206*//
((8*0)+(0+7))	80*07++
(9/(5-(5*1)))	9551*-/
(6/(9+(1/7)))	6917/+/
(9*(0+(5*8)))	9058*+*
(9+(9+(5+2)))	9952+++
(6+(7+(6*8)))	6768*++
(3-(1/(5/3)))	3153//-
(2+(2/(0+9)))	2209+/+
(4*(6-(0/0)))	4600/-*
(1-((6-3)+0))	163-0+-
(4/((7/3)+8))	473/8+/
((3-(2+1))/2)	321+-2/
((9-8)/(9-1))	98-91-/
(1-(1+(9*0)))	1190*+-
(7/(1+(2-6)))	7126-+/
(4*(4/(1*0)))	4410*/*
(5/(5*(9+5)))	5595+*/
(5-(9/(0+9)))	5909+/-
(0/(1/(3+3)))	0133+//
(3/(2/(5/1)))	3251///
(1-(5-(9/6)))	1596/--
((6*6)*(8/0))	66*80/*
(1/(4*(3-7)))	1437-*/
(0*((7-9)-2))	079-2-*
(9*(3/(3+2)))	9332+/*
((4/(6-3))-3)	463-/3-
(3-(5*(2*8)))	3528**-
(4*(8*(4*0)))	4840***
((8+8)-(0*0))	88+00*-
(6/(2-(3-6)))	6236--/
((2+2)/(4-5))	22+45-/
((6*9)+(1-2))	69*12-+
(1-(8*(8-8)))	1888-*-
((0+2)-(8-8))	02+88--
(3*((2/7)/5))	327/5/*
(8*(4*(9/7)))	8497/**
(9-(0*(6+0)))	9060+*-
(0/(5-(8*0)))	0580*-/
(2/(8*(6*4)))	2864**/
(6/(4+(7+6)))	6476++/
(9*(7-(6/4)))	9764/-*
(3/(9*(4-2)))	3942-*/
(4+(3+(5-8)))	4358-++
(6-(7+(7/0)))	6770/+-
(6-(9*(4-0)))	6940-*-
(0*(9*(4+6)))	0946+**
((9*6)+(4+9))	96*49++
((5/4)-(0+3))	54/03+-
((4*(5*9))/2)	459**2/
(0*(2/(3-1)))	0231-/*
(0*(5*(4*6)))	0546***
(0+(4*(5*1)))	0451**+
(2-(7/(7*1)))	2771*/-
(6*(5-(5/2)))	6552/-*
(5*(6/(0*5)))	5605*/*
(4*(4/(3+1)))	4431+/*
((1-9)-(4+6))	19-46+-
(5*((6-0)-9))	560-9-*
((9*5)/(5+0))	95*50+/
(0-((9*4)/8))	094*8/-
(1+(2/(5-7)))	1257-/+
((5-1)-(5*1))	51-51*-
(9+(9-(1-0)))	9910--+
(7/(9-(4/0)))	7940/-/
(4-(9/(7/2)))	4972//-
(4+(4+(2+6)))	4426+++
(7*(1+(3/9)))	7139/+*
((0+7)-(2-6))	07+26--
(3-(3/(6+1)))	3361+/-
(2*(0-(9+5)))	2095+-*
((5/(3-6))/7)	536-/7/
(9*(5/(7/6)))	9576//*
(8/((7+8)/4))	878+4//
(5+(7+(8-5)))	5785-++
(3-(4/(1+3)))	3413+/-
(6*(5*(8*1)))	6581***
(8+(5+(6-2)))	8562-++
((4*8)-(2-6))	48*26--
(9/((1+9)-4))	919+4-/
(4-(8*(1-1)))	4811-*-
(5-(8/(0-4)))	5804-/-
(8-(3*(4/9)))	8349/*-
(6*(2+(7/8)))	6278/+*
(5*(4/(8*1)))	5481*/*
((3+4)-(2*0))	34+20*-
(6*(0*(4-1)))	6041-**
((3+9)/(6*1))	39+61*/
(5+(3+(6+8)))	5368+++
(0/(2+(9*3)))	0293*+/
(3*(7*(4/7)))	3747/**
