((3-0)/8)	30-8/
(4-(4-9))	449--
(3/(7-1))	371-/
((7-5)+4)	75-4+
(8-(2-0))	820--
((9-1)/2)	91-2/
(5/(5+7))	557+/
(8*(1*5))	815**
(0*(4*8))	048**
((7*3)/7)	73*7/
(7-(0-3))	703--
(9+(6-3))	963-+
((2-1)/8)	21-8/
(7+(2/0))	720/+
(2-(3-4))	234--
((6*0)+0)	60*0+
(7/(1-1))	711-/
(8+(0/1))	801/+
(1+(9/2))	192/+
(0*(1-6))	016-*
((6+6)*9)	66+9*
((2/2)*6)	22/6*
(2+(3+7))	237++
(1+(1+2))	112++
((6-3)*9)	63-9*
(2-(4*0))	240*-
(6*(2*1))	621**
((5/4)+7)	54/7+
(2/(2/7))	227//
(7-(3/3))	733/-
(3*(6+3))	363+*
(6*(1*0))	610**
((2*8)-5)	28*5-
(1-(7*2))	172*-
(4+(4/4))	444/+
(5-(8+5))	585+-
(4/(1+1))	411+/
((5-1)*7)	51-7*
(5+(1*3))	513*+
(7+(4+1))	741++
(0/(0-8))	008-/
(2*(9-3))	293-*
((8/7)/9)	87/9/
(4/(2+2))	422+/
((9+7)-5)	97+5-
(1/(9*2))	192*/
(1+(6*9))	169*+
((3+4)/3)	34+3/
((9+9)/0)	99+0/
((2-6)-9)	26-9-
(8+(9-5))	895-+
((8/5)/7)	85/7/
((9/5)-5)	95/5-
((9*9)*5)	99*5*
((3*3)*3)	33*3*
(0*(8+0))	080+*
(3/(6/6))	366//
(5/(8+4))	584+/
(8*(7*5))	875**
(4-(4-7))	447--
(4/(5-7))	457-/
((2-7)/0)	27-0/
(8-(3-7))	837--
(4/(1/0))	410//
(4/(9-5))	495-/
(3*(1/7))	317/*
(6-(0+9))	609+-
((1-3)+9)	13-9+
(2+(3*7))	237*+
(5*(6/3))	563/*
(7+(2*7))	727*+
(0*(0+9))	009+*
(1+(5+0))	150++
((6-0)-3)	60-3-
(9+(3/1))	931/+
((8*7)/1)	87*1/
(7+(4/6))	746/+
((8/7)-2)	87/2-
(9-(9*1))	991*-
((3*4)-3)	34*3-
((3+3)*4)	33+4*
((4+0)-5)	40+5-
(7-(0/7))	707/-
(1/(4/8))	148//
((2+2)/9)	22+9/
((4+8)/3)	48+3/
(5+(3+0))	530++
(5+(6-8))	568-+
(6/(8*8))	688*/
(2+(1/0))	210/+
((2/8)-9)	28/9-
(0+(6+1))	061++
((7*8)-2)	78*2-
(7+(1-1))	711-+
((0+2)+9)	02+9+
(8/(3*4))	834*/
(9*(7*9))	979**
((9*9)*2)	99*2*
(7-(3+7))	737+-
(9*(9/6))	996/*
(8/(4-3))	843-/
((0-1)/3)	01-3/
((1/5)-6)	15/6-
(3*(1+4))	314+*
((4+0)/9)	40+9/
((5/4)/5)	54/5/
(8*(6+3))	863+*
((0+5)-8)	05+8-
((7-9)/0)	79-0/
((9+0)*3)	90+3*
(7/(9*3))	793*/
((5-4)/8)	54-8/
(1+(2-8))	128-+
((4*8)*3)	48*3*
(8/(8*9))	889*/
(3-(5*4))	354*-
(4*(3*5))	435**
(1+(6-0))	160-+
((3*5)*8)	35*8*
(7+(4/5))	745/+
((6*3)-8)	63*8-
((2-7)*0)	27-0*
(1/(7-7))	177-/
((4*1)-1)	41*1-
(3-(7/9))	379/-
((3-5)/2)	35-2/
(0/(4*7))	047*/
(9-(8/5))	985/-
(9/(3+0))	930+/
(4+(4-7))	447-+
(2-(8*7))	287*-
(1+(3-8))	138-+
(9+(6*9))	969*+
(9/(9*3))	993*/
((5/4)-1)	54/1-
(9-(2-4))	924--
((3+5)/3)	35+3/
((3*3)+5)	33*5+
((5+1)/0)	51+0/
(8*(6/4))	864/*
(3+(9*9))	399*+
(2+(5*3))	253*+
((9*1)-6)	91*6-
(3/(5-4))	354-/
(9-(9+7))	997+-
(4-(8*3))	483*-
((9+6)/7)	96+7/
(1-(1-1))	111--
(9*(9+9))	999+*
(3/(7+2))	372+/
(6*(1/8))	618/*
(4-(3+8))	438+-
(7-(5*8))	758*-
(9/(8*1))	981*/
(4/(0+5))	405+/
((0+4)/2)	04+2/
((2+3)*4)	23+4*
(9-(9+4))	994+-
(6*(0*5))	605**
(8+(2+5))	825++
(4+(3/5))	435/+
((2-4)/2)	24-2/
(4/(6-7))	467-/
((8+6)*1)	86+1*
(5-(7+8))	578+-
(4+(2-9))	429-+
((6-0)+9)	60-9+
(6*(9+5))	695+*
(2/(8/4))	284//
(3-(2+1))	321+-
((0*5)+9)	05*9+
((5-3)-4)	53-4-
((3+7)+4)	37+4+
(6*(3+6))	636+*
((6-2)*4)	62-4*
(2/(9+3))	293+/
(0-(4/6))	046/-
(2*(7-6))	276-*
(9*(6-2))	962-*
(9*(6/8))	968/*
((2+4)*4)	24+4*
((1-0)*0)	10-0*
(8+(3*5))	835*+
((4-7)-5)	47-5-
((4*8)/3)	48*3/
(4/(3*0))	430*/
((5-2)/5)	52-5/
(3*(9+3))	393+*
((7/0)-0)	70/0-
(5/(1-5))	515-/
(9*(1*4))	914**
(1/(6-7))	167-/
(5+(2-8))	528-+
((5-3)*3)	53-3*
(7-(5*3))	753*-
((7-7)+7)	77-7+
((0*8)*4)	08*4*
(6*(5/5))	655/*
(7-(0-2))	702--
(6+(9-2))	692-+
((7/2)+0)	72/0+
((2+3)-7)	23+7-
((7*1)/8)	71*8/
((7*1)-8)	71*8-
(4*(0/6))	406/*
(4-(7/7))	477/-
((8*3)*8)	83*8*
(9+(0*0))	900*+
((7*6)+1)	76*1+
((6+5)*8)	65+8*
(2/(8-7))	287-/
(2-(0*4))	204*-
((7-9)+0)	79-0+
((6-4)-0)	64-0-
(6-(8/2))	682/-
(5-(5/7))	557/-
((9/8)-6)	98/6-
((3*9)/4)	39*4/
(6/(8/8))	688//
(8/(0*2))	802*/
(0/(1-1))	011-/
(6*(1*8))	618**
(3/(0*0))	300*/
(5-(8*5))	585*-
(4/(9/7))	497//
(6+(8/6))	686/+
(2-(0-6))	206--
(3+(8/7))	387/+
(1+(0-2))	102-+
(5*(6/2))	562/*
(8*(6*1))	861**
(5+(3*8))	538*+
((3/0)/8)	30/8/
((5+8)/0)	58+0/
(5*(5-6))	556-*
(0-(5*6))	056*-
(9/(6+0))	960+/
(7+(0*0))	700*+
(4*(2+1))	421+*
((6+0)-0)	60+0-
(4*(6-2))	462-*
(4+(3*9))	439*+
(3+(7/1))	371/+
(9/(3-5))	935-/
(2+(3/0))	230/+
((5+0)+1)	50+1+
(6*(3+4))	634+*
((3-3)-7)	33-7-
(5-(2+0))	520+-
((9+4)+8)	94+8+
(0*(1/4))	014/*
(7-(4-7))	747--
((8+3)*3)	83+3*
(3/(6+2))	362+/
((8+2)-7)	82+7-
(1+(1/6))	116/+
((4/1)/0)	41/0/
((9+3)-8)	93+8-
(6*(5+8))	658+*
(3+(3-4))	334-+
((0/8)-4)	08/4-
(7+(6/3))	763/+
(3*(8/3))	383/*
((2+3)/8)	23+8/
((5-5)/0)	55-0/
((8/5)/9)	85/9/
((4/0)+2)	40/2+
(3-(4*9))	349*-
(3+(2*8))	328*+
(5*(9+3))	593+*
((5+7)-9)	57+9-
((3-7)/7)	37-7/
((6-2)-2)	62-2-
(6+(2*4))	624*+
(5*(1+8))	518+*
(1+(9/6))	196/+
(1/(3+6))	136+/
(4+(4/2))	442/+
(9/(4+1))	941+/
((4-9)-8)	49-8-
((0+0)-3)	00+3-
((7*1)+5)	71*5+
(4*(3*2))	432**
(6+(3-9))	639-+
(4*(4+4))	444+*
(5*(0-4))	504-*
((5/5)+6)	55/6+
(4*(5+6))	456+*
(8-(2/0))	820/-
(4-(5-4))	454--
((4+6)*1)	46+1*
((1*9)-4)	19*4-
(3-(8*1))	381*-
(2-(9/6))	296/-
((1*2)+6)	12*6+
((1/3)/1)	13/1/
((5/2)-0)	52/0-
((3+5)/9)	35+9/
(7/(8/5))	785//
(9+(7+6))	976++
(5+(6/7))	567/+
(0*(6/7))	067/*
(6-(1*6))	616*-
(6-(3/4))	634/-
(2+(0*2))	202*+
(0-(0/2))	002/-
(4-(8-3))	483--
((1/2)+7)	12/7+
(0/(8-5))	085-/
(8*(6-4))	864-*
(8-(0*9))	809*-
((1-2)*4)	12-4*
((1+1)-2)	11+2-
(0+(1+9))	019++
(8+(1-7))	817-+
(8-(2+1))	821+-
((5+7)+8)	57+8+
((3*2)*3)	32*3*
(2+(2+5))	225++
(1*(2+3))	123+*
(7+(9+3))	793++
(8/(9-9))	899-/
((3+3)+0)	33+0+
(7/(4*1))	741*/
((5-5)+9)	55-9+
(6+(8/7))	687/+
(6+(9+8))	698++
((4*0)*1)	40*1*
((3-6)/6)	36-6/
((0*6)*2)	06*2*
((2-1)/3)	21-3/
(9-(6/0))	960/-
((6+1)+8)	61+8+
(1*(9/0))	190/*
((6-1)+1)	61-1+
((6+6)-5)	66+5-
((7*4)+8)	74*8+
(5+(8+5))	585++
((0/6)+6)	06/6+
(2+(3*0))	230*+
(2*(6/6))	266/*
(0/(0-5))	005-/
(6/(2*0))	620*/
(1-(9*7))	197*-
(1+(2+8))	128++
(4-(8-8))	488--
(5/(3*5))	535*/
((2*2)/8)	22*8/
((1/8)/9)	18/9/
((3/2)+5)	32/5+
(9/(5*8))	958*/
(7+(0+4))	704++
(6/(7+6))	676+/
(7+(3/4))	734/+
(1+(8*6))	186*+
(0+(5/8))	058/+
(7+(4*8))	748*+
(9/(7+2))	972+/
((5*5)*5)	55*5*
(2+(3/3))	233/+
((3*9)+9)	39*9+
((6+7)-4)	67+4-
((9+8)-5)	98+5-
((5*7)/3)	57*3/
(3/(6+5))	365+/
(9-(4*3))	943*-
((1-2)+1)	12-1+
((7/7)*9)	77/9*
(3*(9+4))	394+*
(4+(4-6))	446-+
(1/(5-0))	150-/
(0/(4+2))	042+/
(1-(0/4))	104/-
((5+9)/8)	59+8/
(7/(4/4))	744//
(2*(1+8))	218+*
(2-(8+9))	289+-
((8-3)*9)	83-9*
(6*(7/0))	670/*
((9/3)/9)	93/9/
((1+2)+0)	12+0+
((0/5)*8)	05/8*
(2+(3-1))	231-+
(8-(1*5))	815*-
(3/(0*8))	308*/
(9*(1-6))	916-*
(4+(8-9))	489-+
((6+4)/7)	64+7/
(7+(0-5))	705-+
(2/(7*6))	276*/
((0*5)-1)	05*1-
(8/(7/6))	876//
(3-(0+6))	306+-
(5-(3/5))	535/-
(0/(7+3))	073+/
((0-9)*0)	09-0*
(2-(8-5))	285--
((5*2)-3)	52*3-
((9+5)*2)	95+2*
(7-(5-5))	755--
(6/(6+0))	660+/
((0*1)/4)	01*4/
(6+(7+5))	675++
(1/(8-4))	184-/
(1+(3*5))	135*+
(8+(2-8))	828-+
(2/(2*4))	224*/
((2+3)-1)	23+1-
(8*(9+6))	896+*
((4/6)*4)	46/4*
((6+2)*9)	62+9*
(3*(3/1))	331/*
((1+7)*3)	17+3*
((4/9)+3)	49/3+
(8+(4/0))	840/+
((0*8)-6)	08*6-
(1-(2*2))	122*-
((1*3)-7)	13*7-
((3/1)+3)	31/3+
(3-(9+9))	399+-
(1+(3-8))	138-+
(1-(6+4))	164+-
(2-(0+8))	208+-
(6-(4-7))	647--
(4+(8-9))	489-+
(1-(2-8))	128--
(3-(8/8))	388/-
((1*8)-1)	18*1-
((7/3)+0)	73/0+
(8-(5-2))	852--
((2*9)/3)	29*3/
((8+5)/1)	85+1/
((1*5)-3)	15*3-
(2/(2-7))	227-/
((0*3)-5)	03*5-
(4+(1*6))	416*+
((0*3)*6)	03*6*
((9+1)*7)	91+7*
(1+(5*8))	158*+
(9/(8/8))	988//
(4+(2-7))	427-+
(2*(8-0))	280-*
(1*(6+5))	165+*
((4/2)-0)	42/0-
((3+0)*5)	30+5*
(7*(3-8))	738-*
(2*(2-2))	222-*
(7+(0*9))	709*+
((6-2)/6)	62-6/
(1*(0*4))	104**
((7*4)+4)	74*4+
(2*(4*3))	243**
((0/4)/6)	04/6/
((7-9)/3)	79-3/
(1+(4/0))	140/+
(8/(9*6))	896*/
(1+(2+4))	124++
((9/2)/6)	92/6/
((8/7)*6)	87/6*
(9+(5/6))	956/+
(4-(8*5))	485*-
(1/(2/9))	129//
(9+(5-7))	957-+
((1+5)*6)	15+6*
((5-1)+6)	51-6+
(9+(7-9))	979-+
(0+(0+2))	002++
(8/(4/4))	844//
(5+(6-7))	567-+
(4+(0*7))	407*+
(5-(2-1))	521--
(6+(4*3))	643*+
((6-4)+5)	64-5+
(6+(6*9))	669*+
((1*5)+3)	15*3+
(9+(5+0))	950++
(5*(7/2))	572/*
(6+(2+9))	629++
((0*2)+1)	02*1+
((5+1)/1)	51+1/
((5-2)/5)	52-5/
(8*(1/9))	819/*
((9/5)*7)	95/7*
((9+2)/6)	92+6/
(6/(2*4))	624*/
((2*7)+8)	27*8+
(5*(0-5))	505-*
(9+(7+7))	977++
((1+9)/9)	19+9/
(1-(0/0))	100/-
((6*6)/9)	66*9/
((8-2)*5)	82-5*
(3*(1+9))	319+*
((8/3)/2)	83/2/
(6/(5*5))	655*/
(5*(5*4))	554**
(8+(5*7))	857*+
(6/(5*6))	656*/
((5*8)*0)	58*0*
(5/(3-8))	538-/
(4-(6+5))	465+-
((5-0)/2)	50-2/
((9-9)-2)	99-2-
(4+(7/3))	473/+
((4+8)+0)	48+0+
(0/(3-3))	033-/
(9/(4-5))	945-/
(5/(7/6))	576//
(8/(5-8))	858-/
(7-(9+5))	795+-
((6+0)/7)	60+7/
((2/4)-5)	24/5-
(2+(8+5))	285++
((6/7)-5)	67/5-
(7-(7*2))	772*-
(9-(2+8))	928+-
((3-2)+5)	32-5+
(3+(6/8))	368/+
(8/(7/7))	877//
(8/(7+9))	879+/
((5*5)-6)	55*6-
(0+(3/9))	039/+
((8+6)+1)	86+1+
(2-(7+8))	278+-
(6/(9/7))	697//
((6+9)-6)	69+6-
(8/(5*7))	857*/
((1/3)-9)	13/9-
(8/(4+9))	849+/
(2/(2-0))	220-/
(3-(5+4))	354+-
((2/5)/8)	25/8/
((4*4)+0)	44*0+
(3-(2+6))	326+-
((2+8)+2)	28+2+
((6+4)-1)	64+1-
((5-8)/4)	58-4/
(3/(4/3))	343//
(3/(8/1))	381//
(2/(0*5))	205*/
(8-(9*9))	899*-
((1+9)-6)	19+6-
(3*(8+1))	381+*
(9/(5-5))	955-/
(6+(6-0))	660-+
(8-(3+8))	838+-
(1*(6+4))	164+*
(0*(1-7))	017-*
((0/7)-2)	07/2-
(2+(4*8))	248*+
((2-5)/0)	25-0/
((1+7)+7)	17+7+
((7*8)-8)	78*8-
(0-(4+5))	045+-
(3/(4*7))	347*/
(0*(4-2))	042-*
((5*0)+6)	50*6+
(2*(9+1))	291+*
((4*1)*3)	41*3*
(6+(8+3))	683++
((3+6)+4)	36+4+
(8-(5/7))	857/-
((4+5)+3)	45+3+
(7-(1-4))	714--
(2-(0/4))	204/-
((1-7)/5)	17-5/
(8-(2-4))	824--
((8+9)*3)	89+3*
(5-(1/8))	518/-
(2*(1*1))	211**
(7*(4+9))	749+*
(5/(0-1))	501-/
(2/(3/9))	239//
((3+7)-1)	37+1-
((6/3)/8)	63/8/
((3-0)*8)	30-8*
((5+3)/3)	53+3/
(0+(7*6))	076*+
(2*(3/0))	230/*
((9*7)-0)	97*0-
(1+(8-8))	188-+
(7+(4/3))	743/+
(9-(0+6))	906+-
((8/4)/5)	84/5/
(4*(4/0))	440/*
(0/(9+9))	099+/
(6/(6*2))	662*/
((4-0)-4)	40-4-
(5*(3*1))	531**
(9+(4+0))	940++
(4-(1*4))	414*-
(9*(3+4))	934+*
((8/2)-6)	82/6-
(6+(2+1))	621++
(2+(1-9))	219-+
(7/(5+1))	751+/
(8-(1/2))	812/-
(4+(6+1))	461++
(1-(6*7))	167*-
(1/(6*8))	168*/
((9+1)*1)	91+1*
(9*(7/7))	977/*
(8*(3+0))	830+*
(8+(6+4))	864++
((8-0)+7)	80-7+
((3-1)*6)	31-6*
(5+(5+1))	551++
(4/(6+1))	461+/
((7*6)-2)	76*2-
((3-3)+1)	33-1+
((1+4)-6)	14+6-
(5*(4+0))	540+*
(3-(7-8))	378--
(7+(5+0))	750++
(0*(9+1))	091+*
((8/0)+9)	80/9+
((7-8)/8)	78-8/
(0*(0/8))	008/*
(0+(4/3))	043/+
(2/(4*3))	243*/
(7/(6-8))	768-/
((2/2)*6)	22/6*
(4+(1/9))	419/+
(5-(3*2))	532*-
(7*(2*2))	722**
((7-8)-0)	78-0-
((9*2)-8)	92*8-
((5+6)/9)	56+9/
(0/(7/3))	073//
(1*(6+6))	166+*
((3-0)*1)	30-1*
(2*(4/6))	246/*
(0/(2-5))	025-/
((7*4)+1)	74*1+
(1-(6-0))	160--
(9*(2*6))	926**
((2+6)/1)	26+1/
((1*8)-9)	18*9-
(9/(4/2))	942//
((5+9)+6)	59+6+
(9+(3-2))	932-+
(6+(1+6))	616++
((9*3)/9)	93*9/
(2/(2-7))	227-/
((1/0)+9)	10/9+
(0+(5-3))	053-+
((2+0)-1)	20+1-
((0-0)/3)	00-3/
(4*(1/6))	416/*
(2+(2+5))	225++
(5-(8+6))	586+-
((2-3)*6)	23-6*
(3+(8/0))	380/+
(8+(1/3))	813/+
(7*(6/5))	765/*
((2-0)-7)	20-7-
((8*2)+4)	82*4+
((1*8)-0)	18*0-
(8-(6/8))	868/-
(0/(4/8))	048//
(8-(0*6))	806*-
((6*1)+9)	61*9+
(6+(3-9))	639-+
((6*3)*5)	63*5*
((4/3)/2)	43/2/
(3*(5+5))	355+*
((8+1)-3)	81+3-
((3-3)-2)	33-2-
(4*(6-4))	464-*
(9+(7+9))	979++
(8*(1+8))	818+*
(5/(8/7))	587//
((0/7)+1)	07/1+
(8+(8-4))	884-+
((5+8)-0)	58+0-
((8-2)-3)	82-3-
((2-5)+6)	25-6+
(1*(4-9))	149-*
(0*(8-7))	087-*
((9+9)*8)	99+8*
(0/(2+7))	027+/
((1/5)+3)	15/3+
(4+(5-4))	454-+
(8-(7*7))	877*-
((6/8)+5)	68/5+
(9/(2-8))	928-/
(5*(5/5))	555/*
(3*(7*8))	378**
((8+3)/9)	83+9/
(0-(7+8))	078+-
((2*3)-9)	23*9-
((3*6)*7)	36*7*
((6*1)/0)	61*0/
(2+(4+6))	246++
((1+6)/6)	16+6/
(9-(1-1))	911--
(3-(0/7))	307/-
((2-7)-7)	27-7-
((1-5)*5)	15-5*
((2+6)-7)	26+7-
(5-(7+3))	573+-
(8+(5*6))	856*+
((3*9)+8)	39*8+
((8+0)+5)	80+5+
(6-(0/6))	606/-
(7/(5+0))	750+/
(5/(8-5))	585-/
((4/7)/6)	47/6/
((9+5)+6)	95+6+
((7*4)/9)	74*9/
((6-0)+2)	60-2+
((4/4)*2)	44/2*
((4-3)+9)	43-9+
((3*7)/6)	37*6/
(6/(7*3))	673*/
(5/(2/8))	528//
((9-0)/7)	90-7/
((7*4)+3)	74*3+
((8*4)+5)	84*5+
(1/(6/1))	161//
(1+(1*6))	116*+
(9*(6*4))	964**
(0+(7+1))	071++
(1-(4-5))	145--
(0-(0/2))	002/-
((6+4)-5)	64+5-
(5+(0+0))	500++
((0+8)-8)	08+8-
((8-7)+3)	87-3+
((6+0)*5)	60+5*
(4*(7-2))	472-*
(5*(8*4))	584**
(4/(8/3))	483//
(4+(6*9))	469*+
(9-(4+2))	942+-
(3*(9/5))	395/*
(7/(1-0))	710-/
(7-(9+9))	799+-
((3+6)+9)	36+9+
(3*(9/2))	392/*
(6/(9+0))	690+/
(5*(6*2))	562**
((8*0)-3)	80*3-
(7*(4*6))	746**
(8+(9*5))	895*+
((0*3)+6)	03*6+
(2-(2-6))	226--
(1*(3/8))	138/*
((9/7)+7)	97/7+
((7/0)/0)	70/0/
(8-(3/5))	835/-
((5/7)+5)	57/5+
(4/(7-8))	478-/
((5/9)*2)	59/2*
((9*2)*2)	92*2*
((9-0)/5)	90-5/
((6-9)+0)	69-0+
(4/(7/1))	471//
(5+(2/5))	525/+
(5-(8-4))	584--
(1-(9-2))	192--
((8*1)-5)	81*5-
(4+(8*1))	481*+
((8-6)/8)	86-8/
(5+(3-6))	536-+
((9+3)/8)	93+8/
((0/9)*5)	09/5*
((6-0)*6)	60-6*
((9-2)+5)	92-5+
(0/(2-8))	028-/
((9/5)/2)	95/2/
((7+3)-4)	73+4-
(9+(6+8))	968++
(5-(9-3))	593--
(2*(2+5))	225+*
(4*(8-9))	489-*
(9-(8-7))	987--
(6/(7-6))	676-/
((2*4)-4)	24*4-
((3+0)*1)	30+1*
((9/8)-9)	98/9-
(1/(0*0))	100*/
((2/5)-6)	25/6-
((4/6)/2)	46/2/
(5-(4*1))	541*-
(4+(6*8))	468*+
(4+(1-1))	411-+
((0-6)/7)	06-7/
((9-6)/8)	96-8/
((7*6)/9)	76*9/
(3*(8-0))	380-*
((9-1)/9)	91-9/
(5+(6-5))	565-+
((2/3)/2)	23/2/
(1*(2-5))	125-*
((5/0)-3)	50/3-
(5*(2*6))	526**
((2+7)/9)	27+9/
(9*(4-4))	944-*
(4/(0*9))	409*/
(3+(8/3))	383/+
((5+0)*3)	50+3*
((0-1)+4)	01-4+
((1/7)/3)	17/3/
(7+(9-0))	790-+
(6*(2*3))	623**
(0*(5-5))	055-*
((0+5)*3)	05+3*
(9-(4*7))	947*-
(0/(5/1))	051//
(5/(8+7))	587+/
(7*(1+0))	710+*
(6-(0*7))	607*-
(5+(6*1))	561*+
(1-(1-8))	118--
(2-(0*2))	202*-
(1+(1*3))	113*+
((5*6)/9)	56*9/
(5*(6/7))	567/*
((2+9)*3)	29+3*
((9-0)*2)	90-2*
((0/1)+6)	01/6+
((6/8)+6)	68/6+
((6-4)/7)	64-7/
(7*(3*4))	734**
(3/(6/4))	364//
(9-(6/2))	962/-
((4/0)*4)	40/4*
((6+3)-2)	63+2-
(3+(7+5))	375++
(1*(2-0))	120-*
(0-(6*1))	061*-
((6*5)*2)	65*2*
(0+(3/3))	033/+
(5/(2*3))	523*/
(6/(5/3))	653//
(5*(4*8))	548**
((5/5)*8)	55/8*
((1-5)+4)	15-4+
(4*(7*4))	474**
(7/(2/4))	724//
((1*3)+9)	13*9+
((8*5)-7)	85*7-
(6/(6+6))	666+/
(4*(7/1))	471/*
(8+(9/9))	899/+
(6-(4/4))	644/-
((1+2)/9)	12+9/
(9*(6+8))	968+*
((2*3)+2)	23*2+
((9/9)-3)	99/3-
((9/6)+0)	96/0+
((1+5)/5)	15+5/
((7*2)*5)	72*5*
(6-(0+0))	600+-
(3/(5/1))	351//
(4+(6+8))	468++
(3*(8*0))	380**
((4*1)/0)	41*0/
(0+(0/6))	006/+
(1-(0/5))	105/-
(0-(4*4))	044*-
(7*(0-3))	703-*
(5-(3*7))	537*-
(0-(7-3))	073--
((8/2)+8)	82/8+
((2*9)*7)	29*7*
(6+(2-8))	628-+
(7/(8*3))	783*/
((4-6)*8)	46-8*
((3/9)*2)	39/2*
(1*(3+7))	137+*
(2-(7/2))	272/-
(5+(9+2))	592++
(4-(3+5))	435+-
((5*9)/1)	59*1/
((5/2)+5)	52/5+
(0+(4-8))	048-+
(8*(6/3))	863/*
(5/(2/7))	527//
(3+(4+4))	344++
((1*1)/0)	11*0/
((9+8)+9)	98+9+
((1/1)-6)	11/6-
((5+4)*0)	54+0*
(9-(7*3))	973*-
(3+(0+6))	306++
((0/2)*9)	02/9*
((8-4)/8)	84-8/
((5*5)*3)	55*3*
(2+(1/1))	211/+
(4-(2*2))	422*-
(6+(2+7))	627++
(7-(5/5))	755/-
(3*(9/1))	391/*
((3*0)+4)	30*4+
(3*(4*4))	344**
((6+0)*0)	60+0*
(8-(7*5))	875*-
(0*(0+1))	001+*
(4+(4*2))	442*+
(3-(3-5))	335--
(6*(0+0))	600+*
((7/2)-6)	72/6-
(0/(2*4))	024*/
((4+9)+0)	49+0+
(1+(6*9))	169*+
(8*(7+7))	877+*
((9/0)+5)	90/5+
((8*0)/8)	80*8/
((5+6)-1)	56+1-
(5*(2/4))	524/*
((4*8)/5)	48*5/
(9/(9/0))	990//
((8/9)-2)	89/2-
(0-(7-9))	079--
(8/(2*8))	828*/
((8-1)+9)	81-9+
(8*(9+8))	898+*
(5*(3*4))	534**
((8+9)-1)	89+1-
(2-(4+4))	244+-
(7/(6/6))	766//
((7+6)/4)	76+4/
(3-(0/2))	302/-
(5+(1-4))	514-+
(0*(0/1))	001/*
(5*(8/2))	582/*
((8+9)/0)	89+0/
(0/(6/2))	062//
(6*(5*2))	652**
(9*(5/3))	953/*
(0+(3-9))	039-+
(5*(3+2))	532+*
((9*6)-9)	96*9-
(0-(5+1))	051+-
((8+4)+6)	84+6+
(9/(6*5))	965*/
(7+(9-2))	792-+
(3-(3-0))	330--
((6+9)*9)	69+9*
(0/(9+6))	096+/
(1+(3*2))	132*+
(4-(8-7))	487--
(8+(7-1))	871-+
(1*(8*6))	186**
((1/1)-2)	11/2-
(4-(9*8))	498*-
(0+(0+3))	003++
((6+1)/1)	61+1/
(8*(3*6))	836**
((7-1)/6)	71-6/
(5-(1/6))	516/-
((1/9)/8)	19/8/
(9*(7/7))	977/*
(1*(1*7))	117**
(5/(9+3))	593+/
(0*(1+0))	010+*
(3*(0*2))	302**
(5/(1+8))	518+/
((7/7)-9)	77/9-
(4-(1/0))	410/-
((1*0)/1)	10*1/
(1*(0+0))	100+*
(4-(0+8))	408+-
(4*(2*5))	425**
((9+6)*0)	96+0*
(6*(0/1))	601/*
((2-9)/2)	29-2/
(1-(2-5))	125--
((0+1)-2)	01+2-
(1+(3*2))	132*+
(2+(5-6))	256-+
(8+(4/8))	848/+
((4-5)*0)	45-0*
(3*(6-3))	363-*
((4/9)*6)	49/6*
((2*7)/4)	27*4/
(4/(7/7))	477//
((4/2)-0)	42/0-
((1*8)/0)	18*0/
((9/0)/5)	90/5/
(1*(0/1))	101/*
((0*0)/4)	00*4/
((9+0)/1)	90+1/
(9*(2-4))	924-*
((2*8)*6)	28*6*
(3+(1*3))	313*+
((3-9)/8)	39-8/
(4*(4+4))	444+*
(5/(3/6))	536//
(9-(8+8))	988+-
((5/7)+5)	57/5+
((3+5)+2)	35+2+
(8/(1+4))	814+/
((2*0)/2)	20*2/
((9+6)+3)	96+3+
((7*7)/6)	77*6/
((4*5)-6)	45*6-
(0-(5/6))	056/-
((3/0)/0)	30/0/
(0*(9-0))	090-*
((6-0)-5)	60-5-
(8+(0/5))	805/+
(0/(8+5))	085+/
((4+4)+8)	44+8+
((0/3)/5)	03/5/
(2-(2*1))	221*-
(6/(2+1))	621+/
(8+(3+9))	839++
(7/(6/9))	769//
(6*(5-7))	657-*
(5/(4/3))	543//
((4-2)+6)	42-6+
(3*(3+1))	331+*
(0/(6-7))	067-/
((0-3)*2)	03-2*
(7+(3+1))	731++
((4*8)/5)	48*5/
(2+(6/2))	262/+
(5+(7-6))	576-+
((1/1)/6)	11/6/
(2/(4+1))	241+/
((7+9)/9)	79+9/
(4-(6/8))	468/-
(0-(4*7))	047*-
((3+6)+5)	36+5+
(5*(7-2))	572-*
(6/(2/8))	628//
(4/(2*4))	424*/
((6-0)/7)	60-7/
(2-(3/7))	237/-
(9-(0+1))	901+-
(9-(5*9))	959*-
(4*(7-8))	478-*
(3+(3-1))	331-+
((3*9)/9)	39*9/
((3-7)/2)	37-2/
(8*(2-5))	825-*
((3+7)-1)	37+1-
((3*5)/8)	35*8/
(6/(0-1))	601-/
((9+6)-2)	96+2-
(3+(7-3))	373-+
((2*4)/9)	24*9/
((8+3)-1)	83+1-
(8/(7*0))	870*/
(8-(0-3))	803--
(8*(7*3))	873**
(6+(2*2))	622*+
((0/3)*2)	03/2*
(6-(8-1))	681--
(6+(2-2))	622-+
(0-(5/6))	056/-
(6+(7+8))	678++
(5*(6+7))	567+*
(8-(7*6))	876*-
((0/0)-5)	00/5-
