(((2+0)-(9*2))*(6*9))	20+92*-69**
(8-(2/((8*0)*(5+(9/3)))))	8280*593/+*/-
((1*((4/(8/5))+9))+(7/4))	1485//9+*74/+
((3-(2+(9/0)))/(0/3))	3290/+-03//
((2*6)/(2+(4/(7+(8+0)))))	26*24780++/+/
((5*8)+((3-(6+5))*2))	58*365+-2*+
(((5+(1-2))+8)+(5-7))	512-+8+57-+
((9*(0*(0/8)))/(3*6))	9008/**36*/
(8-(((6-5)-(6/4))+(7-0)))	865-64/-70-+-
((4*(2-2))-(9*(8/4)))	422-*984/*-
(8/(((7/(6-6))+1)/(9/5)))	8766-/1+95///
(((9-5)-0)*(5+(7-4)))	95-0-574-+*
(8/((2-4)*(2-(5/9))))	824-259/-*/
((5*(4-(2*5)))*(0*(7/3)))	5425*-*073/**
((6-1)/((0-(6*8))/(6+8)))	61-068*-68+//
(((3-1)-(9+(3+4)))+9)	31-934++-9+
((0-8)-((3/(7/(3+5)))+1))	08-3735+//1+-
((0+(1-(5+3)))-(0-(9/5)))	0153+-+095/--
(((3*4)+(5*2))+(5/9))	34*52*+59/+
(9-((4+0)*(1+(5-(5/4)))))	940+1554/-+*-
(1*((9/(8-(0*9)))+(4/2)))	19809*-/42/+*
((5/4)-(4*(3+(5-3))))	54/4353-+*-
((8*4)-(3-(3+(9*6))))	84*3396*+--
(6-(((1-2)+8)+(0*(6/4))))	612-8+064/*+-
(((8/8)-(3-8))-(0+3))	88/38--03+-
((9+(4-3))-(3+(4/9)))	943-+349/+-
((0+(2/(2*0)))-(7+1))	0220*/+71+-
(((6-(8+7))*(1/6))/3)	687+-16/*3/
((8*(7/3))+(6-(4+4)))	873/*644+-+
((9-1)+(4-(7*(1+3))))	91-4713+*-+
(((5/(7-6))-(8/(6/9)))/1)	576-/869//-1/
(4/((4*(0+3))*(0*7)))	4403+*07**/
((0/(7*(3*5)))+(7/(6/1)))	0735**/761//+
((1-5)-(9*(3-(9*(0/4)))))	15-93904/*-*-
((6/1)+((0-8)*(8-6)))	61/08-86-*+
(((0-8)+(6-9))*((9*4)*5))	08-69-+94*5**
(((8*6)/2)/(0-(5+(9*2))))	86*2/0592*+-/
((7-(3/7))+(0*(0/7)))	737/-007/*+
((8-0)*(4*(7/(2+(5-9)))))	80-47259-+/**
(((3+3)/(9-1))-(5*9))	33+91-/59*-
((9-((3/8)-(8/4)))/(1+0))	938/84/--10+/
((9-(3+(7/(6+2))))/(0-1))	93762+/+-01-/
((4-(9+(6/5)))*(7-3))	4965/+-73-*
((1-(6+9))*(9/(4*1)))	169+-941*/*
(((4*7)+(6+(2/1)))-(0+0))	47*621/++00+-
((1/(4+(6-3)))+(5-0))	1463-+/50-+
(((6+4)*8)+(9/(5/3)))	64+8*953//+
(7/(2*((6-8)/(7-5))))	7268-75-/*/
(1/(8-((1+(4-2))+(8-1))))	18142-+81-+-/
(((1*8)+(9/3))+(7-(7-6)))	18*93/+776--+
((9*(5*0))/(2+(9*4)))	950**294*+/
((8+(7-(5*1)))*(3-7))	8751*-+37-*
((6*(6+0))+(3*(8/(7/4))))	660+*3874//*+
(((2*6)/(3*1))/(5/(1/1)))	26*31*/511///
((5+(4*6))-(9*(2-(9*5))))	546*+9295*-*-
((0/7)+(5-(7/(4/(3/4)))))	07/57434///-+
(((9*4)-5)*((4+8)+3))	94*5-48+3+*
(((4+5)-6)*(3+(0*9)))	45+6-309*+*
(((3-2)+(4/2))+(1/(0*0)))	32-42/+100*/+
(((5/4)-(4/6))*(6+7))	54/46/-67+*
(((4/0)*7)*(8/(4*4)))	40/7*844*/*
((2/9)/(2-(8*(1*4))))	29/2814**-/
((0+(6+4))/(2-(2-(3-7))))	064++2237---/
((0/(6+1))+(1+(4+(8+8))))	061+/1488++++
(((7*3)+8)/((3+(6*4))-1))	73*8+364*+1-/
((7-(6+2))/(9-(2*3)))	762+-923*-/
((0/6)*((8+(2*7))/(9/7)))	06/827*+97//*
(2+(8-(7/((1+7)+(1/6)))))	28717+16/+/-+
((3+(2-5))-((4/6)*(1-3)))	325-+46/13-*-
(((7*7)+(4+7))/(9+(8-4)))	77*47++984-+/
((9/(6/(4-9)))/(2+(5*9)))	9649-//259*+/
(5-((5+(3-(0-0)))-0))	55300--+0--
((3+(3-8))-(2+(5+(4*4))))	338-+2544*++-
((4*(3-6))-(7+(3-3)))	436-*733-+-
(((6+7)-4)/(1-(0/9)))	67+4-109/-/
((1/(1+4))-(5+(5+(6-2))))	114+/5562-++-
(((3+7)+(3+8))+(1*6))	37+38++16*+
((6*(1+7))-(5*(1-(7+6))))	617+*5176+-*-
((3+5)-(((0/1)-(6-1))+4))	35+01/61--4+-
((7-(3*9))/((1*5)-(3/0)))	739*-15*30/-/
(((7/(9+3))*(9-7))/(0-1))	793+/97-*01-/
(((6-9)+5)/(5/(4*8)))	69-5+548*//
((8+0)/(1*(1-(6*6))))	80+1166*-*/
((2/6)+(8*(0+(5/0))))	26/8050/+*+
((2+9)+((9-0)/(7*(0/8))))	29+90-708/*/+
((3+(7-(6-9)))+(7+5))	3769--+75++
(((6/1)*6)*(7-(0/(8*6))))	61/6*7086*/-*
((((6-(4*4))*0)/(2+4))-2)	644*-0*24+/2-
((5/1)/((6+(2+4))*(5+3)))	51/624++53+*/
((7/(9*2))-(0/(0-5)))	792*/005-/-
((4+4)-((6/(4*4))-(0+8)))	44+644*/08+--
((2-((0-(6-5))-(8*1)))-5)	2065--81*--5-
(((1+6)+(4+(4-1)))-6)	16+441-++6-
(9-(2/(9-(3*(1*(6+8))))))	9293168+**-/-
((0-7)+(3*(2*(3*1))))	07-3231***+
(((2+(6/3))-9)+(8/(8/4)))	263/+9-884//+
((1-1)-((4+0)*(2/(6-1))))	11-40+261-/*-
(((5-(2/2))+(7-(1-5)))/8)	522/-715--+8/
(((4/4)/3)*(0*(9/(2+3))))	44/3/0923+/**
((3/(8+2))*(2*(2-8)))	382+/228-**
(((5/8)-8)*(9+(9-(2/3))))	58/8-9923/-+*
((9-(0*6))/(5/(3+6)))	906*-536+//
((3-(9/1))-(1-(4/0)))	391/-140/--
((8*(6-1))/(0/(3+6)))	861-*036+//
((5-((8/0)-6))-(4+(1-4)))	580/6--414-+-
((6/(6/(0-(8/9))))*(0-2))	66089/-//02-*
((1-3)*(3-((1/(6-6))/0)))	13-3166-/0/-*
((6/((4*8)+(0+7)))+(4+0))	648*07++/40++
((9+3)-(0-(1+(5-1))))	93+0151-+--
(((3+1)+6)-((0*5)+(4-9)))	31+6+05*49-+-
(((4/(0-7))/(4*3))*(5-6))	407-/43*/56-*
(((9*(7/(0*0)))-4)/9)	9700*/*4-9/
((3/(8+(6+((7+0)+6))))-9)	38670+6+++/9-
((4*((6*(7+3))/0))+(7-5))	4673+*0/*75-+
(((0-1)/(5+2))+(7*2))	01-52+/72*+
((8*(5+(6*9)))*(5/4))	8569*+*54/*
(4*((2*8)*(3+(5/(0/2)))))	428*3502//+**
((3*((4*6)-(5-2)))+(6+0))	346*52--*60++
(((9/5)-(0-1))+(2/(1/3)))	95/01--213//+
(((1+5)+2)-(6+(6*7)))	15+2+667*+-
((6/(7-4))*(0*(0+7)))	674-/007+**
(((8*4)+9)+(5-(6/6)))	84*9+566/-+
((9/(4*(9/(1-(6/0)))))*7)	949160/-/*/7*
((4/(2/(0-3)))-(4/(9+2)))	4203-//492+/-
(2*(9/((2-8)*(5+3))))	2928-53+*/*
((1-(7-6))+(2-(7-(6/6))))	176--2766/--+
(((7+2)-(5-3))-(7/3))	72+53--73/-
(((0*5)+((1/(3*9))/4))/2)	05*139*/4/+2/
((8*(0*(4/9)))-(5/1))	8049/**51/-
(((0-9)*(2/6))-(4+(1*0)))	09-26/*410*+-
((3+(1+5))/(9/(3/5)))	315++935///
((7+(4+0))+(9/(3+(5/1))))	740++9351/+/+
((9/(8+7))-(1*(8+0)))	987+/180+*-
((1*(0+(3/(7-4))))-(8*0))	10374-/+*80*-
((2/(6/(2*7)))/(1+1))	2627*//11+/
((0*(5-(4-2)))-(2/5))	0542--*25/-
((9+1)-(1/(6/(7+(9-4)))))	91+16794-+//-
((3-5)/(5/(5+(3-6))))	35-5536-+//
((0/2)/(0-(2-(9+(0/8)))))	02/02908/+--/
(((1+(7/(4+7)))*5)*(7/6))	1747+/+5*76/*
((9-(7+4))+(7+(7*(7/6))))	974+-7776/*++
((((7/6)+(2+1))-6)+(1/1))	76/21++6-11/+
((6-2)*((3*(3-0))-9))	62-330-*9-*
((7/(8*(8+(5/2))))+1)	78852/+*/1+
((3+((8+0)*(4-4)))-(4+4))	380+44-*+44+-
(((5-9)/(1*(4-8)))+(1/9))	59-148-*/19/+
((5-0)/((0+2)-(1+8)))	50-02+18+-/
((2+(9+(5-0)))*((7/7)/0))	2950-++77/0/*
((1+(7/0))-(5*(2*1)))	170/+521**-
((7/(1+1))-(3+(8+1)))	711+/381++-
((5/((0*(3*7))*9))+(6*4))	5037**9*/64*+
(((8/5)*(0+5))*(9+6))	85/05+*96+*
(((9-(2/(7+4)))*(4-6))-7)	9274+/-46-*7-
(((1*0)-((5/1)/(6-4)))*6)	10*51/64-/-6*
(((8-7)+6)+(7-(8/(2-3))))	87-6+7823-/-+
((4-2)*((5-(3+7))-(0-4)))	42-537+-04--*
(1+((5*7)-(4+(7*(3*4)))))	157*4734**+-+
((7*((9-3)-1))/(5*(4*0)))	793-1-*540**/
((6*(3-2))-(5+(6/(3/3))))	632-*5633//+-
(((6+8)-6)-(7-(8*7)))	68+6-787*--
((4/(8*(9-4)))*(9*3))	4894-*/93**
(((4/8)-(4+(4-9)))+(4+3))	48/449-+-43++
((3-(5*(9*0)))-(5/6))	3590**-56/-
((1-4)*(0/(6+(8/2))))	14-0682/+/*
((2/(8*9))+(9*(1/9)))	289*/919/*+
((6/(3/3))/(0+(2*7)))	633//027*+/
(((6*3)-(5-3))/(2*1))	63*53--21*/
((3-(9/3))-(9+(3/6)))	393/-936/+-
(5/((3-(1+2))-(4*(2*1))))	5312+-421**-/
((((0*5)+1)+8)*(4-(3*0)))	05*1+8+430*-*
((1*2)+((8-1)*(1/(7/0))))	12*81-170//*+
((9/(2/(2/(5/(3-5)))))+1)	922535-////1+
(((4+7)-(2*0))*(1/(4-1)))	47+20*-141-/*
((4*8)*(6-(5+(0*8))))	48*6508*+-*
(((3-6)-(3-6))*(0*0))	36-36--00**
(((3-(6*1))/2)/((8/5)/4))	361*-2/85/4//
(((2*7)+(0+(3/8)))+(6/2))	27*038/++62/+
(5+((7-1)+(8/(6/5))))	571-865//++
((2*(1-(0+1)))*(1+3))	2101+-*13+*
(0+((3-(5*(4+7)))-(6/6)))	03547+*-66/-+
(8/((2-6)*(0*(8*(4+5)))))	826-0845+***/
(((9-(9/6))+(1-(3/0)))-9)	996/-130/-+9-
((0-(7+3))/(5/(8+9)))	073+-589+//
(((3-(7-7))/(5+1))/(2-0))	377--51+/20-/
(((5/(5*6))+(7/0))+(1-9))	556*/70/+19-+
((6/(9+(5+7)))-((6/3)/1))	6957++/63/1/-
((5+(2-(7/4)))/(8+8))	5274/-+88+/
((0/5)*((7/6)+(1+(2-9))))	05/76/129-++*
(4/(9*(1+(1*(6+6)))))	491166+*+*/
((5+4)/((6-5)*(4-7)))	54+65-47-*/
(((9+5)/7)+(7/(9-2)))	95+7/792-/+
((6+(6/9))+(5*(7/(3+5))))	669/+5735+/*+
((3*(2*(8/(8/8))))-1)	32888//**1-
((1/(0*9))-(9+(0-(7-6))))	109*/9076--+-
((3*(5+6))-((1-0)*(7-5)))	356+*10-75-*-
(7+((2+((9+5)+1))-(7/0)))	7295+1++70/-+
((4/3)-(2-(5+(8+9))))	43/2589++--
(((1-(2*9))*1)/(0+2))	129*-1*02+/
((3*1)*(0/(6*(2+4))))	31*0624+*/*
(((2*2)*(1+(9-5)))*(1/9))	22*195-+*19/*
((1+(1*3))-(4+(6+3)))	113*+463++-
((9+9)-((7/5)+(0-4)))	99+75/04-+-
(7/((3/2)/(7/(2-5))))	732/725-///
((6+4)-((1+7)+(2-(4+1))))	64+17+241+-+-
((8/(6*0))/(1*(9-2)))	860*/192-*/
((0/(2-6))-(5+(3*0)))	026-/530*+-
(((8/1)+3)-(1-(2/(9-7))))	81/3+1297-/--
(6*((8+(3+(0+1)))*3))	68301+++3**
((1-(1*((5+6)/4)))*(6+6))	1156+4/*-66+*
(((4-7)/(8+8))*(6+0))	47-88+/60+*
(((6+(5/6))-0)/(7/(1-6)))	656/+0-716-//
(((7+6)-(3+0))+(3/(6-0)))	76+30+-360-/+
((2-(9-(5/8)))+(0-(0*1)))	2958/--001*-+
(((4-0)*(4-3))+(8*0))	40-43-*80*+
(((9+6)+(9*8))-(3+(5-1)))	96+98*+351-+-
((9*3)+(6/((8+(2/1))-6)))	93*6821/+6-/+
(3+(5*(0/(0-(7+9)))))	350079+-/*+
((2/(3*5))+(7+(0-(9*5))))	235*/7095*-++
(((1*8)+6)-(3*(6*8)))	18*6+368**-
(((6-8)*(7-(8/0)))-(7/3))	68-780/-*73/-
((0-(2/1))*(8+(0-0)))	021/-800-+*
((0-(8/(8/(8+9))))+(6+0))	08889+//-60++
((3*(5*(3-5)))-(7*7))	3535-**77*-
(((6+6)-(0*6))/(5/(9+1)))	66+06*-591+//
((7+(3*(3+7)))+(0+9))	7337+*+09++
((4*(9/(0+6)))+((9-2)/7))	4906+/*92-7/+
(((2*8)*3)+((4-7)+(8+8)))	28*3*47-88+++
(((3/1)+(5+9))*(2/2))	31/59++22/*
(((3/3)-(3+0))+(1+(5+1)))	33/30+-151+++
((3-(3+1))-(6*(4/9)))	331+-649/*-
(((3/8)-4)-(9+(3+(5*2))))	38/4-9352*++-
((6-((2/7)/5))-(5+9))	627/5/-59+-
((2*(2*5))-(6/(5*(1+2))))	225**6512+*/-
((3+(9/(5/2)))/(4-(3/7)))	3952//+437/-/
(2-((5/7)-(3*(0*(7/2)))))	257/3072/**--
(((8+5)/(2*6))-(3+(9+0)))	85+26*/390++-
((0*(4+((8+3)*7)))/(7+2))	0483+7*+*72+/
((4/2)*((8+(2*1))+(5+6)))	42/821*+56++*
((2/(5*(3-(7/0))))/(1+4))	25370/-*/14+/
((9-3)+(6/(7/(2/1))))	93-6721///+
((5*6)*((9-7)+(5-5)))	56*97-55-+*
((1+2)/(7/(1-(5+9))))	12+7159+-//
(8-((8-2)-(1+(3/8))))	882-138/+--
((3-4)*(2-(4+(5*7))))	34-2457*+-*
((9-(0-6))+(3+(6*6)))	906--366*++
(7-((7*7)*(9*((5*1)+7))))	777*951*7+**-
((7*(8/8))/(5-(6*0)))	788/*560*-/
((4-(1*2))*(6+(2*8)))	412*-628*+*
((8+(4*(4+5)))/(2+9))	8445+*+29+/
(((0*3)-(9+9))*(9+5))	03*99+-95+*
(1/(((5+(3-9))*6)+8))	1539-+6*8+/
((5-(2+(5/(4-8))))/(2-7))	52548-/+-27-/
(((8+8)*(5-4))*(5+8))	88+54-*58+*
((6+3)*(5*(2*(7/(1*1)))))	63+52711*/***
(((5*3)/5)-(7*(2/4)))	53*5/724/*-
(6+((4+1)/(7+(0-7))))	641+707-+/+
((3-(1*4))-(2/(5-(1+5))))	314*-2515+-/-
(5/(9/(9-(0+(2+1)))))	599021++-//
((4-0)+((3/(8+3))*4))	40-383+/4*+
(((8+1)*(8-2))*(2/8))	81+82-*28/*
(((1+5)*5)*(7*(0-(4-9))))	15+5*7049--**
(2-(3*(7*(1*(4/2)))))	237142/***-
((2*(2+4))/(8*(5-4)))	224+*854-*/
((3-(6*2))/((1+4)+(7+5)))	362*-14+75++/
(((8*(5-9))/(0+8))-(3+1))	859-*08+/31+-
(((5-(9*3))-(9*0))-8)	593*-90*-8-
((7/(3*(4+5)))/(4+2))	7345+*/42+/
(((0*6)/(1-5))*(2/5))	06*15-/25/*
(((0-(9*2))*(8/5))+(5-2))	092*-85/*52-+
((5-(5/(6+(9/2))))*(2-6))	55692/+/-26-*
((5+(6+(7/2)))-(5*3))	5672/++53*-
((1+(5+(3-(0*7))))/(2+6))	15307*-++26+/
(9/((9-9)/(5/(3-3))))	999-533-///
(((5/(0/1))+8)+(2/(8-2)))	501//8+282-/+
((9/5)/(1*(6*(5*4))))	95/1654***/
(((0-3)-(0-(5-0)))+(6*9))	03-050---69*+
((0*(1/3))-(2+(6/2)))	013/*262/+-
((7+(2/(2/6)))+(5+(0-5)))	7226//+505-++
(9-(2/((2+(4-7))+(7-6))))	92247-+76-+/-
((8/(1*7))-(5*(0*(6/8))))	817*/5068/**-
(((2+5)/(0-8))+(8*8))	25+08-/88*+
((7*(4-0))+(3-(2+4)))	740-*324+-+
(7*(9+(5/(7-(7*(2/3))))))	7957723/*-/+*
(5-(7/(((8/6)-2)*(9+1))))	5786/2-91+*/-
((9-(3*0))/((1*2)-(9+6)))	930*-12*96+-/
((1*(1+7))+(6/(6*9)))	117+*669*/+
(1*((8+(2+6))-(8-(9+0))))	1826++890+--*
((6/(5-4))+(7-(1*4)))	654-/714*-+
((7+((0*3)*1))+(9*5))	703*1*+95*+
((1/2)+((9/(6-0))-(2/9)))	12/960-/29/-+
(6-((1/8)-(9+(3-(3/4)))))	618/9334/-+--
(((5*3)*(5+3))-(2/5))	53*53+*25/-
(((8*6)-(4*2))+(1*5))	86*42*-15*+
((9*(1-5))+(1-(3+(5+1))))	915-*1351++-+
((0/(1-1))*(0-(7+8)))	011-/078+-*
(6+(5*((6+(1*5))*1)))	65615*+1**+
(9*((0-(2/3))+(9*(6/2))))	9023/-962/*+*
((3/(8*2))/(1-(4-7)))	382*/147--/
((((3-0)+(9-0))-9)/(6+7))	30-90-+9-67+/
((0*((3-8)-(0*9)))*(6*7))	038-09*-*67**
((0+2)/(5*(3-(0/6))))	02+5306/-*/
((2+(8+6))+(0*(5*(4*3))))	286++0543***+
(((0+3)/(8+((0*1)*9)))/1)	03+801*9*+/1/
((3+0)*((7-4)-(5+7)))	30+74-57+-*
((9+3)+(0+((6+5)+5)))	93+065+5+++
(((5-(6+(5-2)))/3)-5)	5652-+-3/5-
((4/7)*(0*(6/(5+6))))	47/0656+/**
((((3*3)/2)+(3+3))+(2/2))	33*2/33++22/+
(((5/8)/(3+9))+(8/(4-2)))	58/39+/842-/+
(4*(9+(9*(8*(8+(7/2))))))	4998872/+**+*
(4-((5/3)*(4-(2*0))))	453/420*-*-
((3+4)*((9+4)*(4*4)))	34+94+44***
((4/(9*(8+0)))/(6/3))	4980+*/63//
(((2/9)*(3-2))/((6-9)/3))	29/32-*69-3//
((8+(2-2))-(7*(5+5)))	822-+755+*-
(((7*0)-(6*9))+(8-(5+9)))	70*69*-859+-+
(1-(7-(7*(8-(5+5)))))	177855+-*--
(((5*(8+7))/7)+(4/(2*6)))	587+*7/426*/+
((3-(7/(6-5)))+(7*(0-5)))	3765-/-705-*+
(9+(0+(1/((1*(3*1))-6))))	901131**6-/++
((8*(7+6))*(0-(1*8)))	876+*018*-*
((9-(4+(1/2)))/(7*(8+7)))	9412/+-787+*/
((7/(1+5))-(5-(2*9)))	715+/529*--
((9*3)-((9*(6/(8+0)))*5))	93*9680+/*5*-
(5/((6/(0-3))-(2*2)))	5603-/22*-/
((5*(8*(6/2)))-(3*7))	5862/**37*-
((9/(9-(2*(7+0))))+(8/9))	99270+*-/89/+
(((0+3)+(5-3))+(6/(7+7)))	03+53-+677+/+
((3/(2-5))+((5*5)+(2-1)))	325-/55*21-++
(((2+(4/9))+(9/9))+5)	249/+99/+5+
(((5*(7*1))/4)*(7*3))	571**4/73**
((5-1)/((1*(4-8))*(4/2)))	51-148-*42/*/
(7-(3+(9+(0+(1*0)))))	739010*+++-
((6/7)+(5*(9/(1/(3-3)))))	67/59133-//*+
(((9+9)-(7-3))*(7+(2-0)))	99+73--720-+*
((2-7)*(5+(2+(3*7))))	27-5237*++*
((((3*3)*3)*(1*2))/(7*1))	33*3*12**71*/
((9+(3+7))+(7-(0*5)))	937++705*-+
((2+7)/(3*((4+4)+(7-6))))	27+344+76-+*/
((2/8)*((6*(1-4))/(5/0)))	28/614-*50//*
((6/(1*(2*1)))*(8*(2-2)))	6121**/822-**
((3-7)/(9+(7+(4/1))))	37-9741/++/
((2/(3/5))-(5/(1-(9/2))))	235//5192/-/-
(((5/9)*(6*(6/1)))-(3+6))	59/661/**36+-
(6-(4*(2*((4-0)/4))))	64240-4/**-
((6+7)-(2-(3*(0-3))))	67+2303-*--
(((8-6)+(7+2))-(2+7))	86-72++27+-
(((5+1)*(9/1))*(6/2))	51+91/*62/*
(7+(0+(((2-4)/0)+(1*0))))	7024-0/10*+++
(3*(3*((8/(2*3))*9)))	33823*/9***
(((5-5)-(3-7))-(8*5))	55-37--85*-
(((8*(9*(4-4)))/7)-9)	8944-**7/9-
(((8+9)+(7*(2/3)))*(7*4))	89+723/*+74**
((1-(4*8))+(9-(5/(7+9))))	148*-9579+/-+
(6*((1/(0+8))-(9*(5-7))))	6108+/957-*-*
(7+(2*(2*(7+(2*7)))))	722727*+**+
(1-((8-2)+(4/(0*(4+6)))))	182-4046+*/+-
(0-((6-(3-(4*8)))*(0*3)))	06348*--03**-
(((5-7)*(5-4))-(0/1))	57-54-*01/-
(((2*3)-5)/(9*(6-(4-3))))	23*5-9643--*/
(1*((7/(9+7))+(6+9)))	1797+/69++*
((8*(7+(7+2)))*(6+0))	8772++*60+*
(0*((4-(7+(5*(1*3))))+1))	047513**+-1+*
((((0/(7*8))+1)*0)-(3/3))	078*/1+0*33/-
(6*(((8*1)-6)+(8*(7-9))))	681*6-879-*+*
((2+(9+7))*(8*(3+(6+1))))	297++8361++**
(((8-2)-(6/7))/(6+7))	82-67/-67+/
((2-0)-(6/(4*(6*4))))	20-6464**/-
((3+3)/(8/(5/(4+(0+1)))))	33+85401++///
((3/(2+4))/(2+(8-(5-1))))	324+/2851--+/
(((4-8)+(5-1))+((6*3)*7))	48-51-+63*7*+
(4-((8-(3-(5-(1/5))))/7))	483515/---7/-
(5+(6*((5/7)-(1/6))))	5657/16/-*+
((4*(3*2))+(6/(1+7)))	432**617+/+
(3-(6*(8*(7*(2*5)))))	368725****-
((8*((6/(5+6))/9))-3)	8656+/9/*3-
((2-4)/((3+(8*1))+(7/7)))	24-381*+77/+/
(2*((1*2)+(5/(1-7))))	212*517-/+*
(((2*(0+4))/0)+(5+(4/2)))	204+*0/542/++
((3/6)/((1-(9-(3-8)))+0))	36/1938---0+/
((1*8)*(8*(2+(0+8))))	18*8208++**
((5*((8-3)*(4+6)))/(6-9))	583-46+**69-/
((3/(0*4))-(9/(8/2)))	304*/982//-
(7*(7*((2/(4-8))-(7+8))))	77248-/78+-**
(((4+9)-(5-(8/0)))-(9+6))	49+580/--96+-
((7*0)/(0*(4/(1+6))))	70*0416+/*/
((((2*4)*(8/5))/6)*(4+4))	24*85/*6/44+*
(5/((1-8)+(2/(9+7))))	518-297+/+/
((7+(0/(8*(8+1))))+5)	70881+*/+5+
((9-7)+(3-(0+(2-7))))	97-3027-+-+
(8/(9+((4+(6/1))/(1/8))))	89461/+18//+/
(((5-6)*(4/4))-(9-2))	56-44/*92--
((8+9)/(0-((1/(8-7))*1)))	89+0187-/1*-/
(((9-0)*9)/(5*(5*3)))	90-9*553**/
(1*(6/(9*(2*(8/7)))))	169287/**/*
(4*((4*(8*8))+(6*(6-5))))	4488**665-*+*
(((1-(5*6))+(2/8))*7)	156*-28/+7*
((1+7)-(6+(7*(0/(0+1)))))	17+67001+/*+-
((0*(7*(8*7)))*(4-8))	0787***48-*
((6-(8-(4*4)))*(6*6))	6844*--66**
(7+(1-(0-(4-(2+9)))))	710429+---+
((8+(4-(5*3)))-(5*(5-3)))	8453*-+553-*-
((4/2)-((8-1)*(0+(8-5))))	42/81-085-+*-
((4*(1+5))-(9*(7*(8+6))))	415+*9786+**-
((2/1)+(9-(1/(6-3))))	21/9163-/-+
(2/(((3-(7*8))*1)/(4/8)))	2378*-1*48///
(((8*8)-(5+6))/(3+0))	88*56+-30+/
((8+(5*5))*((5/(1/0))+9))	855*+510//9+*
((5/(0/6))*(3/(9-0)))	506//390-/*
(((4+5)*(4-(3-2)))*(3/2))	45+432--*32/*
(((4+2)*3)+(6/((1*4)*0)))	42+3*614*0*/+
(0*((6/(8+9))+(2*0)))	0689+/20*+*
((7-(0/0))/(0-(6+1)))	700/-061+-/
((1-8)-(8+((1-(5*1))*5)))	18-8151*-5*+-
((3-9)+((6+7)+(4+0)))	39-67+40+++
(((7-3)/(7/(5+6)))-(8-9))	73-756+//89--
((((5-3)-5)+8)*(2/1))	53-5-8+21/*
((6+6)-(5*(7/(6/(6/8)))))	66+57668///*-
((6*(0/(1/0)))*(8-(9*0)))	6010//*890*-*
((7/1)/(((0/6)*3)+(9*4)))	71/06/3*94*+/
(1/((3/(6+(9*4)))-9))	13694*+/9-/
(1-((1+(2+2))*(0-1)))	1122++01-*-
((4+8)*(0+(9*(9-2))))	48+0992-*+*
((6/0)-((7*(6-3))/7))	60/763-*7/-
((9*(9+1))/(5/(0+3)))	991+*503+//
((4-(9+9))/(1/(2+(8/9))))	499+-1289/+//
((2/4)/(4-((4/9)*1)))	24/449/1*-/
((((0*(2*(3+4)))*1)*7)-3)	0234+**1*7*3-
((2*2)/(9-(7/(9-0))))	22*9790-/-/
((8*(9/5))/(6+(3+6)))	895/*636++/
((4/(8-7))+((1*6)*8))	487-/16*8*+
((1*(2*2))-(5/(1/1)))	122**511//-
((6/(9/5))-((0*0)*(1*2)))	695//00*12**-
((4*6)/(0-(3/(8+2))))	46*0382+/-/
(((9*7)*(5+1))/(7-(7/9)))	97*51+*779/-/
((1+(6/6))*(5-(2*(6+2))))	166/+5262+*-*
((1+(8-(8/1)))+(6-7))	1881/-+67-+
(1-(3*(5-(4-(0*2)))))	135402*--*-
((3+8)/(8/(0/(7/9))))	38+8079////
((9+6)-((2*(8+4))-(7-7)))	96+284+*77---
((1*(7/9))+(0/(2-(8-6))))	179/*0286--/+
(5/((7+(8+(8/4)))/(0+2)))	57884/++02+//
(((8*8)/5)+(4+(0/7)))	88*5/407/++
((6/(7+(1-5)))/(9-(6*7)))	6715-+/967*-/
(((3-3)-7)+(7*(8*3)))	33-7-783**+
(1*((5/(5-0))+(6+9)))	1550-/69++*
((9-(6/5))-((6/5)+5))	965/-65/5+-
((((5*1)-5)*5)+(9-(4-2)))	51*5-5*942--+
(7*((3*(4*7))*(5*4)))	7347**54***
(((7*8)-(4*(5*0)))-1)	78*450**-1-
((5-(3+7))+(2/(9/(0*2))))	537+-2902*//+
((6*2)-(1+(7-(4*(4-2)))))	62*17442-*-+-
(((9-0)+(3/(5*3)))*0)	90-353*/+0*
((8-9)/(3+(6/(8*7))))	89-3687*/+/
(9*((4*(5*(1/7)))+(3+2)))	94517/**32++*
(4+(((3+2)-(9*(9+2)))*3))	432+992+*-3*+
(3/(4+(1+(8*(6/4)))))	341864/*++/
((3*(3/8))-(6*(7-(0/7))))	338/*6707/-*-
(((7+7)+(9/2))/(5-0))	77+92/+50-/
((9-(6+7))*(7-(4-(9+0))))	967+-7490+--*
((8/(4*4))*(9*(4*7)))	844*/947***
((4/(3*6))/(4/(2*(9-9))))	436*/4299-*//
((7-(1+8))-((2*8)/6))	718+-28*6/-
(((7*5)/(4-9))*(7+3))	75*49-/73+*
((9-(0/(3*(9/7))))/(2/0))	90397/*/-20//
((((0/0)*1)/(4+7))-(0-2))	00/1*47+/02--
((8+((0+7)-6))*(4-(3/9)))	807+6-+439/-*
((8+(8-(6+(4/1))))+5)	88641/+-+5+
(((7-0)/(7/(7-(3-8))))*6)	70-7738--//6*
((0-(9/7))*(7*(9+(0+1))))	097/-7901++**
(9*(5+(1-(9/(1-6)))))	951916-/-+*
(((7-(0-2))*8)/(2-(4*3)))	702--8*243*-/
